"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Ty France","SEA","650","471","88.5","111.1","11.0","32","6.8%","183","38.9%",".291",".270",".445",".435",".353",".346","17982"
"Buster Posey","SFG","454","310","88.5","109.2","8.7","25","8.1%","121","39.0%",".304",".281",".499",".469",".379",".361","9166"
"Eddie Rosario","- - -","412","324","88.5","108.4","15.5","19","5.9%","116","35.8%",".259",".255",".435",".427",".316",".319","12155"
"Lewis Brinson","MIA","290","204","88.5","113.2","14.0","13","6.4%","77","37.7%",".226",".242",".376",".374",".275",".286","14352"
"Brian Goodwin","CHW","271","179","88.5","108.5","16.9","11","6.1%","57","31.8%",".221",".248",".374",".396",".306",".326","12858"
"Luis Arraez","MIN","479","386","88.4","104.2","9.9","9","2.3%","118","30.6%",".294",".295",".376",".411",".321",".337","18568"
"Starlin Castro","WSN","346","258","88.4","111.2","9.2","14","5.4%","102","39.5%",".283",".272",".375",".412",".309",".324","4579"
"Lorenzo Cain","MIL","286","210","88.4","110.4","7.2","9","4.3%","78","37.1%",".257",".254",".401",".382",".319",".317","9077"
"Bryan De La Cruz","MIA","219","147","88.4","108.0","11.1","8","5.4%","62","42.2%",".296",".254",".427",".366",".339",".301","19600"
"Tyler Stephenson","CIN","402","280","88.4","106.6","7.4","15","5.4%","107","38.2%",".286",".257",".431",".391",".346",".324","17988"
"Phillip Evans","PIT","247","161","88.4","109.6","5.3","7","4.3%","69","42.9%",".206",".244",".299",".344",".278",".312","12950"
"Donovan Solano","SFG","344","254","88.3","108.1","11.0","19","7.5%","93","36.6%",".280",".275",".404",".432",".324",".335","8623"
"Kolten Wong","MIL","492","365","88.3","107.1","12.8","20","5.5%","127","34.8%",".272",".251",".447",".382",".337",".308","12532"
"Rafael Ortega","CHC","330","228","88.3","109.5","18.3","13","5.7%","79","34.6%",".291",".252",".463",".381",".355",".311","10323"
"Carson Kelly","ARI","359","235","88.3","109.2","18.9","20","8.5%","79","33.6%",".240",".254",".411",".428",".328",".346","13620"
"Wander Franco","TBR","308","245","88.2","109.6","9.7","12","4.9%","92","37.6%",".288",".276",".463",".407",".348",".329","23667"
"Pedro Severino","BAL","419","275","88.2","114.6","15.2","21","7.6%","105","38.2%",".248",".249",".383",".401",".299",".311","14523"
"Jason Heyward","CHC","353","255","88.2","115.3","7.5","12","4.7%","108","42.4%",".214",".234",".347",".367",".275",".294","4940"
"Dylan Carlson","STL","619","399","88.2","109.0","15.1","28","7.0%","122","30.6%",".266",".247",".437",".407",".336",".322","20126"
"Maikel Franco","BAL","403","313","88.2","113.9","9.1","16","5.1%","106","33.9%",".210",".224",".355",".344",".263",".270","12179"
"Josh Rojas","ARI","550","355","88.2","104.6","8.4","17","4.8%","109","30.7%",".264",".237",".411",".357",".327",".299","19734"
"Chris Taylor","LAD","582","344","88.2","110.7","17.4","35","10.2%","131","38.1%",".254",".237",".438",".422",".338",".329","13757"
"Kris Bryant","- - -","586","380","88.2","110.4","15.1","39","10.3%","151","39.7%",".265",".260",".481",".449",".356",".346","15429"
"Connor Joe","COL","211","141","88.2","113.3","14.6","14","9.9%","55","39.0%",".285",".283",".469",".463",".366",".370","16572"
"Jonathan Schoop","DET","674","498","88.1","117.1","10.8","34","6.8%","200","40.2%",".278",".258",".435",".404",".324",".311","11265"
"David Dahl","TEX","220","150","88.1","108.9","11.5","10","6.7%","55","36.7%",".210",".246",".322",".398",".246",".296","13744"
"Jeff McNeil","NYM","426","329","88.1","108.3","12.0","14","4.3%","110","33.4%",".251",".257",".360",".387",".301",".315","15362"
"Billy McKinney","- - -","300","188","88.1","109.5","17.6","12","6.4%","63","33.5%",".192",".213",".358",".359",".277",".291","15654"
"Jake Bauers","- - -","315","205","88.1","112.3","20.0","11","5.4%","75","36.6%",".209",".233",".277",".361",".257",".297","15194"
"Jacob Stallings","PIT","427","291","88.1","106.2","10.7","13","4.5%","104","35.7%",".246",".245",".369",".369",".312",".314","13723"
"Yadier Molina","STL","473","365","88.0","108.2","15.3","19","5.2%","114","31.2%",".252",".255",".370",".406",".290",".306","7007"
"Steven Duggar","SFG","297","180","88.0","109.1","15.2","15","8.3%","60","33.3%",".257",".233",".437",".408",".327",".308","17719"
"Niko Goodrum","DET","325","185","88.0","109.2","13.4","19","10.3%","74","40.0%",".214",".215",".359",".381",".286",".304","12092"
"Martin Maldonado","HOU","426","247","88.0","108.2","17.6","14","5.7%","81","32.8%",".172",".183",".300",".312",".258",".267","6887"
"Wil Myers","SDP","500","305","88.0","107.8","10.6","23","7.5%","115","37.7%",".256",".218",".434",".370",".330",".295","10047"
"Jonathan Villar","NYM","505","324","88.0","114.9","7.0","23","7.1%","113","34.9%",".249",".235",".416",".388",".320",".307","10071"
"Ramon Laureano","OAK","378","244","87.9","112.1","11.9","26","10.7%","98","40.2%",".246",".245",".443",".459",".327",".335","17128"
"Manuel Margot","TBR","464","356","87.9","109.6","10.7","18","5.1%","143","40.2%",".254",".268",".382",".397",".301",".318","14712"
"Luis Urias","MIL","570","381","87.9","111.5","14.2","35","9.2%","151","39.6%",".249",".241",".445",".427",".340",".333","16622"
"Joey Wendle","TBR","501","350","87.9","108.7","6.3","15","4.3%","122","34.9%",".265",".238",".422",".356",".317",".286","13853"
"Marwin Gonzalez","- - -","307","200","87.9","110.3","8.9","9","4.5%","69","34.5%",".199",".218",".304",".334",".259",".281","5497"
"Elvis Andrus","OAK","541","423","87.8","109.8","8.1","9","2.1%","147","34.8%",".243",".273",".320",".375",".270",".308","8709"
"Asdrubal Cabrera","- - -","352","233","87.8","106.6","14.5","14","6.0%","72","30.9%",".230",".214",".366",".331",".297",".286","4962"
"D.J. Stewart","BAL","318","181","87.8","110.6","19.7","17","9.4%","62","34.3%",".204",".205",".374",".383",".310",".315","17766"
"Robbie Grossman","DET","671","410","87.8","110.9","21.1","31","7.6%","139","33.9%",".239",".234",".415",".399",".337",".334","5254"
"Corey Dickerson","- - -","365","269","87.8","109.8","10.1","8","3.0%","96","35.7%",".271",".244",".408",".370",".317",".295","10762"
"Daulton Varsho","ARI","315","218","87.7","110.9","18.0","16","7.3%","87","39.9%",".246",".248",".437",".430",".322",".323","19918"
"Jace Peterson","MIL","302","193","87.7","110.8","12.0","10","5.2%","67","34.7%",".247",".239",".367",".372",".318",".322","12325"
"Travis Shaw","- - -","250","155","87.7","111.7","19.9","14","9.0%","60","38.7%",".200",".215",".373",".387",".289",".301","11982"
"Jose Altuve","HOU","678","517","87.7","109.1","15.6","33","6.4%","178","34.4%",".278",".262",".489",".421",".357",".332","5417"
"Phil Gosselin","LAA","373","265","87.6","110.0","11.5","9","3.4%","93","35.1%",".261",".240",".362",".354",".297",".288","10953"
"Jonathan India","CIN","631","396","87.6","110.2","13.1","38","9.6%","151","38.1%",".269",".254",".459",".436",".363",".352","21523"
"Charlie Blackmon","COL","582","426","87.6","109.8","10.2","30","7.0%","163","38.3%",".270",".291",".411",".450",".333",".359","7859"
"Tommy Edman","STL","691","552","87.6","112.9","9.5","24","4.3%","195","35.3%",".262",".274",".387",".401",".301",".316","19470"
"Starling Marte","- - -","526","371","87.6","112.9","4.6","31","8.4%","146","39.4%",".310",".277",".458",".438",".364",".347","9241"
"Jarred Kelenic","SEA","377","232","87.5","110.9","14.4","23","9.9%","91","39.2%",".181",".219",".350",".408",".270",".310","22558"
"DJ Peters","- - -","240","144","87.5","112.5","16.4","16","11.1%","56","38.9%",".197",".199",".422",".376",".272",".273","19348"
"Jose Trevino","TEX","302","233","87.5","110.2","9.5","10","4.3%","85","36.5%",".239",".248",".340",".374",".261",".285","16725"
"Matt Duffy","CHC","322","227","87.5","107.7","7.5","9","4.0%","79","34.8%",".287",".275",".381",".385",".327",".325","13836"
"Sergio Alcantara","CHC","255","149","87.5","107.4","10.5","5","3.4%","49","32.9%",".205",".208",".327",".298",".279",".275","16417"
"Reese McGuire","TOR","217","156","87.5","107.5","13.4","4","2.6%","50","32.1%",".253",".237",".343",".328",".289",".281","15674"
"Alex Dickerson","SFG","312","207","87.4","112.8","17.0","21","10.1%","79","38.2%",".233",".261",".420",".446",".313",".337","12649"
"Cesar Hernandez","- - -","637","438","87.4","110.2","10.7","30","6.8%","145","33.1%",".232",".243",".386",".386",".302",".311","10556"
"Mark Canha","OAK","625","393","87.3","107.7","13.5","28","7.1%","139","35.4%",".231",".231",".387",".378",".333",".332","11445"
"Yermin Mercedes","CHW","262","195","87.3","116.8","15.8","14","7.2%","56","28.7%",".271",".246",".404",".417",".317",".313","17423"
"Sandy Leon","MIA","220","140","87.3","106.0","20.0","3","2.1%","37","26.4%",".183",".170",".267",".258",".225",".216","5273"
"James McCann","NYM","412","263","87.3","112.5","9.3","16","6.1%","107","40.7%",".232",".224",".349",".344",".281",".284","12859"
"Kyle Farmer","CIN","529","392","87.3","107.6","15.9","17","4.3%","126","32.1%",".263",".252",".416",".383",".316",".302","14813"
"Nick Ahmed","ARI","473","333","87.2","109.5","10.1","8","2.4%","92","27.6%",".221",".208",".339",".290",".269",".249","12147"
"Jean Segura","PHI","567","441","87.2","113.1","5.8","26","5.9%","165","37.4%",".290",".266",".436",".396",".338",".319","5933"
"Pavin Smith","ARI","545","393","87.2","110.8","9.0","20","5.1%","168","42.7%",".267",".258",".404",".402",".318",".317","19892"
"Josh Harrison","- - -","558","434","87.2","108.2","14.5","19","4.4%","140","32.3%",".279",".278",".400",".420",".325",".333","8202"
"Gleyber Torres","NYY","516","361","87.1","111.6","14.2","28","7.8%","129","35.7%",".259",".265",".366",".423",".307",".331","16997"
"Jon Berti","MIA","271","175","87.1","109.1","1.9","4","2.3%","67","38.3%",".210",".233",".313",".325",".282",".302","12037"
"Elias Diaz","COL","371","279","87.1","109.5","14.7","22","7.9%","103","36.9%",".246",".247",".464",".419",".330",".318","11680"
"Austin Slater","SFG","306","190","87.1","109.9","7.8","18","9.5%","79","41.6%",".241",".256",".423",".439",".321",".335","16153"
"Myles Straw","- - -","638","448","87.1","109.8","11.9","6","1.3%","116","25.9%",".271",".256",".348",".333",".311",".303","17620"
"Yu Chang","CLE","251","169","87.1","110.6","19.1","12","7.1%","57","33.7%",".228",".233",".426",".378",".294",".282","14773"
"Hanser Alberto","KCR","255","221","87.1","107.6","16.1","10","4.5%","66","29.9%",".270",".265",".402",".384",".296",".294","11902"
"Tucker Barnhart","CIN","388","251","87.1","106.7","15.5","10","4.0%","77","30.7%",".247",".204",".368",".313",".300",".265","10200"
"Jonah Heim","TEX","285","211","87.1","109.0","15.5","13","6.2%","80","37.9%",".196",".230",".358",".372",".256",".285","16930"
"Garrett Hampson","COL","494","340","87.0","107.0","13.0","17","5.0%","106","31.2%",".234",".236",".380",".374",".288",".291","19262"
"Erik Gonzalez","PIT","229","181","87.0","109.8","0.1","6","3.3%","57","31.5%",".232",".255",".300",".351",".244",".277","13369"
"Eduardo Escobar","- - -","599","426","87.0","110.8","20.8","38","8.9%","145","34.0%",".253",".249",".472",".453",".334",".328","6153"
"Mike Moustakas","CIN","206","140","87.0","110.9","18.6","8","5.7%","44","31.4%",".208",".202",".372",".329",".284",".276","4892"
"Frank Schwindel","- - -","259","201","86.9","112.5","12.6","16","8.0%","80","39.8%",".326",".272",".591",".454",".403",".332","15351"
"Jackson Frazier","NYY","218","118","86.9","111.5","13.9","12","10.2%","49","41.5%",".186",".207",".317",".354",".289",".313","15983"
"Nick Solak","TEX","511","355","86.9","110.6","7.0","23","6.5%","118","33.2%",".242",".238",".362",".361",".299",".299","19294"
"Whit Merrifield","KCR","720","573","86.9","107.8","14.1","20","3.5%","164","28.6%",".277",".263",".395",".383",".306",".301","11281"
"Pat Valaika","BAL","281","187","86.8","109.7","19.8","9","4.8%","61","32.6%",".201",".213",".290",".337",".238",".265","14885"
"Freddy Galvis","- - -","394","285","86.8","109.3","14.1","14","4.9%","90","31.6%",".242",".222",".407",".350",".305",".280","6609"
"Nicky Lopez","KCR","565","438","86.8","107.9","2.8","3","0.7%","116","26.5%",".300",".239",".378",".305",".329",".283","19339"
"Abraham Toro","- - -","375","283","86.8","109.0","13.7","21","7.4%","95","33.6%",".239",".247",".373",".416",".303",".323","19844"
"Luis Garcia","WSN","247","193","86.8","109.6","4.1","10","5.2%","59","30.6%",".242",".241",".411",".366",".291",".279","20391"
"Edmundo Sosa","STL","326","229","86.7","114.6","6.0","9","3.9%","72","31.4%",".271",".266",".389",".394",".322",".326","17022"
"Tony Kemp","OAK","397","288","86.7","100.6","18.4","3","1.0%","61","21.2%",".279",".250",".418",".349",".351",".321","14894"
"Brett Gardner","NYY","461","298","86.7","108.6","12.5","10","3.4%","98","32.9%",".222",".219",".362",".322",".305",".296","9927"
"Ha-seong Kim","SDP","298","201","86.7","112.3","13.6","9","4.5%","64","31.8%",".202",".209",".352",".309",".270",".265","27506"
"Matt Beaty","LAD","234","160","86.7","109.0","12.3","6","3.8%","49","30.6%",".270",".233",".402",".347",".339",".308","17710"
"Kevin Kiermaier","TBR","390","253","86.6","107.9","1.1","10","4.0%","92","36.4%",".259",".232",".388",".320",".310",".283","11038"
"Adam Eaton","- - -","288","188","86.6","107.4","8.3","8","4.3%","64","34.0%",".201",".216",".327",".309",".271",".275","11205"
"Guillermo Heredia","ATL","347","225","86.6","109.7","12.7","9","4.0%","78","34.7%",".220",".220",".354",".336",".292",".290","18721"
"Dylan Moore","SEA","377","222","86.5","110.3","20.4","19","8.6%","74","33.3%",".181",".204",".334",".348",".271",".288","18042"
"Joe Panik","- - -","257","204","86.5","107.4","9.7","3","1.5%","52","25.5%",".208",".238",".284",".324",".244",".273","11936"
"Curt Casali","SFG","231","135","86.4","105.2","23.3","8","5.9%","42","31.1%",".210",".199",".350",".330",".289",".280","12510"
"Owen Miller","CLE","202","138","86.4","108.2","6.0","8","5.8%","45","32.6%",".204",".226",".309",".346",".241",".267","24655"
"Andres Gimenez","CLE","210","138","86.3","110.2","9.0","5","3.6%","42","30.4%",".218",".211",".351",".319",".277",".268","19950"
"Paul DeJong","STL","402","255","86.3","109.5","16.4","27","10.6%","90","35.3%",".197",".211",".390",".416",".293",".312","18015"
"Christian Vazquez","BOS","498","379","86.3","109.7","13.6","10","2.6%","117","30.9%",".258",".235",".352",".337",".289",".276","9774"
"J.P. Crawford","SEA","687","510","86.3","110.5","9.8","12","2.4%","155","30.4%",".273",".257",".376",".339",".314",".298","15491"
"Harrison Bader","STL","401","284","86.2","111.5","13.3","20","7.0%","90","31.7%",".267",".232",".460",".394",".331",".295","18030"
"Oscar Mercado","CLE","238","173","86.2","108.0","16.2","7","4.0%","47","27.2%",".224",".217",".369",".328",".294",".279","16375"
"Miguel Rojas","MIA","539","423","86.2","109.4","11.5","12","2.8%","139","32.9%",".265",".249",".392",".345",".311",".292","7802"
"Didi Gregorius","PHI","408","308","86.1","107.6","18.3","7","2.3%","81","26.3%",".209",".225",".370",".329",".275",".275","6012"
"Leury Garcia","CHW","474","332","86.1","109.6","4.3","11","3.3%","107","32.2%",".267",".240",".376",".336",".312",".291","5913"
"Manny Pina","MIL","208","143","86.1","109.9","18.8","15","10.5%","46","32.2%",".189",".219",".439",".441",".315",".331","2829"
"Brock Holt","TEX","260","187","86.1","105.7","9.8","3","1.6%","46","24.6%",".209",".229",".298",".315",".259",".277","9345"
"Dom Nunez","COL","263","138","86.0","107.8","21.9","13","9.4%","43","31.2%",".189",".170",".399",".312",".294",".261","15055"
"Akil Baddoo","DET","461","294","86.0","111.8","13.8","26","8.8%","95","32.3%",".259",".227",".436",".403",".329",".309","22168"
"Willians Astudillo","MIN","216","197","85.9","108.9","16.8","8","4.1%","64","32.5%",".236",".251",".375",".374",".272",".280","15608"
"Kevin Pillar","NYM","347","245","85.8","110.5","20.2","18","7.3%","78","31.8%",".231",".224",".415",".372",".297",".281","12434"
"Raimel Tapia","COL","533","422","85.7","109.9","-4.4","9","2.1%","133","31.5%",".273",".241",".372",".308",".305",".273","14350"
"Austin Hedges","CLE","312","209","85.7","110.0","18.9","8","3.8%","62","29.7%",".178",".194",".308",".290",".227",".231","12976"
"Francisco Mejia","TBR","277","204","85.7","107.0","14.9","9","4.4%","58","28.4%",".260",".230",".416",".345",".320",".285","16403"
"Michael Perez","PIT","231","142","85.7","106.2","10.2","9","6.3%","46","32.4%",".143",".171",".290",".302",".225",".244","12977"
"Willi Castro","DET","450","310","85.6","115.4","11.4","16","5.2%","91","29.4%",".220",".244",".351",".364",".271",".291","17338"
"Eli White","TEX","220","132","85.5","108.1","15.6","9","6.8%","30","22.7%",".177",".176",".308",".291",".253",".249","19346"
"Nick Madrigal","CHW","215","184","85.5","105.4","1.7","2","1.1%","42","22.8%",".305",".263",".425",".328",".335",".289","20521"
"Isiah Kiner-Falefa","TEX","677","548","85.5","107.9","5.4","10","1.8%","157","28.6%",".271",".267",".357",".349",".293",".292","16512"
"Charlie Culberson","TEX","271","188","85.4","109.4","10.6","6","3.2%","56","29.8%",".243",".229",".381",".321",".292",".269","3298"
"Ehire Adrianza","ATL","209","144","85.4","105.4","13.4","4","2.8%","47","32.6%",".247",".249",".401",".370",".316",".314","8418"
"Adam Frazier","- - -","639","512","85.4","108.7","12.6","5","1.0%","128","25.0%",".305",".288",".411",".376",".341",".324","15223"
"Jorge Mateo","- - -","209","141","85.4","109.5","14.1","8","5.7%","44","31.2%",".247",".243",".376",".361",".291",".287","17273"
"Jose Iglesias","- - -","511","409","85.4","110.2","11.3","14","3.4%","116","28.4%",".271",".270",".391",".366",".304",".297","10231"
"Jack Mayfield","- - -","290","202","85.3","109.2","16.8","13","6.4%","54","26.7%",".218",".190",".387",".320",".284",".250","15402"
"Carter Kieboom","WSN","249","157","85.3","107.1","7.4","6","3.8%","57","36.3%",".207",".231",".318",".343",".275",".298","19958"
"Jake Fraley","SEA","265","146","85.3","109.2","12.1","9","6.2%","49","33.6%",".210",".229",".369",".361",".322",".335","19260"
"Kevin Newman","PIT","554","485","85.3","109.4","9.9","8","1.6%","126","26.0%",".226",".255",".309",".330",".249",".275","17696"
"Jurickson Profar","SDP","412","292","85.3","107.6","14.0","8","2.7%","86","29.5%",".227",".238",".320",".323",".293",".302","10815"
"Austin Barnes","LAD","225","145","85.2","109.0","13.5","6","4.1%","46","31.7%",".215",".213",".345",".311",".285",".274","12158"
"Kurt Suzuki","LAA","247","180","85.2","105.0","14.6","7","3.9%","49","27.2%",".224",".204",".342",".310",".282",".264","8259"
"Yonathan Daza","COL","331","248","85.2","106.5","6.6","5","2.0%","67","27.0%",".282",".253",".355",".328",".304",".286","15794"
"Joshua Fuentes","COL","284","207","85.2","107.0","18.3","5","2.4%","57","27.5%",".225",".204",".351",".281",".261",".230","16885"
"Santiago Espinal","TOR","246","193","84.8","104.2","13.1","3","1.6%","44","22.8%",".311",".267",".405",".346",".344",".307","19997"
"Omar Narvaez","MIL","445","313","84.6","107.9","17.9","16","5.1%","80","25.6%",".266",".235",".402",".369",".322",".304","13338"
"Victor Robles","WSN","369","235","84.1","108.3","19.9","6","2.6%","64","27.2%",".203",".216",".295",".314",".274",".288","18363"
"Andrelton Simmons","MIN","451","354","84.1","108.2","3.9","2","0.6%","76","21.5%",".223",".230",".274",".281",".252",".261","10847"
"Wilmer Difo","PIT","240","166","83.7","109.9","12.2","7","4.2%","38","22.9%",".269",".229",".384",".321",".312",".276","14320"
"Magneuris Sierra","MIA","225","160","82.3","103.1","7.7","0","0.0%","30","18.8%",".230",".227",".268",".264",".239",".240","17023"
"David Fletcher","LAA","665","573","82.3","107.9","8.4","0","0.0%","89","15.5%",".262",".272",".324",".320",".273",".280","17992"
"Ronald Torreyes","PHI","344","283","82.2","106.9","12.2","1","0.4%","39","13.8%",".242",".233",".346",".299",".274",".256","11400"
"Alcides Escobar","WSN","349","267","81.7","105.7","11.1","8","3.0%","56","21.0%",".288",".271",".404",".362",".325",".309","6310"
