"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Guillermo Heredia","SEA",".284","1.36","17.6%","47.4%","34.9%","11.0%","5.5%","13","8.8%","4","33.3%","35.2%","39.5%","25.3%","23.8%","55.9%","20.4%","18721"
"Joey Rickard","BAL",".303","0.93","26.6%","35.4%","38.0%","19.2%","5.5%","10","14.7%","4","44.4%","50.7%","28.4%","20.9%","24.9%","50.2%","24.9%","13277"
"Juan Lagares","NYM",".309","1.76","20.4%","50.8%","28.8%","16.4%","5.5%","7","7.2%","3","37.5%","43.7%","32.2%","24.1%","21.1%","49.2%","29.6%","5384"
"Gregor Blanco","ARI",".321","1.21","22.0%","42.8%","35.2%","8.9%","5.4%","4","5.9%","2","28.6%","33.7%","38.6%","27.7%","18.1%","53.6%","28.3%","3123"
"Cliff Pennington","LAA",".333","1.00","19.4%","40.3%","40.3%","12.5%","5.4%","4","7.1%","1","33.3%","33.1%","35.2%","31.7%","16.2%","54.2%","29.6%","3395"
"Jarrod Dyson","SEA",".285","1.38","19.1%","46.9%","33.9%","13.8%","5.3%","13","10.0%","7","35.0%","39.7%","33.0%","27.3%","30.0%","54.2%","15.8%","4866"
"J.J. Hardy","BAL",".252","1.22","17.6%","45.4%","37.1%","9.2%","5.3%","4","4.3%","1","50.0%","37.2%","41.1%","21.7%","23.7%","51.2%","25.1%","3797"
"Greg Garcia","STL",".335","2.21","30.3%","48.0%","21.7%","5.3%","5.3%","3","3.6%","2","25.0%","29.5%","38.8%","31.7%","19.7%","63.4%","16.9%","10951"
"Jace Peterson","ATL",".279","1.93","12.4%","57.7%","29.9%","4.9%","4.9%","2","2.5%","1","50.0%","43.2%","30.9%","25.9%","15.8%","54.7%","29.5%","12325"
"Carlos Asuaje","SDP",".346","1.13","23.9%","40.4%","35.7%","15.9%","4.9%","4","4.3%","0","0.0%","45.6%","32.1%","22.4%","21.5%","49.8%","28.7%","15197"
"Matt Szczur","- - -",".275","0.91","18.7%","38.7%","42.7%","25.0%","4.7%","8","13.8%","1","20.0%","41.3%","31.6%","27.1%","25.8%","54.2%","20.0%","11255"
"Jeff Mathis","ARI",".309","1.18","23.2%","41.6%","35.2%","11.4%","4.5%","0","0.0%","0","0.0%","38.9%","39.7%","21.4%","16.7%","52.4%","31.0%","3448"
"Eric Sogard","MIL",".311","1.19","28.6%","38.8%","32.5%","10.4%","4.5%","1","1.3%","4","57.1%","38.0%","31.5%","30.5%","16.9%","56.8%","26.3%","7927"
"Kolten Wong","STL",".331","1.51","20.1%","48.1%","31.8%","10.9%","4.3%","10","7.2%","4","44.4%","38.3%","33.2%","28.5%","20.8%","51.0%","28.2%","12532"
"Adrian Gonzalez","LAD",".280","1.11","21.9%","41.1%","37.0%","5.6%","4.2%","4","5.1%","0","0.0%","37.0%","34.4%","28.6%","14.1%","53.6%","32.3%","1908"
"Mallex Smith","TBR",".347","1.82","22.0%","50.3%","27.7%","6.1%","4.1%","12","13.5%","5","25.0%","37.1%","24.4%","38.6%","25.9%","52.8%","21.3%","13608"
"Jose Peraza","CIN",".293","1.50","21.6%","47.1%","31.3%","13.2%","3.9%","16","8.2%","4","44.4%","32.3%","39.2%","28.5%","26.6%","52.0%","21.4%","13593"
"Austin Romine","NYY",".277","1.50","25.3%","44.8%","29.9%","5.8%","3.8%","4","5.1%","0","0.0%","26.6%","38.4%","35.0%","22.0%","50.3%","27.7%","5491"
"Ronald Torreyes","NYY",".326","1.72","17.2%","52.4%","30.4%","12.0%","3.6%","16","11.2%","1","12.5%","44.1%","31.7%","24.2%","23.5%","59.1%","17.4%","11400"
"Omar Narvaez","CHW",".330","1.53","27.7%","43.7%","28.6%","3.4%","3.4%","5","5.6%","1","20.0%","34.1%","33.2%","32.7%","20.4%","60.2%","19.4%","13338"
"Alcides Escobar","KCR",".291","1.09","21.8%","40.8%","37.4%","10.8%","3.2%","12","5.9%","5","38.5%","38.0%","33.5%","28.5%","22.8%","50.4%","26.8%","6310"
"Billy Hamilton","CIN",".313","1.50","23.6%","45.8%","30.6%","12.1%","3.0%","19","9.6%","5","20.8%","36.8%","37.3%","25.9%","25.0%","59.0%","16.0%","10199"
"Jon Jay","CHC",".368","1.97","29.0%","47.1%","23.9%","5.7%","2.9%","5","3.6%","4","36.4%","28.3%","36.5%","35.2%","11.5%","63.2%","25.3%","5227"
"Kelby Tomlinson","SFG",".327","2.06","25.2%","50.3%","24.5%","8.6%","2.9%","8","11.1%","4","40.0%","24.2%","39.2%","36.6%","24.2%","56.2%","19.6%","13005"
"Elias Diaz","PIT",".273","1.76","17.9%","52.3%","29.8%","6.7%","2.2%","2","2.5%","0","0.0%","33.1%","38.4%","28.5%","23.8%","50.3%","25.8%","11680"
"Hyun Soo Kim","- - -",".287","1.63","24.1%","47.0%","28.9%","6.3%","2.1%","2","2.6%","1","50.0%","33.9%","35.7%","30.4%","17.3%","54.8%","28.0%","18718"
"Ben Revere","LAA",".296","2.98","25.5%","55.8%","18.7%","2.0%","2.0%","7","4.7%","1","100.0%","33.6%","39.6%","26.9%","19.0%","59.3%","21.6%","4712"
"Dee Strange-Gordon","MIA",".354","2.93","22.8%","57.6%","19.6%","2.9%","1.9%","22","7.1%","18","58.1%","30.0%","36.7%","33.2%","24.7%","59.2%","16.1%","8203"
"Miguel Rojas","MIA",".324","1.81","25.3%","48.1%","26.6%","15.9%","1.6%","6","5.3%","0","0.0%","28.4%","38.7%","32.9%","27.6%","52.3%","20.2%","7802"
"Gorkys Hernandez","SFG",".331","1.51","21.6%","47.2%","31.2%","9.7%","0.0%","7","6.4%","5","50.0%","38.6%","34.4%","27.0%","22.4%","52.3%","25.3%","4146"
"Tyler Saladino","CHW",".242","1.24","16.9%","45.9%","37.2%","13.2%","0.0%","3","3.6%","0","0.0%","41.5%","30.3%","28.2%","23.9%","53.7%","22.3%","10807"
"Tony Wolters","COL",".316","2.29","21.5%","54.7%","23.8%","2.4%","0.0%","5","5.3%","1","25.0%","35.8%","37.5%","26.7%","15.9%","63.1%","21.0%","11470"
