"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Tommy La Stella","- - -","228","187","88.0","108.8","17.1","9","4.8%","53","28.3%",".281",".275",".449",".423",".355",".348","12371"
"Chris Taylor","LAD","214","131","88.0","109.6","9.1","15","11.5%","59","45.0%",".270",".272",".476",".488",".364",".371","13757"
"Carlos Santana","CLE","255","164","88.0","111.5","12.2","11","6.7%","60","36.6%",".199",".251",".350",".448",".316",".372","2396"
"Rio Ruiz","BAL","204","141","87.9","109.0","10.5","12","8.5%","55","39.0%",".222",".212",".427",".356",".303",".277","14103"
"Luis Robert","CHW","227","133","87.9","115.8","16.7","17","12.8%","53","39.8%",".233",".221",".436",".462",".316",".326","20043"
"Ben Gamel","MIL","127","75","87.9","108.2","11.5","5","6.7%","24","32.0%",".237",".267",".404",".407",".313",".330","12160"
"Jose Trevino","TEX","83","64","87.9","106.7","10.1","8","12.5%","26","40.6%",".250",".244",".434",".447",".300",".319","16725"
"Wilmer Flores","SFG","213","163","87.9","107.8","19.0","10","6.1%","56","34.4%",".268",".245",".515",".430",".347",".309","5827"
"Austin Romine","DET","135","84","87.9","111.6","7.7","4","4.8%","40","47.6%",".238",".207",".323",".296",".253",".231","5491"
"Victor Caratini","CHC","132","85","87.9","111.0","6.2","3","3.5%","31","36.5%",".241",".216",".328",".318",".297",".285","14968"
"Jose Martinez","- - -","98","61","87.9","107.0","6.2","3","4.9%","20","32.8%",".182",".218",".295",".356",".248",".288","7996"
"Adam Eaton","WSN","176","131","87.8","109.8","5.7","6","4.6%","50","38.2%",".226",".248",".384",".389",".287",".303","11205"
"Todd Frazier","- - -","172","115","87.8","108.1","20.5","6","5.2%","36","31.3%",".236",".225",".382",".370",".300",".294","785"
"Cameron Maybin","- - -","101","68","87.8","108.3","8.9","4","5.9%","24","35.3%",".247",".240",".387",".376",".302",".298","5223"
"Yoan Moncada","CHW","231","130","87.8","109.9","13.9","8","6.2%","43","33.1%",".225",".207",".385",".336",".309",".290","17232"
"Nolan Arenado","COL","201","166","87.8","108.9","19.1","9","5.4%","56","33.7%",".253",".235",".434",".392",".308",".288","9777"
"Anthony Rizzo","CHC","243","167","87.7","114.5","16.7","13","7.8%","58","34.7%",".222",".266",".414",".413",".326",".355","3473"
"Ramon Laureano","OAK","222","128","87.7","111.3","12.3","12","9.4%","44","34.4%",".213",".230",".366",".403",".315",".338","17128"
"Nick Ahmed","ARI","217","153","87.7","107.7","9.4","8","5.2%","51","33.3%",".266",".247",".402",".377",".318",".304","12147"
"Khris Davis","OAK","99","60","87.7","107.1","18.9","5","8.3%","18","30.0%",".200",".221",".329",".407",".284",".320","9112"
"Jean Segura","PHI","217","148","87.7","109.4","11.2","9","6.1%","57","38.5%",".266",".250",".422",".391",".333",".318","5933"
"Kevin Kiermaier","TBR","159","96","87.7","110.2","-0.4","6","6.3%","40","41.7%",".217",".249",".362",".377",".301",".325","11038"
"Luis Urias","MIL","120","77","87.7","107.4","2.3","1","1.3%","21","27.3%",".239",".225",".294",".292",".273",".270","16622"
"Luis Rengifo","LAA","106","66","87.6","108.0","3.8","1","1.5%","22","33.3%",".156",".184",".200",".252",".227",".259","19858"
"Jason Heyward","CHC","181","112","87.6","108.1","11.3","5","4.5%","45","40.2%",".265",".287",".456",".451",".368",".381","4940"
"Pedro Severino","BAL","178","121","87.6","111.2","9.5","9","7.4%","38","31.4%",".250",".269",".388",".430",".312",".337","14523"
"Mike Zunino","TBR","84","38","87.5","113.7","27.0","6","15.8%","14","36.8%",".147",".159",".360",".418",".261",".288","13265"
"Bryan Reynolds","PIT","208","129","87.5","110.7","10.2","13","10.1%","49","38.0%",".189",".228",".357",".403",".278",".314","19326"
"Joe Panik","TOR","141","93","87.5","105.8","9.3","1","1.1%","31","33.3%",".225",".246",".300",".348",".296",".322","11936"
"Luis Arraez","MIN","121","102","87.5","103.7","12.1","4","3.9%","31","30.4%",".321",".310",".402",".453",".335",".357","18568"
"Eddie Rosario","MIN","231","178","87.5","105.0","18.1","11","6.2%","63","35.4%",".257",".246",".476",".437",".333",".318","12155"
"Nico Hoerner","CHC","126","87","87.5","106.7","0.8","1","1.1%","31","35.6%",".222",".243",".259",".315",".265",".297","21479"
"Brian Anderson","MIA","229","135","87.4","109.5","9.6","13","9.6%","53","39.3%",".255",".227",".465",".426",".348",".324","18289"
"Keston Hiura","MIL","246","134","87.4","110.2","14.3","19","14.2%","53","39.6%",".212",".210",".410",".435",".304",".318","20003"
"Joey Votto","CIN","223","143","87.4","113.2","15.4","13","9.1%","51","35.7%",".226",".253",".446",".478",".347",".369","4314"
"Dylan Carlson","STL","119","76","87.4","108.3","9.3","7","9.2%","32","42.1%",".200",".246",".364",".441",".264",".314","20126"
"Myles Straw","HOU","86","60","87.4","102.6","15.9","1","1.7%","13","21.7%",".207",".222",".256",".322",".223",".255","17620"
"Avisail Garcia","MIL","207","132","87.4","113.3","8.7","5","3.8%","49","37.1%",".238",".244",".326",".375",".296",".317","5760"
"Cavan Biggio","TOR","265","160","87.4","103.6","16.7","8","5.0%","49","30.6%",".250",".214",".432",".343",".355",".315","19252"
"Elias Diaz","COL","73","53","87.4","110.1","12.9","6","11.3%","21","39.6%",".235",".261",".353",".396",".281",".309","11680"
"Ryan Mountcastle","BAL","140","98","87.4","108.2","10.8","7","7.1%","41","41.8%",".333",".266",".492",".430",".377",".328","18373"
"Jake Cave","MIN","123","69","87.4","106.3","8.5","3","4.3%","27","39.1%",".221",".213",".389",".332",".293",".272","14477"
"Johan Camargo","ATL","127","85","87.3","106.3","9.8","4","4.7%","28","32.9%",".200",".184",".367",".316",".262",".240","14950"
"Michael Perez","TBR","93","58","87.3","106.5","14.5","6","10.3%","19","32.8%",".167",".231",".238",".404",".217",".303","12977"
"Stephen Vogt","ARI","81","55","87.3","105.3","21.2","2","3.6%","17","30.9%",".167",".181",".278",".309",".235",".257","5000"
"Miguel Rojas","MIA","143","107","87.3","107.0","11.9","1","0.9%","33","30.8%",".304",".277",".496",".384",".379",".332","7802"
"Brandon Nimmo","NYM","225","143","87.2","106.9","7.6","11","7.7%","46","32.2%",".280",".257",".484",".430",".387",".364","12927"
"Jurickson Profar","SDP","202","155","87.2","107.7","11.0","5","3.2%","43","27.7%",".278",".282",".428",".411",".335",".338","10815"
"Jonathan Schoop","DET","177","126","87.2","114.4","8.7","7","5.6%","42","33.3%",".278",".243",".475",".389",".340",".300","11265"
"Tim Lopes","SEA","151","109","87.2","109.1","6.5","3","2.8%","43","39.4%",".238",".235",".364",".347",".279",".276","14137"
"Adam Engel","CHW","93","69","87.2","111.0","13.9","4","5.8%","22","31.9%",".295",".259",".477",".385",".347",".300","15082"
"Isiah Kiner-Falefa","TEX","228","180","87.2","106.2","0.8","4","2.2%","56","31.1%",".280",".260",".370",".340",".307",".294","16512"
"Tim Anderson","CHW","221","159","87.2","108.8","6.7","16","10.1%","57","35.8%",".322",".293",".529",".508",".376",".358","15172"
"Starling Marte","- - -","250","188","87.1","110.6","6.5","12","6.4%","57","30.3%",".281",".264",".430",".420",".333",".326","9241"
"Kevin Pillar","- - -","223","167","87.1","108.0","13.4","9","5.4%","61","36.5%",".288",".272",".462",".435",".341",".328","12434"
"Shed Long Jr.","SEA","128","80","87.1","107.5","2.6","5","6.3%","26","32.5%",".171",".175",".291",".304",".238",".248","16542"
"Alex Verdugo","BOS","221","157","87.0","109.5","5.9","10","6.4%","54","34.4%",".308",".238",".478",".369",".362",".299","17027"
"Freddy Galvis","CIN","159","111","87.0","107.7","13.6","5","4.5%","31","27.9%",".220",".220",".404",".360",".312",".301","6609"
"Austin Hays","BAL","134","99","86.9","106.9","11.0","4","4.0%","31","31.3%",".279",".245",".393",".355",".315",".292","19363"
"Charlie Blackmon","COL","247","182","86.9","109.7","13.5","9","4.9%","54","29.7%",".303",".276",".448",".426",".340",".331","7859"
"Austin Barnes","LAD","104","65","86.9","105.4","16.2","1","1.5%","23","35.4%",".244",".193",".314",".279",".306",".274","12158"
"Andrew Knapp","PHI","89","54","86.8","104.3","11.9","4","7.4%","18","33.3%",".278",".264",".444",".415",".372",".366","14942"
"Andres Gimenez","NYM","132","91","86.8","109.5","13.5","3","3.3%","24","26.4%",".263",".245",".398",".358",".321",".303","19950"
"Josh Naylor","- - -","104","86","86.8","108.8","7.8","3","3.5%","29","33.7%",".247",".275",".330",".383",".274",".309","18839"
"Ozzie Albies","ATL","124","88","86.7","106.5","17.8","8","9.1%","25","28.4%",".271",".240",".466",".417",".329",".299","16556"
"Matt Joyce","MIA","148","87","86.7","106.2","12.5","3","3.4%","28","32.2%",".252",".227",".331",".337",".310",".310","3353"
"Joey Wendle","TBR","184","134","86.7","104.9","5.2","5","3.7%","43","32.1%",".286",".256",".435",".375",".335",".304","13853"
"Maikel Franco","KCR","243","189","86.7","112.5","8.5","11","5.8%","73","38.6%",".278",".256",".457",".398",".329",".307","12179"
"Jose Altuve","HOU","210","153","86.7","106.9","9.3","7","4.6%","51","33.3%",".219",".230",".344",".349",".278",".288","5417"
"Jorge Polanco","MIN","226","177","86.6","109.2","16.1","5","2.8%","58","32.8%",".258",".263",".354",".381",".289",".304","13152"
"Adam Haseley","PHI","92","66","86.6","105.7","0.3","1","1.5%","21","31.8%",".278",".267",".342",".340",".305",".303","19878"
"Jonathan Villar","- - -","207","134","86.6","111.1","1.6","2","1.5%","47","35.1%",".232",".216",".292",".287",".266",".261","10071"
"Jon Berti","MIA","149","86","86.6","109.9","7.2","3","3.5%","29","33.7%",".258",".241",".350",".316",".337",".323","12037"
"Tyler Wade","NYY","105","68","86.6","105.5","13.5","1","1.5%","19","27.9%",".170",".242",".307",".326",".271",".310","15730"
"Jeff McNeil","NYM","209","162","86.6","106.2","11.5","4","2.5%","43","26.5%",".311",".277",".454",".407",".360",".337","15362"
"Tommy Edman","STL","227","158","86.5","109.0","8.2","6","3.8%","53","33.5%",".250",".266",".368",".367",".302",".315","19470"
"Amed Rosario","NYM","147","109","86.5","107.8","4.2","4","3.7%","36","33.0%",".252",".233",".371",".340",".277",".261","15518"
"Isaac Paredes","DET","108","76","86.5","107.3","7.5","0","0.0%","20","26.3%",".220",".212",".290",".273",".255",".247","20036"
"Kolten Wong","STL","208","154","86.5","103.7","10.8","1","0.6%","41","26.6%",".265",".235",".326",".306",".305",".286","12532"
"Andrelton Simmons","LAA","127","102","86.5","105.8","6.0","0","0.0%","31","30.4%",".297",".238",".356",".281",".313",".262","10847"
"Hunter Dozier","KCR","186","110","86.4","110.3","17.0","9","8.2%","34","30.9%",".228",".235",".392",".385",".326",".331","15117"
"Garrett Hampson","COL","184","111","86.3","105.6","14.4","9","8.1%","25","22.5%",".234",".230",".383",".391",".290",".297","19262"
"Ronald Guzman","TEX","86","54","86.3","110.8","6.0","4","7.4%","18","33.3%",".244",".237",".436",".419",".323",".318","14388"
"Carson Kelly","ARI","129","93","86.3","105.4","16.7","4","4.3%","32","34.4%",".221",".222",".385",".355",".279",".270","13620"
"Renato Nunez","BAL","216","132","86.3","110.3","21.1","16","12.1%","48","36.4%",".256",".227",".492",".431",".347",".315","14503"
"Daulton Varsho","ARI","115","68","86.2","109.5","18.4","3","4.4%","26","38.2%",".188",".196",".366",".347",".287",".288","19918"
"Jose Iglesias","BAL","150","126","86.2","110.2","7.6","4","3.2%","45","35.7%",".373",".359",".556",".502",".407",".387","10231"
"Danny Mendick","CHW","114","83","86.2","107.7","7.4","2","2.4%","26","31.3%",".243",".222",".383",".311",".285",".257","18889"
"Mauricio Dubon","SFG","177","125","86.2","106.3","16.7","5","4.0%","38","30.4%",".274",".256",".389",".402",".318",".319","16530"
"Marcus Semien","OAK","236","161","86.2","108.0","19.3","8","5.0%","46","28.6%",".223",".209",".374",".352",".299",".287","12533"
"Jason Kipnis","CHC","135","75","86.2","107.0","18.2","7","9.3%","23","30.7%",".237",".180",".404",".332",".326",".282","9776"
"Abraham Toro","HOU","97","64","86.1","107.9","7.5","2","3.1%","18","28.1%",".149",".220",".276",".326",".234",".284","19844"
"Martin Maldonado","HOU","165","86","86.1","106.7","19.0","7","8.1%","23","26.7%",".215",".202",".378",".357",".326",".316","6887"
"Whit Merrifield","KCR","265","216","86.1","105.8","15.8","11","5.1%","59","27.3%",".282",".292",".440",".439",".329",".336","11281"
"Kris Bryant","CHC","147","91","86.1","108.8","20.7","5","5.5%","29","31.9%",".206",".202",".351",".348",".285",".284","15429"
"Harrison Bader","STL","125","67","86.0","107.9","15.7","8","11.9%","24","35.8%",".226",".199",".443",".422",".337",".327","18030"
"Josh Rojas","ARI","70","47","86.0","104.2","5.4","0","0.0%","13","27.7%",".180",".218",".180",".295",".209",".277","19734"
"Rougned Odor","TEX","148","93","86.0","110.6","20.7","11","11.8%","30","32.3%",".167",".195",".413",".423",".259",".282","12282"
"Roberto Perez","CLE","110","59","86.0","109.0","-2.5","2","3.4%","18","30.5%",".165",".198",".216",".281",".228",".267","2900"
"Josh Reddick","HOU","210","148","85.9","106.7","18.9","7","4.7%","43","29.1%",".245",".246",".378",".360",".304",".303","3892"
"Ehire Adrianza","MIN","101","66","85.9","103.1","16.0","2","3.0%","16","24.2%",".191",".204",".270",".312",".257",".279","8418"
"David Dahl","COL","99","66","85.9","103.6","16.9","2","3.0%","15","22.7%",".183",".202",".247",".289",".208",".234","13744"
"Roman Quinn","PHI","116","70","85.8","108.3","9.7","2","2.9%","18","25.7%",".213",".210",".315",".282",".254",".245","13546"
"J.P. Crawford","SEA","232","167","85.8","110.1","11.4","3","1.8%","52","31.1%",".255",".257",".338",".360",".303",".318","15491"
"Tony Kemp","OAK","114","82","85.8","99.8","18.8","1","1.2%","13","15.9%",".247",".256",".301",".349",".307",".329","14894"
"Ty France","- - -","155","104","85.7","108.2","14.8","9","8.7%","31","29.8%",".305",".285",".468",".484",".362",".360","17982"
"Corey Dickerson","MIA","210","160","85.7","108.8","11.1","9","5.6%","49","30.6%",".258",".248",".402",".396",".308",".305","10762"
"Christin Stewart","DET","99","62","85.7","105.5","24.5","7","11.3%","18","29.0%",".167",".208",".300",".365",".230",".274","17714"
"Tim Locastro","ARI","82","56","85.6","108.1","17.3","1","1.8%","12","21.4%",".290",".271",".464",".377",".376",".344","15124"
"Jonathan Arauz","BOS","80","51","85.6","106.6","9.4","0","0.0%","13","25.5%",".250",".292",".319",".357",".291",".325","20275"
"Domingo Santana","CLE","84","45","85.5","113.3","5.4","3","6.7%","15","33.3%",".157",".193",".286",".345",".271",".307","10348"
"Kevin Newman","PIT","172","138","85.5","104.7","8.7","1","0.7%","38","27.5%",".224",".253",".276",".337",".251",".290","17696"
"Adam Frazier","PIT","230","175","85.5","107.5","12.3","7","4.0%","44","25.1%",".230",".251",".364",".378",".291",".309","15223"
"Derek Dietrich","TEX","75","40","85.4","107.3","12.6","5","12.5%","14","35.0%",".197",".239",".459",".476",".351",".376","10542"
"Edwin Encarnacion","CHW","181","107","85.4","112.9","22.8","14","13.1%","35","32.7%",".157",".161",".377",".366",".272",".277","2151"
"Phillip Ervin","- - -","89","52","85.4","104.8","16.0","0","0.0%","13","25.0%",".149",".166",".189",".198",".239",".251","14738"
"Jose Peraza","BOS","120","94","85.4","107.4","20.0","4","4.3%","26","27.7%",".225",".241",".342",".360",".270",".291","13593"
"Tucker Barnhart","CIN","110","70","85.4","104.9","19.7","5","7.1%","13","18.6%",".204",".226",".388",".408",".296",".315","10200"
"Willi Castro","DET","140","94","85.3","109.6","11.3","9","9.6%","30","31.9%",".349",".307",".550",".512",".393",".368","17338"
"Matt Kemp","COL","132","76","85.3","109.6","11.9","6","7.9%","22","28.9%",".239",".226",".419",".430",".322",".321","5631"
"Phil Gosselin","PHI","102","65","85.3","110.0","13.8","4","6.2%","19","29.2%",".250",".238",".402",".359",".313",".295","10953"
"Raimel Tapia","COL","206","152","85.3","107.2","1.8","3","2.0%","45","29.6%",".321",".244",".402",".325",".338",".285","14350"
"Scott Kingery","PHI","124","79","85.3","105.8","16.9","8","10.1%","24","30.4%",".159",".221",".283",".404",".227",".302","17975"
"Daniel Murphy","COL","132","104","85.2","109.6","15.5","5","4.8%","27","26.0%",".236",".238",".333",".345",".259",".267","4316"
"Danny Jansen","TOR","147","93","85.1","109.3","16.4","8","8.6%","33","35.5%",".183",".251",".358",".445",".300",".358","16535"
"Shogo Akiyama","CIN","183","122","85.1","104.0","2.9","1","0.8%","31","25.4%",".245",".244",".297",".326",".304",".315","27461"
"Carter Kieboom","WSN","122","67","85.1","104.9","11.9","0","0.0%","14","20.9%",".202",".180",".212",".220",".275",".274","19958"
"Nicky Lopez","KCR","192","131","84.9","104.6","1.4","2","1.5%","35","26.7%",".201",".238",".266",".308",".254",".287","19339"
"Sandy Leon","CLE","81","45","84.9","108.1","17.9","2","4.4%","13","28.9%",".136",".181",".242",".314",".259",".301","5273"
"Mike Tauchman","NYY","111","70","84.9","111.8","10.6","1","1.4%","17","24.3%",".242",".253",".305",".324",".286",".300","15274"
"Yadier Molina","STL","156","126","84.7","104.2","12.3","3","2.4%","32","25.4%",".262",".254",".359",".385",".290",".298","7007"
"David Fletcher","LAA","230","185","84.7","107.0","4.1","1","0.5%","33","17.8%",".319",".292",".425",".351",".350",".316","17992"
"Robinson Chirinos","- - -","82","54","84.5","105.4","13.7","1","1.9%","13","24.1%",".162",".168",".243",".257",".216",".231","3142"
"Dexter Fowler","STL","101","62","84.5","106.9","11.2","3","4.8%","17","27.4%",".233",".214",".389",".351",".310",".292","4062"
"Eric Sogard","MIL","128","96","84.4","104.6","15.2","0","0.0%","14","14.6%",".209",".256",".278",".312",".254",".290","7927"
"Tony Wolters","COL","109","72","84.1","102.4","8.2","0","0.0%","15","20.8%",".230",".265",".270",".346",".249",".294","11470"
"Delino DeShields","CLE","120","82","84.0","102.8","5.8","1","1.2%","16","19.5%",".252",".225",".318",".303",".280",".267","11379"
"Joshua Fuentes","COL","103","71","84.0","103.9","10.6","1","1.4%","17","23.9%",".306",".254",".439",".341",".323",".270","16885"
"Brock Holt","- - -","106","72","84.0","101.5","10.5","1","1.4%","13","18.1%",".211",".225",".274",".291",".253",".269","9345"
"Nick Madrigal","CHW","109","96","84.0","112.0","4.1","0","0.0%","20","20.8%",".340",".302",".369",".355",".332",".314","20521"
"Kurt Suzuki","WSN","129","95","83.9","104.0","18.0","3","3.2%","23","24.2%",".270",".243",".396",".348",".326",".308","8259"
"Didi Gregorius","PHI","237","190","83.8","104.7","17.9","8","4.2%","53","27.9%",".284",".263",".488",".396",".348",".311","6012"
"Josh Harrison","WSN","91","69","83.8","103.2","15.4","3","4.3%","16","23.2%",".278",".302",".418",".454",".335",".362","8202"
"Jordan Luplow","CLE","92","60","83.5","107.5","24.7","4","6.7%","15","25.0%",".192",".199",".359",".362",".293",".300","16424"
"Luis Garcia","WSN","139","105","83.5","111.1","-3.6","5","4.8%","31","29.5%",".276",".267",".366",".377",".291",".296","20391"
"Greg Garcia","SDP","71","46","83.4","102.4","11.0","0","0.0%","5","10.9%",".200",".196",".250",".231",".243",".242","10951"
"Cole Tucker","PIT","116","80","83.1","104.9","13.3","2","2.5%","20","25.0%",".220",".192",".275",".253",".233",".215","17326"
"Jorge Bonifacio","DET","94","61","82.9","106.9","18.3","2","3.3%","17","27.9%",".221",".203",".326",".301",".266",".255","12174"
"Alex Gordon","KCR","184","126","82.8","112.3","11.6","4","3.2%","32","25.4%",".209",".230",".307",".352",".275",".301","5209"
"Edward Olivares","- - -","101","72","82.7","109.7","7.5","4","5.6%","20","27.8%",".240",".260",".375",".366",".275",".286","19698"
"Andrew Velazquez","BAL","77","44","82.4","108.4","6.7","2","4.5%","7","15.9%",".159",".155",".206",".234",".231",".242","14196"
"Hanser Alberto","BAL","231","193","82.3","103.8","13.2","2","1.0%","39","20.2%",".283",".247",".393",".319",".301",".261","11902"
"Victor Robles","WSN","189","118","82.2","109.2","19.0","2","1.7%","26","22.0%",".220",".205",".315",".280",".273",".262","18363"
"Omar Narvaez","MIL","126","69","81.6","105.5","18.7","5","7.2%","15","21.7%",".176",".172",".269",".294",".262",".269","13338"
"Dee Strange-Gordon","SEA","82","62","79.2","96.0","14.1","0","0.0%","3","4.8%",".200",".232",".213",".266",".226",".262","8203"
"Ender Inciarte","ATL","131","94","78.2","98.5","8.4","1","1.1%","5","5.3%",".190",".211",".250",".261",".233",".253","4922"
