"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Eugenio Suarez","SEA","629","352","89.8","111.4","19.9","52","14.8%","153","43.5%",".236",".220",".459",".454",".344",".339","12552"
"Luke Voit","- - -","568","327","89.8","111.3","18.4","48","14.7%","145","44.3%",".226",".222",".402",".434",".311",".322","14811"
"Pete Alonso","NYM","685","478","89.8","116.5","18.2","59","12.3%","213","44.6%",".271",".262",".518",".489",".366",".354","19251"
"Tyler O'Neill","STL","383","238","89.8","110.3","13.6","27","11.3%","103","43.3%",".228",".240",".392",".423",".307",".331","15711"
"Joey Votto","CIN","376","225","89.7","111.9","14.2","25","11.1%","92","40.9%",".205",".218",".370",".390",".310",".322","4314"
"Franchy Cordero","BOS","275","154","89.7","117.9","12.7","19","12.3%","70","45.5%",".219",".228",".397",".402",".304",".313","14567"
"Kyle Isbel","KCR","278","184","89.7","111.2","10.6","9","4.9%","82","44.6%",".211",".220",".340",".323",".265",".266","21614"
"Bobby Witt Jr.","KCR","632","461","89.7","113.7","16.8","40","8.7%","178","38.6%",".254",".252",".428",".427",".311",".313","25764"
"Ian Happ","CHC","641","428","89.7","113.9","10.9","28","6.5%","172","40.2%",".271",".239",".440",".379",".339",".306","17919"
"Christopher Morel","CHC","425","247","89.6","112.9","9.1","33","13.4%","98","39.7%",".235",".233",".433",".435",".322",".324","21897"
"Jonathan Villar","- - -","220","146","89.6","109.5","-0.7","4","2.7%","58","39.7%",".208",".208",".302",".283",".250",".247","10071"
"Seiya Suzuki","CHC","446","290","89.6","111.3","11.2","32","11.0%","117","40.3%",".262",".247",".433",".419",".334",".327","30116"
"Joey Gallo","- - -","410","188","89.6","113.0","23.8","33","17.6%","95","50.5%",".160",".169",".357",".373",".286",".295","14128"
"Garrett Cooper","MIA","469","300","89.6","112.6","8.8","32","10.7%","130","43.3%",".261",".260",".415",".436",".330",".341","15279"
"Jesus Sanchez","MIA","343","222","89.5","114.7","11.0","22","9.9%","90","40.5%",".214",".226",".403",".383",".298",".298","19913"
"Trey Mancini","- - -","587","389","89.5","111.8","12.7","37","9.5%","156","40.1%",".239",".245",".391",".410",".312",".327","15149"
"Manuel Margot","TBR","363","269","89.5","110.4","10.2","10","3.7%","102","37.9%",".274",".264",".375",".357",".308",".299","14712"
"Michael Harris II","ATL","441","308","89.5","112.8","4.5","31","10.1%","139","45.1%",".297",".268",".514",".460",".368",".335","25931"
"Riley Greene","DET","418","259","89.5","112.1","2.8","24","9.3%","117","45.2%",".253",".246",".362",".388",".303",".316","25976"
"Justin Turner","LAD","532","387","89.5","108.9","18.4","31","8.0%","157","40.6%",".278",".267",".438",".427",".343",".339","5235"
"Brandon Lowe","TBR","266","175","89.4","112.2","16.6","18","10.3%","68","38.9%",".221",".237",".383",".401",".306",".320","18882"
"Cristian Pache","OAK","260","174","89.4","108.6","3.8","6","3.4%","71","40.8%",".166",".228",".241",".300",".207",".259","19948"
"Ramon Urias","BAL","445","312","89.4","110.0","11.0","30","9.6%","145","46.5%",".248",".250",".414",".420",".313",".320","18795"
"Victor Caratini","MIL","314","207","89.4","112.8","6.6","13","6.3%","90","43.5%",".199",".233",".342",".350",".289",".309","14968"
"Austin Nola","SDP","397","297","89.4","109.1","12.0","7","2.4%","117","39.4%",".251",".256",".329",".351",".290",".305","15941"
"Jorge Alfaro","SDP","274","161","89.4","115.2","8.0","18","11.2%","62","38.5%",".246",".238",".383",".397",".291",".295","12180"
"Cody Bellinger","LAD","550","360","89.4","107.3","20.3","30","8.3%","137","38.1%",".210",".213",".389",".354",".284",".278","15998"
"Anthony Rizzo","NYY","548","366","89.4","113.3","19.3","40","10.9%","149","40.7%",".224",".239",".480",".454",".352",".349","3473"
"Brandon Nimmo","NYM","673","470","89.4","111.9","6.1","33","7.0%","187","39.8%",".274",".261",".433",".409",".353",".342","12927"
"Josh Naylor","CLE","498","374","89.4","113.0","10.3","32","8.6%","159","42.5%",".256",".257",".452",".430",".331",".327","18839"
"Daniel Vogelbach","- - -","461","273","89.4","110.9","15.8","29","10.6%","109","39.9%",".238",".236",".433",".428",".349",".350","14130"
"Leody Taveras","TEX","341","230","89.4","112.9","12.0","10","4.3%","83","36.1%",".261",".230",".366",".322",".297",".270","18900"
"Marcell Ozuna","ATL","507","352","89.4","113.9","16.5","46","13.1%","154","43.8%",".226",".256",".413",".478",".298",".337","10324"
"Jose Miranda","MIN","483","354","89.3","109.4","13.8","22","6.2%","149","42.1%",".268",".253",".426",".410",".329",".317","20538"
"Jonah Heim","TEX","450","321","89.3","112.4","16.9","22","6.9%","127","39.6%",".227",".224",".399",".361",".306",".291","16930"
"Vimael Machin","OAK","253","179","89.3","108.5","10.2","7","3.9%","70","39.1%",".220",".243",".287",".343",".268",".301","17684"
"Luis Robert","CHW","401","304","89.3","117.8","10.0","27","8.9%","129","42.4%",".284",".272",".426",".449",".324",".327","20043"
"Francisco Lindor","NYM","706","504","89.3","110.7","13.8","42","8.3%","207","41.1%",".270",".254",".449",".427",".342",".331","12916"
"Nick Fortes","MIA","240","172","89.3","108.4","15.4","12","7.0%","65","37.8%",".230",".249",".392",".398",".308",".319","21538"
"Jarren Duran","BOS","223","142","89.3","110.4","7.6","11","7.7%","53","37.3%",".221",".219",".363",".353",".284",".282","24617"
"Nolan Gorman","STL","313","180","89.2","110.6","20.0","26","14.4%","78","43.3%",".226",".239",".420",".476",".316",".341","22263"
"Nelson Velazquez","CHC","206","120","89.2","111.2","12.3","16","13.3%","50","41.7%",".205",".209",".373",".399",".291",".305","23359"
"Darin Ruf","- - -","388","232","89.2","112.1","14.8","20","8.6%","94","40.5%",".204",".219",".338",".371",".291",".310","9929"
"Seth Brown","OAK","555","355","89.2","112.9","15.8","46","13.0%","145","40.8%",".230",".251",".444",".454",".323",".338","18171"
"Brandon Marsh","- - -","461","272","89.2","109.0","10.9","20","7.4%","104","38.2%",".245",".226",".384",".372",".296",".287","20202"
"Andrew Benintendi","- - -","521","390","89.2","109.8","12.6","20","5.1%","150","38.5%",".304",".273",".399",".407",".342",".334","17901"
"DJ LeMahieu","NYY","541","399","89.2","110.9","3.0","21","5.3%","162","40.6%",".261",".274",".377",".403",".329",".344","9874"
"Diego Castillo","PIT","283","191","89.1","109.6","14.6","19","9.9%","73","38.2%",".206",".224",".382",".389",".272",".292","19906"
"Sheldon Neuse","OAK","293","191","89.1","108.3","1.5","6","3.1%","73","38.2%",".214",".212",".288",".291",".253",".254","19635"
"J.D. Martinez","BOS","596","394","89.1","111.6","14.1","49","12.4%","163","41.4%",".274",".260",".448",".471",".343",".349","6184"
"Max Kepler","MIN","446","326","89.1","113.9","11.1","23","7.1%","130","39.9%",".227",".266",".348",".412",".298",".338","12144"
"Alex Verdugo","BOS","644","513","89.1","111.0","8.4","31","6.0%","194","37.8%",".280",".278",".405",".428",".319",".329","17027"
"Brandon Drury","- - -","568","396","89.1","112.4","13.8","41","10.4%","165","41.7%",".263",".242",".492",".420",".350",".316","11615"
"Andrew McCutchen","MIL","580","395","89.1","110.6","13.2","34","8.6%","158","40.0%",".237",".252",".384",".406",".309",".325","9847"
"Austin Slater","SFG","325","190","89.0","109.4","6.6","20","10.5%","75","39.5%",".264",".259",".408",".429",".344",".351","16153"
"Jorge Polanco","MIN","445","284","89.0","111.0","21.7","29","10.2%","109","38.4%",".235",".248",".405",".451",".333",".358","13152"
"Trevor Story","BOS","396","239","88.9","113.4","17.8","27","11.3%","97","40.6%",".238",".221",".434",".397",".316",".301","12564"
"Luis Arraez","MIN","603","507","88.9","107.3","12.9","18","3.6%","153","30.2%",".316",".288",".420",".408",".350",".333","18568"
"Willy Adames","MIL","617","401","88.9","110.6","18.9","52","13.0%","174","43.4%",".238",".238",".458",".451",".325",".323","15986"
"Mitch Garver","TEX","215","137","88.9","111.4","18.4","12","8.8%","53","38.7%",".207",".222",".404",".405",".308",".319","15161"
"Trea Turner","LAD","708","529","88.9","112.5","10.2","40","7.6%","219","41.4%",".298",".276",".466",".432",".350",".335","16252"
"Alex Bregman","HOU","656","481","88.9","109.2","19.5","35","7.3%","181","37.6%",".259",".257",".454",".416",".358",".350","17678"
"Christian Arroyo","BOS","300","235","88.9","112.2","9.1","15","6.4%","99","42.1%",".286",".292",".414",".430",".319",".330","16434"
"Gio Urshela","MIN","551","412","88.9","110.3","11.8","29","7.0%","155","37.6%",".285",".268",".429",".416",".332",".323","10681"
"Josh Bell","- - -","647","459","88.9","112.2","8.3","33","7.2%","186","40.5%",".266",".273",".422",".424",".344",".349","13145"
"Cedric Mullins II","BAL","672","490","88.8","109.4","17.4","24","4.9%","180","36.7%",".258",".232",".403",".349",".315",".288","17929"
"Ben Gamel","PIT","423","274","88.8","109.2","11.3","17","6.2%","102","37.2%",".232",".244",".369",".372",".308",".316","12160"
"Josh Rojas","ARI","510","355","88.8","109.1","11.9","16","4.5%","128","36.1%",".269",".242",".391",".365",".326",".308","19734"
"Yadiel Hernandez","WSN","327","233","88.8","108.0","3.5","20","8.6%","98","42.1%",".269",".244",".410",".407",".315",".310","19334"
"Seby Zavala","CHW","205","119","88.8","105.8","22.7","11","9.2%","44","37.0%",".270",".207",".382",".326",".323",".283","18887"
"A.J. Pollock","CHW","527","395","88.8","110.8","11.8","37","9.4%","166","42.0%",".245",".258",".389",".419",".297",".317","9256"
"George Springer","TOR","583","422","88.7","113.6","13.9","35","8.3%","177","41.9%",".267",".265",".472",".438",".352",".342","12856"
"Sean Murphy","OAK","612","419","88.7","114.0","11.5","44","10.5%","172","41.1%",".250",".255",".426",".439",".331",".344","19352"
"Brian Anderson","MIA","383","238","88.7","112.0","7.7","23","9.7%","100","42.0%",".222",".229",".346",".379",".293",".309","18289"
"Nolan Arenado","STL","620","489","88.7","111.4","21.7","40","8.2%","190","38.9%",".293",".265",".533",".445",".381",".339","9777"
"Ramon Laureano","OAK","383","242","88.7","110.2","14.9","28","11.6%","93","38.4%",".211",".219",".376",".402",".294",".307","17128"
"Avisail Garcia","MIA","380","250","88.7","116.8","2.8","16","6.4%","112","44.8%",".224",".230",".317",".366",".258",".281","5760"
"Yoan Moncada","CHW","433","285","88.7","111.5","15.7","28","9.8%","106","37.2%",".212",".220",".353",".375",".275",".289","17232"
"Tommy Edman","STL","630","468","88.6","112.8","8.7","29","6.2%","176","37.6%",".265",".258",".400",".380",".318",".308","19470"
"Oscar Gonzalez","CLE","382","289","88.6","113.3","5.4","21","7.3%","115","39.8%",".296",".279",".461",".422",".339",".320","20970"
"Gavin Sheets","CHW","410","294","88.6","109.7","14.8","19","6.5%","106","36.1%",".241",".224",".411",".359",".308",".283","19901"
"Jace Peterson","MIL","328","208","88.6","108.8","9.7","15","7.2%","75","36.1%",".236",".235",".382",".366",".306",".303","12325"
"Max Stassi","LAA","375","223","88.6","107.5","9.5","21","9.4%","86","38.6%",".180",".180",".303",".325",".258",".266","10059"
"C.J. Cron","COL","632","417","88.6","115.5","14.1","45","10.8%","176","42.2%",".257",".244",".468",".438",".335",".321","12546"
"Wil Myers","SDP","286","178","88.5","109.4","13.0","13","7.3%","67","37.6%",".261",".225",".398",".373",".311",".288","10047"
"Hunter Dozier","KCR","500","338","88.5","110.7","13.1","26","7.7%","129","38.2%",".236",".241",".387",".387",".298",".301","15117"
"Travis d'Arnaud","ATL","426","306","88.5","112.3","11.8","26","8.5%","118","38.6%",".268",".247",".472",".412",".343",".313","7739"
"Brett Phillips","- - -","225","112","88.5","107.8","22.8","5","4.5%","32","28.6%",".144",".156",".249",".244",".213",".220","14735"
"Harold Ramirez","TBR","435","335","88.5","113.7","4.8","16","4.8%","137","40.9%",".300",".280",".404",".387",".327",".314","14387"
"Amed Rosario","CLE","670","530","88.4","115.8","5.0","24","4.5%","204","38.5%",".283",".276",".403",".396",".311",".310","15518"
"Martin Maldonado","HOU","379","234","88.4","109.2","14.7","19","8.1%","94","40.2%",".186",".181",".352",".325",".264",".253","6887"
"Brandon Belt","SFG","298","174","88.4","108.3","23.4","22","12.6%","67","38.5%",".213",".215",".350",".412",".303",".326","10264"
"Elias Diaz","COL","381","272","88.4","111.8","11.1","16","5.9%","107","39.3%",".228",".222",".368",".339",".284",".274","11680"
"Eric Hosmer","- - -","419","317","88.4","112.9","3.1","18","5.7%","126","39.7%",".268",".258",".382",".379",".313",".311","3516"
"Donovan Solano","CIN","304","219","88.3","107.3","10.7","13","5.9%","87","39.7%",".284",".268",".385",".393",".319",".315","8623"
"Adam Duvall","ATL","315","188","88.3","110.1","23.4","24","12.8%","76","40.4%",".213",".209",".401",".395",".295",".293","10950"
"Jack Suwinski","PIT","372","213","88.3","112.4","14.3","26","12.2%","85","39.9%",".202",".204",".411",".393",".311",".307","22244"
"Eduardo Escobar","NYM","542","372","88.3","111.5","20.6","35","9.4%","139","37.4%",".240",".243",".430",".427",".311",".314","6153"
"Jose Azocar","SDP","216","160","88.3","108.2","9.4","4","2.5%","48","30.0%",".257",".241",".332",".317",".278",".272","18821"
"Trent Grisham","SDP","524","310","88.3","111.1","15.1","25","8.1%","110","35.5%",".184",".204",".341",".354",".280",".295","18564"
"Yuli Gurriel","HOU","584","475","88.2","109.6","14.6","9","1.9%","168","35.4%",".242",".240",".360",".319",".285",".271","19198"
"Tim Anderson","CHW","351","277","88.2","108.7","3.3","16","5.8%","114","41.2%",".301",".302",".395",".438",".323",".340","15172"
"Ryan Jeffers","MIN","236","151","88.2","113.2","18.2","20","13.2%","64","42.4%",".208",".218",".363",".424",".287",".315","24618"
"Xander Bogaerts","BOS","631","446","88.1","113.0","10.2","29","6.5%","176","39.5%",".307",".259",".456",".383",".363",".323","12161"
"Chas McCormick","HOU","407","254","88.1","109.9","12.8","26","10.2%","99","39.0%",".245",".232",".407",".414",".326",".325","19599"
"Frank Schwindel","CHC","292","215","88.1","109.3","10.2","10","4.7%","76","35.3%",".229",".230",".358",".351",".278",".278","15351"
"Bryson Stott","PHI","466","340","88.1","108.4","13.1","15","4.4%","123","36.2%",".234",".237",".358",".340",".289",".284","26294"
"Brandon Crawford","SFG","458","313","88.1","109.0","12.3","21","6.7%","108","34.5%",".231",".217",".344",".339",".289",".287","5343"
"Jeremy Pena","HOU","558","395","88.1","110.5","8.7","38","9.6%","143","36.2%",".253",".248",".426",".397",".309",".300","21636"
"Marwin Gonzalez","NYY","207","135","88.0","107.0","19.4","8","5.9%","50","37.0%",".185",".217",".321",".345",".257",".282","5497"
"Jon Berti","MIA","404","270","88.0","109.1","4.7","16","5.9%","99","36.7%",".240",".236",".338",".358",".298",".306","12037"
"Andrew Velazquez","LAA","349","212","88.0","109.1","8.2","14","6.6%","71","33.5%",".196",".202",".304",".312",".239",".246","14196"
"Tyrone Taylor","MIL","405","274","88.0","109.3","16.9","27","9.9%","103","37.6%",".233",".236",".442",".412",".314",".307","13675"
"Gavin Lux","LAD","471","329","88.0","108.1","6.8","20","6.1%","131","39.8%",".276",".247",".399",".372",".328",".314","19955"
"Keibert Ruiz","WSN","433","347","88.0","109.4","14.9","13","3.7%","112","32.3%",".251",".277",".360",".403",".299",".328","19610"
"Adam Engel","CHW","260","169","87.9","111.2","15.0","3","1.8%","55","32.5%",".224",".219",".310",".287",".256",".246","15082"
"Elvis Andrus","- - -","577","443","87.9","109.9","11.9","20","4.5%","153","34.5%",".249",".245",".404",".360",".310",".293","8709"
"Christian Vazquez","- - -","426","332","87.9","109.5","10.7","17","5.1%","121","36.4%",".274",".262",".399",".375",".312",".301","9774"
"Jose Trevino","NYY","353","274","87.9","109.4","13.0","14","5.1%","96","35.0%",".248",".239",".388",".364",".293",".281","16725"
"Cavan Biggio","TOR","303","174","87.9","107.6","19.6","12","6.9%","57","32.8%",".202",".193",".350",".319",".302",".288","19252"
"Adley Rutschman","BAL","470","315","87.9","110.9","15.6","25","7.9%","116","36.8%",".254",".248",".445",".411",".354",".342","26288"
"Victor Reyes","DET","336","242","87.9","110.9","10.9","12","5.0%","89","36.8%",".254",".261",".362",".368",".284",".292","15487"
"Pavin Smith","ARI","277","181","87.9","109.2","15.2","18","9.9%","65","35.9%",".220",".216",".367",".379",".294",".304","19892"
"Javier Baez","DET","590","411","87.9","112.1","9.6","33","8.0%","156","38.0%",".238",".230",".393",".378",".291",".285","12979"
"Aaron Hicks","NYY","453","278","87.9","109.6","14.8","16","5.8%","92","33.1%",".216",".218",".313",".336",".292",".303","5297"
"Kevin Kiermaier","TBR","221","145","87.9","109.9","5.3","10","6.9%","56","38.6%",".228",".250",".369",".388",".286",".305","11038"
"Rougned Odor","BAL","472","321","87.8","109.7","21.5","21","6.5%","107","33.3%",".207",".207",".357",".339",".278",".277","12282"
"Andres Gimenez","CLE","557","386","87.8","109.9","11.7","24","6.2%","145","37.6%",".297",".257",".466",".400",".364",".326","19950"
"Wilmer Flores","SFG","602","429","87.8","108.3","20.7","27","6.3%","151","35.2%",".229",".233",".394",".370",".312",".310","5827"
"Enrique Hernandez","BOS","402","294","87.8","112.3","17.1","17","5.8%","103","35.0%",".222",".238",".338",".356",".280",".296","10472"
"Jesus Aguilar","- - -","507","356","87.8","108.1","18.9","24","6.7%","126","35.4%",".235",".240",".379",".393",".288",".298","11342"
"Brendan Donovan","STL","468","324","87.7","107.0","6.0","11","3.4%","122","37.7%",".281",".266",".379",".365",".349",".339","24679"
"Eric Haase","DET","351","229","87.7","109.9","17.0","20","8.7%","97","42.4%",".254",".239",".443",".399",".322",".302","14111"
"Daulton Varsho","ARI","592","394","87.7","110.3","14.9","40","10.2%","139","35.3%",".235",".214",".443",".389",".323",".298","19918"
"LaMonte Wade Jr.","SFG","251","169","87.7","109.3","21.1","16","9.5%","57","33.7%",".207",".221",".359",".407",".298",".321","18126"
"Corey Dickerson","STL","297","235","87.7","112.1","10.6","9","3.8%","76","32.3%",".267",".263",".399",".371",".303",".292","10762"
"Eddie Rosario","ATL","270","185","87.7","107.3","15.2","10","5.4%","61","33.0%",".212",".200",".328",".318",".258",".250","12155"
"Austin Hays","BAL","582","424","87.7","109.0","11.3","22","5.2%","160","37.7%",".250",".240",".413",".372",".314",".298","19363"
"Carson Kelly","ARI","354","250","87.7","109.4","14.7","13","5.2%","92","36.8%",".211",".225",".334",".345",".275",".288","13620"
"Jesse Winker","SEA","547","356","87.7","110.0","16.8","27","7.6%","122","34.3%",".219",".249",".344",".403",".313",".345","13590"
"Mark Canha","NYM","542","369","87.7","108.0","10.9","18","4.9%","134","36.3%",".266",".245",".403",".362",".343",".323","11445"
"Jose Ramirez","CLE","685","528","87.7","114.2","20.7","35","6.6%","193","36.6%",".280",".255",".514",".408",".363",".320","13510"
"Raimel Tapia","TOR","433","336","87.6","111.7","4.0","17","5.1%","126","37.5%",".265",".256",".380",".366",".293",".286","14350"
"Mike Moustakas","CIN","285","180","87.6","111.7","19.4","11","6.1%","61","33.9%",".214",".195",".345",".307",".286",".270","4892"
"Jackie Bradley Jr.","- - -","370","269","87.6","107.6","7.4","13","4.8%","100","37.2%",".203",".223",".311",".330",".252",".268","12984"
"Ty France","SEA","613","463","87.6","110.4","10.1","25","5.4%","168","36.3%",".274",".262",".436",".398",".337",".321","17982"
"Jake Cronenworth","SDP","684","467","87.6","108.6","18.1","26","5.6%","158","33.8%",".239",".221",".390",".356",".318",".303","18036"
"Paul DeJong","STL","237","133","87.6","110.3","21.7","13","9.8%","50","37.6%",".157",".182",".286",".327",".241",".267","18015"
"Jean Segura","PHI","387","297","87.6","111.0","4.3","13","4.4%","114","38.4%",".277",".254",".387",".363",".320",".303","5933"
"Cooper Hummel","ARI","201","113","87.6","110.9","7.7","8","7.1%","40","35.4%",".176",".210",".307",".332",".262",".292","19458"
"Jurickson Profar","SDP","658","478","87.5","109.4","12.9","19","4.0%","164","34.3%",".243",".251",".391",".359",".320",".315","10815"
"Joey Wendle","MIA","371","301","87.5","107.6","3.0","5","1.7%","109","36.2%",".259",".250",".360",".331",".289",".276","13853"
"Chad Pinder","OAK","379","247","87.5","109.8","9.7","16","6.5%","100","40.5%",".235",".235",".385",".380",".281",".280","15191"
"Nick Castellanos","PHI","558","396","87.5","110.1","14.6","26","6.6%","137","34.6%",".263",".250",".389",".395",".304",".302","11737"
"Alek Thomas","ARI","411","312","87.4","111.3","2.6","12","3.8%","108","34.6%",".231",".238",".344",".335",".272",".277","23792"
"Jo Adell","LAA","285","163","87.4","112.2","16.7","16","9.8%","61","37.4%",".224",".201",".373",".315",".278",".251","20220"
"Jake McCarthy","ARI","354","249","87.4","108.3","8.0","12","4.8%","83","33.3%",".283",".249",".427",".357",".337",".298","21622"
"Chris Taylor","LAD","454","245","87.4","108.5","20.4","25","10.2%","93","38.0%",".221",".195",".373",".340",".298",".277","13757"
"Austin Barnes","LAD","212","145","87.4","107.8","13.6","7","4.8%","51","35.2%",".212",".210",".380",".329",".315",".298","12158"
