"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Mark Reynolds","COL","593","348","87.2","112.1","11.8","27","7.8%","125","35.9%",".267",".224",".487",".421",".357",".319","7619"
"Chase Headley","NYY","586","388","87.2","107.9","11.7","17","4.4%","129","33.2%",".273",".250",".406",".387",".329",".316","4720"
"Jose Osuna","PIT","227","176","87.2","108.7","7.2","8","4.5%","56","31.8%",".233",".260",".428",".410",".293",".304","12937"
"Ben Zobrist","CHC","496","369","87.2","106.9","9.3","15","4.1%","119","32.2%",".232",".258",".375",".399",".302",".324","7435"
"Asdrubal Cabrera","NYM","540","402","87.2","105.3","12.0","18","4.5%","131","32.6%",".280",".264",".434",".430",".338",".331","4962"
"Manny Pina","MIL","359","255","87.1","108.2","17.6","10","3.9%","76","29.8%",".279",".247",".424",".393",".323",".299","2829"
"Corey Dickerson","TBR","629","439","87.1","112.9","13.9","30","6.8%","139","31.7%",".282",".255",".490",".444",".341",".314","10762"
"Marcus Semien","OAK","386","261","87.1","106.5","17.3","6","2.3%","78","29.9%",".249",".243",".398",".383",".314",".312","12533"
"Taylor Motter","SEA","280","197","87.1","110.9","12.4","8","4.1%","64","32.5%",".198",".240",".326",".365",".254",".290","12399"
"Cory Spangenberg","SDP","486","319","87.1","108.8","9.9","12","3.8%","92","28.8%",".264",".238",".401",".376",".313",".295","12294"
"James McCann","DET","391","267","87.1","109.2","15.5","20","7.5%","91","34.1%",".253",".267",".415",".465",".316",".343","12859"
"Jeff Mathis","ARI","203","126","87.0","109.5","12.3","2","1.6%","30","23.8%",".215",".209",".323",".308",".262",".255","3448"
"Daniel Descalso","ARI","398","257","87.0","107.4","12.8","7","2.7%","79","30.7%",".233",".222",".395",".378",".318",".310","8392"
"Kris Bryant","CHC","665","427","87.0","113.0","17.0","38","8.9%","158","37.0%",".295",".260",".537",".497",".399",".376","15429"
"J.J. Hardy","BAL","268","207","87.0","106.3","9.2","5","2.4%","63","30.4%",".217",".232",".323",".347",".251",".268","3797"
"Chris Taylor","LAD","568","373","87.0","110.1","12.1","23","6.2%","127","34.0%",".288",".270",".496",".453",".361",".342","13757"
"Kevin Kiermaier","TBR","421","286","86.9","110.9","8.0","14","4.9%","89","31.1%",".276",".234",".450",".371",".337",".293","11038"
"Dansby Swanson","ATL","551","372","86.9","107.6","8.4","11","3.0%","118","31.7%",".232",".244",".324",".343",".276",".295","18314"
"Adam Jones","BAL","635","488","86.8","110.9","11.9","28","5.7%","148","30.3%",".285",".263",".466",".438",".334",".317","6368"
"Chase Utley","LAD","353","255","86.8","107.7","10.7","10","3.9%","72","28.2%",".236",".241",".405",".402",".316",".321","1679"
"Evan Longoria","TBR","677","516","86.7","109.9","12.7","26","5.0%","166","32.2%",".261",".249",".424",".411",".312",".310","9368"
"Aaron Hicks","NYY","361","240","86.7","109.3","11.7","17","7.1%","78","32.5%",".266",".248",".475",".431",".363",".348","5297"
"Adrian Beltre","TEX","389","294","86.7","107.4","12.5","13","4.4%","94","32.0%",".312",".283",".532",".466",".384",".358","639"
"Jason Heyward","CHC","481","370","86.7","112.7","11.1","13","3.5%","116","31.4%",".259",".264",".389",".393",".311",".319","4940"
"Patrick Kivlehan","CIN","204","118","86.6","113.0","10.4","9","7.6%","38","32.2%",".208",".201",".399",".369",".303",".293","13910"
"Austin Romine","NYY","252","177","86.6","107.1","7.9","3","1.7%","64","36.2%",".218",".252",".293",".359",".250",".292","5491"
"Chris Owings","ARI","386","281","86.6","108.4","12.4","6","2.1%","81","28.8%",".268",".240",".442",".365",".313",".277","10030"
"Jace Peterson","ATL","215","139","86.5","107.7","5.4","5","3.6%","46","33.1%",".215",".245",".317",".375",".280",".315","12325"
"Eduardo Escobar","MIN","499","363","86.5","108.4","17.8","27","7.4%","112","30.9%",".254",".258",".449",".464",".320",".332","6153"
"Elvis Andrus","TEX","689","547","86.5","108.1","7.6","20","3.7%","172","31.4%",".297",".264",".471",".406",".344",".309","8709"
"Paul DeJong","STL","443","294","86.5","108.6","18.0","26","8.8%","116","39.5%",".285",".264",".532",".487",".359",".335","18015"
"Troy Tulowitzki","TOR","260","202","86.4","109.4","9.2","9","4.5%","68","33.7%",".249",".241",".378",".372",".292",".289","3531"
"Eduardo Nunez","- - -","491","416","86.4","111.5","6.3","7","1.7%","134","32.2%",".313",".259",".460",".356",".342",".284","6848"
"Jedd Gyorko","STL","481","328","86.4","110.6","15.5","25","7.6%","101","30.8%",".272",".234",".472",".428",".344",".320","10816"
"Gregory Polanco","PIT","411","321","86.4","112.1","13.1","11","3.4%","95","29.6%",".251",".259",".391",".393",".297",".303","12907"
"Robbie Grossman","MIN","456","307","86.4","109.8","12.2","9","2.9%","82","26.7%",".246",".273",".380",".399",".329",".350","5254"
"Brett Gardner","NYY","682","480","86.4","107.9","10.3","14","2.9%","149","31.0%",".264",".269",".428",".404",".336",".333","9927"
"Kolten Wong","STL","411","298","86.4","109.7","9.7","6","2.0%","85","28.5%",".285",".262",".412",".366",".336",".316","12532"
"Elias Diaz","PIT","200","151","86.4","109.3","6.4","3","2.0%","55","36.4%",".223",".242",".314",".332",".253",".270","11680"
"Yan Gomes","CLE","383","245","86.4","110.2","16.2","14","5.7%","79","32.2%",".232",".206",".399",".363",".307",".286","9627"
"Scooter Gennett","CIN","497","349","86.4","106.8","13.2","21","6.0%","123","35.2%",".295",".249",".531",".427",".367",".312","10339"
"Ryan Goins","TOR","459","332","86.3","107.0","9.8","9","2.7%","97","29.2%",".237",".212",".356",".311",".278",".263","9807"
"Kennys Vargas","MIN","264","165","86.3","116.2","11.3","15","9.1%","51","30.9%",".253",".229",".444",".405",".323",".300","12101"
"Alex Gordon","KCR","541","356","86.3","109.6","13.8","14","3.9%","110","30.9%",".208",".225",".315",".358",".269",".296","5209"
"Ben Gamel","SEA","550","391","86.3","108.5","10.9","14","3.6%","114","29.2%",".275",".254",".413",".378",".315",".297","12160"
"Freddy Galvis","PHI","663","503","86.3","106.0","15.2","12","2.4%","118","23.5%",".255",".242",".382",".360",".298",".286","6609"
"Cliff Pennington","LAA","217","142","86.3","104.1","15.1","2","1.4%","35","24.6%",".253",".226",".330",".312",".279",".266","3395"
"Lonnie Chisenhall","CLE","270","187","86.3","109.3","16.6","19","10.2%","69","36.9%",".288",".250",".521",".471",".369",".338","7571"
"Ian Kinsler","DET","613","465","86.3","105.9","19.5","19","4.1%","141","30.3%",".236",".256",".412",".428",".313",".328","6195"
"Roberto Perez","CLE","248","151","86.2","113.4","6.8","10","6.6%","59","39.1%",".207",".218",".373",".371",".289",".296","2900"
"Tucker Barnhart","CIN","423","310","86.2","104.5","9.7","6","1.9%","79","25.5%",".270",".267",".403",".392",".317",".314","10200"
"Jason Kipnis","CLE","373","272","86.2","107.8","17.5","9","3.3%","86","31.6%",".232",".234",".414",".410",".300",".306","9776"
"Eugenio Suarez","CIN","632","392","86.1","108.8","14.7","25","6.4%","125","31.9%",".260",".261",".461",".439",".356",".352","12552"
"Andrelton Simmons","LAA","647","530","86.1","109.7","7.8","13","2.5%","151","28.5%",".278",".261",".421",".381",".323",".307","10847"
"Nori Aoki","- - -","374","298","86.1","106.6","4.5","3","1.0%","72","24.2%",".277",".256",".393",".341",".315",".292","13075"
"Jose Altuve","HOU","662","511","86.1","109.1","9.7","29","5.7%","143","28.0%",".346",".291",".547",".477",".405",".360","5417"
"Chris Gimenez","MIN","225","128","86.1","106.7","15.6","3","2.3%","40","31.3%",".220",".208",".382",".340",".326",".309","7324"
"Stephen Piscotty","STL","401","257","86.1","109.3","10.3","14","5.4%","88","34.2%",".235",".247",".367",".407",".313",".340","13367"
"Wilson Ramos","TBR","224","178","86.1","108.7","6.0","13","7.3%","64","36.0%",".260",".253",".447",".460",".307",".319","1433"
"Juan Lagares","NYM","272","199","86.0","109.9","8.6","5","2.5%","65","32.7%",".250",".232",".365",".340",".287",".273","5384"
"Gerardo Parra","COL","425","334","86.0","106.1","8.3","5","1.5%","99","29.6%",".309",".272",".452",".403",".337",".311","8553"
"Kevin Pillar","TOR","632","498","86.0","111.9","12.9","15","3.0%","142","28.5%",".256",".270",".404",".401",".302",".311","12434"
"Rajai Davis","- - -","366","255","86.0","107.0","11.3","6","2.4%","62","24.3%",".235",".229",".348",".324",".279",".270","3708"
"Gregor Blanco","ARI","256","166","86.0","105.4","13.8","5","3.0%","43","25.9%",".246",".227",".357",".343",".308",".299","3123"
"Peter Bourjos","TBR","203","137","85.9","112.7","6.6","4","2.9%","37","27.0%",".223",".213",".383",".320",".280",".257","2578"
"Derek Dietrich","MIA","464","312","85.9","110.8","16.6","18","5.8%","100","32.1%",".249",".253",".424",".415",".324",".326","10542"
"Neil Walker","- - -","448","311","85.9","109.8","17.0","14","4.5%","97","31.2%",".265",".259",".439",".418",".346",".340","7539"
"Jordy Mercer","PIT","558","416","85.8","106.3","9.2","12","2.9%","133","32.0%",".255",".254",".406",".374",".308",".299","6547"
"Michael Saunders","- - -","234","163","85.8","108.3","11.9","11","6.7%","51","31.3%",".202",".226",".344",".367",".256",".278","9981"
"Daniel Robertson","TBR","254","148","85.8","108.2","8.3","5","3.4%","45","30.4%",".206",".183",".326",".299",".284",".272","14145"
"John Jaso","PIT","302","191","85.8","105.8","19.1","13","6.8%","56","29.3%",".211",".230",".402",".422",".317",".332","5887"
"Zack Cozart","CIN","507","364","85.8","108.3","14.8","16","4.4%","105","28.8%",".297",".255",".548",".400",".392",".330","2616"
"Adam Frazier","PIT","454","353","85.8","111.9","9.2","7","2.0%","83","23.5%",".276",".281",".399",".391",".322",".326","15223"
"Matt Wieters","WSN","465","332","85.8","106.0","12.5","11","3.3%","96","28.9%",".225",".232",".344",".367",".273",".287","4298"
"Cesar Hernandez","PHI","577","408","85.7","107.8","4.5","11","2.7%","121","29.7%",".294",".271",".421",".396",".346",".331","10556"
"Orlando Arcia","MIL","548","411","85.7","107.3","6.8","14","3.4%","112","27.3%",".277",".243",".407",".352",".309",".278","13185"
"Jon Jay","CHC","433","304","85.7","104.4","10.3","1","0.3%","68","22.4%",".296",".277",".375",".358",".330",".320","5227"
"JT Riddle","MIA","247","185","85.7","107.5","6.4","5","2.7%","52","28.1%",".250",".241",".355",".351",".270",".273","17642"
"Kevan Smith","CHW","294","236","85.7","108.9","5.2","6","2.5%","68","28.8%",".283",".261",".388",".377",".300",".290","12284"
"Aledmys Diaz","STL","301","246","85.7","109.6","12.0","7","2.8%","58","23.6%",".259",".247",".392",".355",".291",".274","15937"
"Tim Anderson","CHW","606","428","85.6","108.8","7.9","21","4.9%","133","31.1%",".257",".246",".402",".387",".288",".279","15172"
"Jacoby Ellsbury","NYY","409","300","85.6","108.4","10.0","8","2.7%","75","25.0%",".264",".263",".402",".375",".326",".318","4727"
"Alex Presley","DET","264","200","85.5","105.2","9.7","0","0.0%","47","23.5%",".314",".300",".416",".379",".334",".315","5305"
"Martin Maldonado","LAA","471","319","85.4","110.4","12.9","18","5.6%","99","31.0%",".221",".210",".368",".364",".279",".275","6887"
"Yangervis Solarte","SDP","512","409","85.4","110.2","14.7","13","3.2%","115","28.1%",".255",".242",".416",".376",".311",".295","5352"
"Stephen Vogt","- - -","303","226","85.4","106.6","17.4","13","5.8%","68","30.1%",".233",".230",".423",".399",".299",".293","5000"
"Denard Span","SFG","542","430","85.3","108.5","11.0","14","3.3%","108","25.1%",".272",".283",".427",".409",".325",".327","8347"
"Manuel Margot","SDP","529","386","85.3","109.7","10.4","10","2.6%","111","28.8%",".263",".259",".409",".369",".309",".300","14712"
"Dustin Pedroia","BOS","463","364","85.2","101.9","10.5","2","0.5%","76","20.9%",".293",".279",".392",".373",".331",".323","8370"
"Christian Vazquez","BOS","345","261","85.2","105.7","8.2","5","1.9%","59","22.6%",".290",".259",".404",".365",".318",".291","9774"
"Gorkys Hernandez","SFG","348","241","85.2","108.9","9.3","4","1.7%","64","26.6%",".255",".240",".326",".328",".288",".286","4146"
"Miguel Montero","- - -","213","140","85.2","104.6","14.4","8","5.7%","35","25.0%",".216",".180",".346",".336",".289",".273","3364"
"Leury Garcia","CHW","326","236","85.2","106.7","4.0","7","3.0%","67","28.4%",".270",".263",".423",".389",".317",".307","5913"
"Chris Young","BOS","276","189","85.1","110.7","16.0","6","3.2%","59","31.2%",".235",".234",".387",".358",".310",".304","3882"
"Jonathan Lucroy","- - -","481","376","85.0","106.7","7.8","10","2.7%","91","24.2%",".265",".258",".371",".358",".311",".308","7870"
"Jorge Polanco","MIN","544","423","85.0","107.0","16.2","11","2.6%","107","25.3%",".256",".240",".410",".362",".309",".291","13152"
"Joe Panik","SFG","573","468","85.0","108.0","11.4","11","2.4%","111","23.7%",".288",".256",".421",".374",".329",".307","11936"
"Hernan Perez","MIL","458","359","84.9","108.5","10.3","11","3.1%","99","27.6%",".259",".255",".414",".380",".298",".288","5751"
"Josh Harrison","PIT","542","401","84.9","103.2","16.5","10","2.5%","95","23.7%",".272",".252",".432",".390",".332",".311","8202"
"Tyler Saladino","CHW","281","188","84.9","106.5","13.2","1","0.5%","46","24.5%",".178",".188",".229",".247",".223",".235","10807"
"Ezequiel Carrera","TOR","325","217","84.8","106.7","5.4","7","3.2%","57","26.3%",".282",".237",".408",".362",".334",".300","9048"
"Yolmer Sanchez","CHW","534","384","84.8","106.5","10.4","11","2.9%","93","24.2%",".267",".241",".413",".356",".313",".285","11602"
"Eric Sogard","MIL","299","213","84.7","105.1","13.9","3","1.4%","48","22.5%",".273",".268",".378",".353",".343",".337","7927"
"Brandon Phillips","- - -","604","502","84.6","108.4","8.2","13","2.6%","124","24.7%",".285",".272",".416",".380",".316",".300","791"
"Guillermo Heredia","SEA","426","324","84.6","107.8","10.2","4","1.2%","74","22.8%",".249",".239",".337",".321",".288",".281","18721"
"Wilmer Difo","WSN","365","266","84.5","110.3","6.7","6","2.3%","68","25.6%",".271",".266",".370",".371",".293",".294","14320"
"Carlos Asuaje","SDP","343","237","84.5","103.1","14.3","4","1.7%","43","18.1%",".270",".233",".362",".327",".307",".280","15197"
"Didi Gregorius","NYY","570","472","84.5","106.2","17.7","15","3.2%","98","20.8%",".287",".262",".478",".385",".335",".294","6012"
"Caleb Joseph","BAL","266","183","84.4","106.1","10.0","9","4.9%","55","30.1%",".256",".242",".413",".384",".299",".284","7087"
"T.J. Rivera","NYM","231","185","84.4","105.5","14.4","3","1.6%","46","24.9%",".290",".261",".430",".373",".326",".296","12495"
"Greg Garcia","STL","290","183","84.3","104.9","9.3","1","0.5%","45","24.6%",".253",".252",".332",".330",".317",".318","10951"
"Jose Reyes","NYM","561","430","84.3","108.4","15.8","10","2.3%","104","24.2%",".246",".242",".413",".351",".312",".293","1736"
"Alcides Escobar","KCR","629","508","84.0","105.3","14.0","10","2.0%","106","20.9%",".250",".253",".357",".355",".269",".272","6310"
"Alen Hanson","- - -","234","169","84.0","106.6","10.7","3","1.8%","45","26.6%",".221",".205",".346",".285",".261",".239","12926"
"Miguel Rojas","MIA","306","243","83.8","106.4","9.3","0","0.0%","55","22.6%",".290",".280",".375",".344",".318",".309","7802"
"Tony Wolters","COL","266","176","83.8","106.2","5.8","1","0.6%","33","18.8%",".240",".213",".284",".271",".274",".259","11470"
"Matt Szczur","- - -","237","155","83.8","106.2","17.3","2","1.3%","30","19.4%",".226",".198",".354",".289",".316",".291","11255"
"Sandy Leon","BOS","301","201","83.7","108.3","15.2","4","2.0%","51","25.4%",".225",".205",".354",".302",".279",".258","5273"
"Andrew Romine","DET","348","255","83.7","105.4","7.9","3","1.2%","68","26.7%",".233",".253",".336",".355",".274",".292","1159"
"Delino DeShields","TEX","440","284","83.6","104.4","11.5","7","2.5%","62","21.8%",".269",".209",".367",".307",".315",".275","11379"
"Omar Narvaez","CHW","295","211","83.6","103.4","11.5","0","0.0%","39","18.5%",".277",".259",".340",".317",".321",".309","13338"
"Kelby Tomlinson","SFG","222","153","83.3","104.5","6.6","1","0.7%","23","15.0%",".258",".232",".314",".286",".286",".270","13005"
"Adam Engel","CHW","336","192","83.2","107.2","14.7","7","3.6%","43","22.4%",".166",".179",".282",".285",".230",".240","15082"
"Starling Marte","PIT","339","248","83.2","109.9","9.3","12","4.8%","71","28.6%",".275",".264",".379",".410",".312",".322","9241"
"Joey Rickard","BAL","277","201","83.2","101.9","15.4","3","1.5%","43","21.4%",".241",".232",".345",".325",".269",".262","13277"
"Jose Iglesias","DET","489","402","82.9","105.2","8.7","4","1.0%","85","21.1%",".255",".259",".369",".332",".283",".275","10231"
"Ender Inciarte","ATL","718","575","82.8","102.7","10.2","3","0.5%","75","13.0%",".304",".264",".409",".351",".328",".292","4922"
"Jose Peraza","CIN","518","421","82.7","106.9","11.2","6","1.4%","84","20.0%",".259",".283",".324",".367",".273",".302","13593"
"Ben Revere","LAA","308","268","82.7","101.9","4.5","1","0.4%","35","13.1%",".275",".299",".344",".369",".284",".307","4712"
"Erick Aybar","SDP","370","281","82.7","105.2","7.5","3","1.1%","44","15.7%",".234",".232",".348",".318",".282",".273","4082"
"Darwin Barney","TOR","362","278","82.5","101.7","11.6","1","0.4%","34","12.2%",".232",".228",".327",".296",".263",".252","2430"
"Allen Cordoba","SDP","227","151","82.4","107.1","9.6","3","2.0%","32","21.2%",".208",".232",".297",".328",".256",".280","15722"
"Jarrod Dyson","SEA","390","297","82.4","104.5","9.5","4","1.3%","54","18.2%",".251",".250",".350",".331",".296",".295","4866"
"Dee Strange-Gordon","MIA","695","567","81.6","104.1","2.2","1","0.2%","64","11.3%",".308",".261",".375",".317",".312",".274","8203"
"Ronald Torreyes","NYY","336","281","81.5","100.0","8.8","2","0.7%","36","12.8%",".292",".240",".375",".299",".297",".252","11400"
"Mallex Smith","TBR","282","197","81.2","105.0","7.0","1","0.5%","33","16.8%",".270",".224",".355",".285",".301",".260","13608"
"Billy Hamilton","CIN","633","456","80.5","103.7","10.2","1","0.2%","51","11.2%",".247",".239",".335",".289",".278",".262","10199"
"Ichiro Suzuki","MIA","215","162","80.1","104.2","5.0","1","0.6%","19","11.7%",".255",".225",".332",".293",".287",".262","1101"
