"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Tommy Pham","STL","530","332","89.7","111.6","6.8","32","9.6%","144","43.4%",".306",".278",".520",".481",".398",".377","2967"
"Freddie Freeman","ATL","514","347","89.7","109.0","16.0","45","13.0%","145","41.8%",".307",".292",".586",".595",".407",".406","5361"
"Mark Trumbo","BAL","603","411","89.6","118.5","12.5","26","6.3%","154","37.5%",".234",".237",".397",".403",".295",".300","6876"
"Brandon Moss","KCR","401","236","89.6","112.8","17.6","32","13.6%","99","41.9%",".207",".237",".428",".505",".301",".342","4467"
"Kyle Schwarber","CHC","486","272","89.6","116.1","18.6","39","14.3%","113","41.5%",".211",".224",".467",".488",".333",".347","16478"
"Daniel Murphy","WSN","593","460","89.6","108.4","17.3","19","4.1%","192","41.7%",".322",".301",".543",".492",".385",".359","4316"
"Justin Turner","LAD","543","409","89.4","107.8","18.5","31","7.6%","156","38.1%",".322",".298",".530",".548",".400",".399","5235"
"Pablo Sandoval","- - -","279","209","89.4","109.9","10.9","13","6.2%","78","37.3%",".220",".226",".367",".393",".271",".287","5409"
"Tyler Flowers","ATL","370","237","89.4","112.8","11.0","14","5.9%","94","39.7%",".281",".264",".445",".423",".358",".347","9134"
"Wil Myers","SDP","649","394","89.4","112.5","15.4","33","8.4%","178","45.2%",".243",".234",".464",".443",".335",".331","10047"
"Chad Pinder","OAK","309","194","89.4","111.0","12.3","21","10.8%","83","42.8%",".238",".247",".457",".500",".316",".341","15191"
"Trevor Story","COL","555","313","89.4","110.1","19.2","29","9.3%","120","38.3%",".239",".217",".457",".409",".323",".299","12564"
"Jose Pirela","SDP","344","244","89.3","112.9","6.0","9","3.7%","96","39.3%",".288",".265",".490",".424",".355",".327","5485"
"Brad Miller","TBR","407","232","89.3","112.7","11.1","13","5.6%","88","37.9%",".201",".219",".337",".373",".294",".318","12775"
"Mitch Moreland","BOS","576","393","89.3","113.3","11.6","44","11.2%","143","36.4%",".246",".271",".443",".532",".326",".371","3086"
"Brandon Belt","SFG","451","279","89.3","108.4","22.0","31","11.1%","113","40.5%",".241",".265",".469",".530",".352",".385","10264"
"Aaron Altherr","PHI","412","269","89.3","112.3","11.2","26","9.7%","116","43.1%",".272",".259",".516",".471",".359",".341","11270"
"DJ LeMahieu","COL","682","527","89.2","109.2","3.3","8","1.5%","217","41.2%",".310",".304",".409",".404",".342",".341","9874"
"Domingo Santana","MIL","607","350","89.2","113.7","10.5","32","9.1%","140","40.0%",".278",".266",".505",".461",".372",".355","10348"
"Justin Bour","MIA","429","286","89.2","114.8","9.5","25","8.7%","116","40.6%",".289",".276",".536",".515",".374",".368","9744"
"Welington Castillo","BAL","365","246","89.2","108.3","14.2","20","8.1%","104","42.3%",".282",".268",".490",".493",".344",".341","3256"
"Edwin Encarnacion","CLE","669","427","89.2","112.0","16.7","44","10.3%","180","42.2%",".258",".266",".504",".530",".373",".389","2151"
"Yonder Alonso","- - -","521","333","89.2","111.5","19.4","31","9.3%","136","40.8%",".266",".260",".501",".497",".366",".362","2530"
"Brandon Nimmo","NYM","215","120","89.2","109.9","10.0","8","6.7%","45","37.5%",".260",".259",".418",".431",".348",".354","12927"
"Tommy Joseph","PHI","533","369","89.2","112.8","14.0","26","7.0%","148","40.1%",".240",".238",".432",".401",".305",".298","10349"
"Lorenzo Cain","KCR","645","486","89.2","112.0","10.2","16","3.3%","171","35.2%",".300",".300",".440",".432",".347",".348","9077"
"George Springer","HOU","629","443","89.1","114.6","9.3","37","8.4%","189","42.7%",".283",".288",".522",".529",".376",".384","12856"
"Chris Herrmann","ARI","256","160","89.1","111.9","10.3","11","6.9%","60","37.5%",".181",".218",".345",".396",".272",".306","9284"
"Bradley Zimmer","CLE","332","203","89.1","114.6","8.2","17","8.4%","81","39.9%",".241",".237",".385",".404",".299",".308","16221"
"Scott Schebler","CIN","531","353","89.1","111.2","11.6","35","9.9%","144","40.8%",".233",".256",".484",".493",".330",".348","12225"
"Rougned Odor","TEX","651","449","89.1","112.4","15.9","23","5.1%","167","37.2%",".204",".230",".397",".404",".272",".289","12282"
"Trea Turner","WSN","447","333","89.1","111.9","7.1","16","4.8%","130","39.0%",".284",".273",".451",".428",".338",".329","16252"
"Jesus Aguilar","MIL","311","188","89.1","112.4","11.8","18","9.6%","80","42.6%",".265",".243",".505",".471",".351",".333","11342"
"Nick Castellanos","DET","665","477","89.1","110.5","14.2","44","9.2%","199","41.7%",".272",".293",".490",".542",".341",".373","11737"
"Michael Conforto","NYM","440","262","89.1","111.4","13.7","32","12.2%","111","42.4%",".279",".259",".555",".517",".392",".377","16376"
"Randal Grichuk","STL","442","281","89.0","113.3","16.2","41","14.6%","116","41.3%",".238",".244",".473",".501",".315",".332","10243"
"Yunel Escobar","LAA","381","299","89.0","111.7","2.5","10","3.3%","115","38.5%",".274",".272",".397",".421",".318",".327","4191"
"Matt Davidson","CHW","443","254","89.0","112.6","17.7","37","14.6%","106","41.7%",".220",".216",".452",".461",".297",".304","7226"
"Francisco Lindor","CLE","723","566","89.0","111.7","14.5","38","6.7%","201","35.5%",".273",".280",".505",".500",".353",".357","12916"
"Hunter Pence","SFG","539","395","89.0","114.0","4.2","23","5.8%","148","37.5%",".260",".255",".385",".425",".303",".319","8252"
"Nomar Mazara","TEX","616","430","89.0","113.6","11.3","27","6.3%","159","37.0%",".253",".248",".422",".424",".317",".318","14553"
"Jed Lowrie","OAK","645","470","88.9","106.3","18.6","26","5.5%","175","37.2%",".277",".289",".448",".481",".347",".365","4418"
"Austin Jackson","CLE","318","220","88.9","108.2","10.5","10","4.5%","75","34.1%",".318",".278",".482",".414",".371",".339","9848"
"David Freese","PIT","503","314","88.9","110.2","3.1","17","5.4%","134","42.7%",".263",".258",".371",".395",".326",".341","9549"
"Matt Adams","- - -","367","255","88.9","111.3","15.9","27","10.6%","102","40.0%",".274",".270",".522",".507",".346",".342","9393"
"Andrew Knapp","PHI","204","117","88.9","107.0","4.6","3","2.6%","47","40.2%",".257",".228",".368",".347",".321",".305","14942"
"Nolan Arenado","COL","680","508","88.9","109.9","17.4","40","7.9%","191","37.6%",".309",".280",".586",".525",".395",".366","9777"
"Logan Forsythe","LAD","439","257","88.9","103.6","12.1","10","3.9%","87","33.9%",".224",".236",".327",".384",".307",".332","7185"
"Maikel Franco","PHI","623","485","88.8","113.0","11.5","26","5.4%","176","36.3%",".230",".246",".409",".397",".292",".303","12179"
"Steven Souza Jr.","TBR","617","347","88.8","116.2","11.5","41","11.8%","132","38.0%",".239",".238",".459",".457",".348",".350","5667"
"Mike Trout","LAA","507","316","88.8","114.7","18.0","38","12.0%","128","40.5%",".306",".294",".629",".589",".437",".425","10155"
"Justin Upton","- - -","635","378","88.8","114.2","15.7","46","12.2%","157","41.5%",".273",".255",".540",".508",".378",".361","5222"
"Albert Pujols","LAA","636","504","88.7","112.2","13.5","24","4.8%","197","39.1%",".241",".262",".386",".444",".286",".316","1177"
"Max Kepler","MIN","568","401","88.7","113.2","13.2","16","4.0%","147","36.7%",".243",".244",".425",".375",".315",".302","12144"
"Victor Martinez","DET","435","331","88.7","107.1","13.0","16","4.8%","114","34.4%",".255",".264",".372",".440",".303",".334","393"
"C.J. Cron","LAA","373","248","88.7","114.9","18.0","25","10.1%","95","38.3%",".248",".260",".437",".478",".316",".338","12546"
"Buster Posey","SFG","568","433","88.7","109.6","11.6","15","3.5%","149","34.4%",".320",".277",".462",".443",".366",".345","9166"
"Shin-Soo Choo","TEX","636","418","88.7","109.8","7.7","36","8.6%","156","37.3%",".261",".269",".423",".475",".339",".366","3174"
"Hyun Soo Kim","- - -","239","169","88.7","109.2","9.7","6","3.6%","61","36.1%",".231",".264",".292",".383",".268",".318","18718"
"Marwin Gonzalez","HOU","515","361","88.7","109.8","11.7","22","6.1%","132","36.6%",".303",".247",".530",".408",".382",".320","5497"
"Carlos Santana","CLE","667","479","88.6","112.3","12.9","33","6.9%","184","38.4%",".259",".266",".455",".463",".350",".359","2396"
"Nick Hundley","SFG","303","210","88.6","109.8","13.1","16","7.6%","86","41.0%",".244",".238",".418",".404",".289",".287","3376"
"Cameron Rupp","PHI","331","182","88.6","111.2","8.4","16","8.8%","76","41.8%",".217",".201",".417",".390",".304",".291","11146"
"Trey Mancini","BAL","586","408","88.6","115.5","7.2","38","9.3%","165","40.4%",".293",".264",".488",".481",".349",".338","15149"
"Travis Shaw","MIL","606","404","88.6","113.7","14.9","26","6.4%","159","39.4%",".273",".251",".513",".440",".361",".328","11982"
"Logan Morrison","TBR","601","366","88.6","114.4","17.6","46","12.6%","157","42.9%",".246",".253",".516",".511",".363",".368","9205"
"Carlos Gomez","TEX","426","249","88.6","113.1","15.9","19","7.6%","88","35.3%",".255",".246",".462",".440",".343",".335","4881"
"Bruce Maxwell","OAK","253","159","88.6","109.5","7.3","4","2.5%","61","38.4%",".237",".229",".333",".355",".296",".303","13866"
"Salvador Perez","KCR","499","382","88.6","111.3","18.5","32","8.4%","147","38.5%",".268",".278",".495",".535",".329",".351","7304"
"Yoan Moncada","CHW","231","125","88.5","110.4","12.3","11","8.8%","44","35.2%",".231",".219",".412",".383",".327",".314","17232"
"Yasiel Puig","LAD","570","404","88.5","116.0","10.4","34","8.4%","151","37.4%",".263",".269",".487",".493",".349",".359","14225"
"Dexter Fowler","STL","491","323","88.5","112.4","13.0","19","5.9%","121","37.5%",".264",".276",".488",".464",".358",".358","4062"
"Ian Happ","CHC","413","241","88.5","114.2","13.1","33","13.7%","96","39.8%",".253",".246",".514",".477",".349",".336","17919"
"Hanley Ramirez","BOS","553","380","88.5","114.3","12.6","36","9.5%","146","38.4%",".242",".264",".429",".482",".318",".347","8001"
"Tim Beckham","- - -","575","368","88.5","110.1","8.6","30","8.2%","146","39.7%",".278",".261",".454",".446",".334",".327","7949"
"Enrique Hernandez","LAD","342","221","88.5","111.5","13.6","15","6.8%","81","36.7%",".215",".218",".421",".382",".310",".302","10472"
"Jay Bruce","- - -","617","419","88.4","111.5","18.4","39","9.3%","163","38.9%",".254",".261",".508",".501",".350",".354","9892"
"Michael Brantley","CLE","375","292","88.4","110.2","9.9","12","4.1%","105","36.0%",".299",".288",".444",".432",".342",".339","4106"
"Anthony Rizzo","CHC","691","486","88.4","113.6","15.5","40","8.2%","188","38.7%",".273",".285",".507",".522",".380",".395","3473"
"Andrew McCutchen","PIT","650","457","88.4","109.5","14.2","31","6.8%","175","38.3%",".279",".283",".486",".481",".360",".362","9847"
"Mikie Mahtook","DET","379","271","88.4","111.9","10.2","14","5.2%","102","37.6%",".276",".269",".457",".438",".335",".327","13130"
"Mookie Betts","BOS","712","554","88.4","111.7","14.3","23","4.2%","209","37.7%",".264",".273",".459",".436",".339",".340","13611"
"Melky Cabrera","- - -","666","554","88.3","113.6","8.9","20","3.6%","194","35.0%",".285",".297",".423",".426",".319",".331","4022"
"Nick Markakis","ATL","670","486","88.3","114.4","8.8","12","2.5%","167","34.4%",".275",".269",".384",".382",".321",".320","5930"
"Ryon Healy","OAK","605","436","88.3","112.7","12.8","32","7.3%","175","40.1%",".271",".253",".451",".446",".320",".313","15447"
"Jonathan Villar","MIL","436","274","88.3","114.7","3.1","15","5.5%","93","33.9%",".241",".218",".372",".333",".287",".266","10071"
"Matt Kemp","ATL","467","341","88.3","111.9","8.4","29","8.5%","130","38.1%",".276",".286",".463",".506",".328",".349","5631"
"Kole Calhoun","LAA","654","441","88.3","110.1","12.2","23","5.2%","156","35.4%",".244",".249",".392",".412",".315",".327","11200"
"Jose Bautista","TOR","686","424","88.3","112.9","16.9","27","6.4%","151","35.6%",".203",".210",".366",".380",".295",".305","1887"
"Mike Napoli","TEX","485","266","88.3","112.5","22.2","39","14.7%","110","41.4%",".193",".201",".428",".448",".302",".314","3057"
"Jake Lamb","ARI","635","389","88.3","109.4","12.2","31","8.0%","146","37.5%",".248",".253",".487",".466",".353",".353","13329"
"Jackie Bradley Jr.","BOS","541","360","88.3","110.6","9.5","25","6.9%","143","39.7%",".245",".238",".402",".407",".313",".316","12984"
"Kyle Seager","SEA","650","474","88.3","109.1","21.0","39","8.2%","159","33.5%",".249",".258",".450",".477",".326",".344","9785"
"Russell Martin","TOR","365","225","88.3","108.9","6.9","16","7.1%","86","38.2%",".221",".238",".388",".408",".324",".339","4616"
"Matt Joyce","OAK","544","363","88.3","109.7","14.9","29","8.0%","126","34.7%",".243",".254",".473",".480",".343",".356","3353"
"Yasmani Grandal","LAD","482","312","88.2","109.3","12.6","20","6.4%","120","38.5%",".247",".210",".459",".380",".325",".283","11368"
"Danny Valencia","SEA","500","336","88.2","114.0","8.9","17","5.1%","125","37.2%",".256",".242",".411",".385",".311",".302","6364"
"Austin Barnes","LAD","262","175","88.2","109.6","9.5","8","4.6%","64","36.6%",".289",".283",".486",".429",".386",".368","12158"
"Eric Thames","MIL","551","306","88.2","112.0","12.8","35","11.4%","119","38.9%",".247",".228",".518",".455",".369",".342","3711"
"Jose Ramirez","CLE","645","521","88.2","108.3","15.0","24","4.6%","180","34.5%",".318",".302",".583",".487",".396",".360","13510"
"Willson Contreras","CHC","428","282","88.2","115.1","6.8","26","9.2%","101","35.8%",".276",".260",".499",".475",".362",".351","11609"
"J.T. Realmuto","MIA","579","429","88.2","111.4","10.1","26","6.1%","151","35.2%",".278",".279",".451",".444",".332",".335","11739"
"Jake Marisnick","HOU","259","143","88.2","111.2","18.4","16","11.2%","51","35.7%",".243",".204",".496",".429",".343",".306","11339"
"Byron Buxton","MIN","511","319","88.1","110.9","15.0","18","5.6%","102","32.0%",".253",".236",".413",".387",".312",".298","14161"
"Nick Williams","PHI","343","220","88.1","109.2","7.8","15","6.8%","91","41.4%",".288",".269",".473",".434",".344",".330","14330"
"Jayson Werth","WSN","289","184","88.1","112.1","14.2","15","8.2%","74","40.2%",".226",".237",".393",".427",".311",".329","1327"
"Johan Camargo","ATL","256","193","88.1","109.2","9.5","8","4.1%","69","35.8%",".299",".264",".452",".395",".330",".297","14950"
"David Peralta","ARI","577","434","88.1","113.8","4.0","14","3.2%","154","35.5%",".293",".262",".444",".399",".342",".316","2136"
"Brandon Drury","ARI","480","344","88.0","111.7","7.6","16","4.7%","133","38.7%",".267",".257",".447",".415",".325",".312","11615"
"Hunter Renfroe","SDP","479","306","88.0","113.7","15.3","32","10.5%","105","34.3%",".231",".229",".467",".440",".316",".309","15464"
"Travis d'Arnaud","NYM","376","292","88.0","111.6","13.5","16","5.5%","103","35.3%",".244",".245",".443",".422",".308",".305","7739"
"Addison Russell","CHC","385","261","88.0","110.0","14.8","13","5.0%","92","35.2%",".239",".250",".418",".405",".305",".308","14106"
"A.J. Pollock","ARI","466","354","88.0","108.7","8.5","19","5.4%","136","38.4%",".266",".280",".471",".445",".340",".341","9256"
"Evan Gattis","HOU","325","253","88.0","111.7","17.4","14","5.5%","89","35.2%",".263",".286",".457",".473",".325",".346","11003"
"Tyler Moore","MIA","203","136","88.0","105.9","17.8","8","5.9%","44","32.4%",".230",".217",".401",".389",".282",".274","7244"
"Brian Goodwin","WSN","278","185","87.9","108.8","14.5","15","8.1%","66","35.7%",".251",".253",".498",".458",".337",".333","12858"
"Trevor Plouffe","- - -","313","196","87.9","109.2","11.8","8","4.1%","75","38.3%",".198",".222",".318",".359",".258",".285","7462"
"Chris Iannetta","ARI","316","186","87.9","111.4","15.6","14","7.5%","70","37.6%",".254",".222",".511",".417",".367",".327","8267"
"Yadier Molina","STL","543","437","87.9","106.2","14.5","26","5.9%","149","34.1%",".273",".272",".439",".462",".316",".330","7007"
"Brian Dozier","MIN","705","478","87.9","111.8","16.7","36","7.5%","165","34.5%",".271",".244",".498",".468",".362",".342","9810"
"Javier Baez","CHC","508","333","87.8","113.3","10.1","26","7.8%","117","35.1%",".273",".239",".480",".429",".326",".295","12979"
"Adeiny Hechavarria","- - -","348","267","87.8","108.7","9.8","7","2.6%","92","34.5%",".261",".270",".406",".398",".295",".300","10459"
"Austin Hedges","SDP","417","269","87.7","108.9","17.8","17","6.3%","91","33.8%",".214",".199",".398",".347",".278",".256","12976"
"Mitch Haniger","SEA","410","277","87.7","111.2","10.9","16","5.8%","98","35.4%",".282",".256",".491",".440",".360",".333","14274"
"Adam Rosales","- - -","312","197","87.7","106.7","17.3","6","3.0%","65","33.0%",".225",".193",".353",".284",".261",".227","9682"
"Curtis Granderson","- - -","527","329","87.7","109.2","20.0","30","9.1%","112","34.0%",".212",".225",".452",".454",".330",".340","4747"
"Brian McCann","HOU","399","296","87.7","106.4","14.3","16","5.4%","100","33.8%",".241",".246",".436",".428",".323",".326","4810"
"Josh Bell","PIT","620","436","87.6","112.4","8.6","26","6.0%","148","33.9%",".255",".261",".466",".432",".338",".333","13145"
"Jean Segura","SEA","566","443","87.6","109.1","6.7","13","2.9%","151","34.1%",".300",".272",".427",".402",".334",".315","5933"
"Robinson Chirinos","TEX","309","186","87.6","111.3","17.7","18","9.7%","70","37.6%",".255",".219",".506",".453",".369",".339","3142"
"Ian Desmond","COL","373","258","87.6","111.6","0.0","5","1.9%","79","30.6%",".274",".227",".375",".312",".305",".265","6885"
"Whit Merrifield","KCR","630","507","87.6","110.5","16.4","23","4.5%","149","29.4%",".288",".275",".460",".454",".332",".327","11281"
"Jonathan Schoop","BAL","675","487","87.6","116.0","13.0","33","6.8%","176","36.1%",".293",".271",".503",".441",".355",".330","11265"
"Jorge Bonifacio","KCR","422","267","87.6","112.7","14.7","23","8.6%","104","39.0%",".255",".253",".432",".452",".323",".331","12174"
"Josh Reddick","HOU","540","425","87.6","110.2","17.8","15","3.5%","130","30.6%",".314",".291",".484",".440",".357",".340","3892"
"Wilmer Flores","NYM","362","288","87.6","108.1","16.8","15","5.2%","98","34.0%",".271",".257",".488",".448",".331",".315","5827"
"Alex Bregman","HOU","626","467","87.6","105.6","16.4","16","3.4%","161","34.5%",".284",".274",".475",".439",".351",".338","17678"
"Howie Kendrick","- - -","334","239","87.5","113.3","1.2","18","7.5%","82","34.3%",".315",".272",".475",".454",".361",".337","4229"
"Joey Votto","CIN","707","482","87.5","110.9","14.1","42","8.7%","158","32.8%",".320",".299",".578",".555",".428",".416","4314"
"Andrew Benintendi","BOS","658","470","87.5","108.5","14.7","25","5.3%","156","33.2%",".271",".265",".424",".435",".332",".338","17901"
"Todd Frazier","- - -","576","354","87.5","109.8","20.3","32","9.0%","107","30.2%",".213",".234",".428",".456",".335",".355","785"
"Carlos Gonzalez","COL","534","357","87.5","117.1","6.2","19","5.3%","132","37.0%",".262",".235",".423",".367",".327",".303","7287"
"Francisco Cervelli","PIT","304","201","87.5","105.5","6.6","7","3.5%","64","31.8%",".249",".244",".370",".376",".315",".318","5275"
"Michael A. Taylor","WSN","432","265","87.5","112.7","12.4","26","9.8%","100","37.7%",".271",".233",".486",".425",".338",".302","11489"
"Luis Valbuena","LAA","401","246","87.5","108.4","17.2","24","9.8%","82","33.3%",".199",".205",".432",".420",".308",".315","4969"
"Ketel Marte","ARI","255","188","87.5","112.8","7.9","3","1.6%","67","35.6%",".260",".292",".395",".419",".319",".346","13613"
"Brandon Crawford","SFG","570","414","87.5","108.5","11.3","21","5.1%","138","33.3%",".253",".241",".403",".394",".301",".302","5343"
"Adrian Gonzalez","LAD","252","193","87.4","106.7","14.1","7","3.6%","59","30.6%",".242",".240",".355",".390",".275",".289","1908"
"Mike Moustakas","KCR","598","467","87.4","112.9","18.2","38","8.1%","157","33.6%",".272",".268",".521",".492",".345",".338","4892"
"Starlin Castro","NYY","473","353","87.4","110.4","6.9","15","4.2%","130","36.8%",".300",".260",".454",".408",".338",".306","4579"
"Danny Espinosa","- - -","295","160","87.4","112.5","13.5","9","5.6%","46","28.8%",".173",".188",".278",".323",".232",".260","9219"
"Charlie Blackmon","COL","725","515","87.3","110.8","13.4","39","7.6%","186","36.1%",".331",".290",".601",".519",".414",".372","7859"
"Xander Bogaerts","BOS","635","457","87.3","113.9","8.1","4","0.9%","145","31.7%",".273",".243",".403",".332",".321",".287","12161"
"Ozzie Albies","ATL","244","184","87.3","107.0","15.9","6","3.3%","49","26.6%",".286",".278",".456",".447",".347",".343","16556"
"Daniel Nava","PHI","214","147","87.3","104.2","10.9","6","4.1%","45","30.6%",".301",".281",".421",".426",".357",".357","5450"
"Rene Rivera","- - -","237","150","87.3","108.8","15.2","14","9.3%","54","36.0%",".252",".251",".431",".456",".310",".320","3648"
"Adam Duvall","CIN","647","428","87.3","110.8","21.1","36","8.4%","139","32.5%",".249",".226",".480",".420",".327",".301","10950"
"Carlos Beltran","HOU","509","371","87.3","109.6","13.4","15","4.0%","115","31.0%",".231",".229",".383",".369",".283",".284","589"
"Eddie Rosario","MIN","589","448","87.2","107.5","13.3","30","6.7%","144","32.1%",".290",".264",".507",".478",".349",".332","12155"
"Keon Broxton","MIL","463","241","87.2","109.8","10.3","26","10.8%","84","34.9%",".220",".221",".420",".414",".308",".308","9253"
"Albert Almora Jr.","CHC","323","251","87.2","111.0","8.6","8","3.2%","81","32.3%",".298",".267",".445",".398",".334",".308","14109"
"Steve Pearce","TOR","348","248","87.2","108.6","13.9","13","5.2%","89","35.9%",".252",".245",".438",".416",".323",".314","9957"
"Jason Castro","MIN","407","250","87.2","109.6","13.2","16","6.4%","80","32.0%",".242",".241",".388",".401",".315",".321","8722"
"Odubel Herrera","PHI","563","402","87.2","114.6","9.7","20","5.0%","130","32.3%",".281",".261",".452",".408",".329",".308","11476"
"Kurt Suzuki","ATL","309","240","87.2","107.3","18.6","17","7.1%","81","33.8%",".283",".259",".536",".458",".372",".338","8259"
"Cameron Maybin","- - -","450","303","87.2","109.2","4.6","10","3.3%","99","32.7%",".228",".233",".365",".349",".300",".301","5223"
