"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Tyler Naquin","CLE","294","212","90.8","114.4","12.6","17","8.0%","82","38.7%",".288",".272",".467",".468",".330",".327","13359"
"Mitch Moreland","BOS","335","226","90.8","114.0","10.0","25","11.1%","103","45.6%",".252",".256",".507",".494",".347",".352","3086"
"Eric Hosmer","SDP","667","461","90.8","114.3","2.0","31","6.7%","212","46.0%",".265",".249",".425",".411",".309",".304","3516"
"Jake Lamb","ARI","226","134","90.7","110.4","14.2","10","7.5%","57","42.5%",".193",".233",".353",".435",".297",".347","13329"
"Rowdy Tellez","TOR","409","257","90.7","115.2","14.0","33","12.8%","107","41.6%",".227",".250",".449",".477",".308",".335","15679"
"Yasmani Grandal","MIL","632","379","90.7","111.3","14.2","39","10.3%","156","41.2%",".246",".241",".468",".475",".361",".366","11368"
"Pete Alonso","NYM","693","417","90.7","118.3","14.8","61","14.6%","176","42.2%",".260",".257",".583",".551",".384",".380","19251"
"Marwin Gonzalez","MIN","463","328","90.7","109.2","11.0","19","5.8%","144","43.9%",".264",".262",".414",".436",".313",".323","5497"
"Andrew McCutchen","PHI","262","164","90.6","110.3","12.7","12","7.3%","67","40.9%",".256",".254",".457",".443",".358",".357","9847"
"Tom Murphy","SEA","281","174","90.6","111.7","18.9","18","10.3%","78","44.8%",".273",".217",".535",".433",".355",".299","13499"
"A.J. Pollock","LAD","342","238","90.6","108.1","13.7","18","7.6%","95","39.9%",".266",".254",".468",".448",".333",".329","9256"
"Ronald Acuna Jr.","ATL","715","442","90.6","115.9","14.2","57","12.9%","208","47.1%",".280",".279",".518",".574",".369",".390","18401"
"Xander Bogaerts","BOS","698","498","90.6","112.4","13.3","40","8.0%","217","43.6%",".309",".272",".555",".474",".390",".355","12161"
"Gio Urshela","NYY","476","359","90.6","113.3","13.5","23","6.4%","147","40.9%",".314",".285",".534",".497",".369",".348","10681"
"Jake Cave","MIN","228","128","90.5","111.5","7.4","14","10.9%","56","43.8%",".258",".260",".455",".484",".343",".359","14477"
"Ryan O'Hearn","KCR","370","231","90.5","111.2","13.0","22","9.5%","101","43.7%",".195",".222",".369",".408",".278",".307","16442"
"Trea Turner","WSN","569","410","90.4","113.5","9.9","25","6.1%","172","42.0%",".298",".279",".497",".455",".356",".339","16252"
"Lourdes Gurriel Jr.","TOR","343","232","90.4","109.6","14.4","23","9.9%","105","45.3%",".277",".251",".541",".502",".358",".340","19238"
"Anthony Rendon","WSN","646","468","90.4","107.7","19.6","51","10.9%","218","46.6%",".319",".310",".598",".590",".413",".414","12861"
"Austin Meadows","TBR","591","399","90.4","115.4","16.7","46","11.5%","171","42.9%",".291",".282",".558",".545",".380",".375","15672"
"Fernando Tatis Jr.","SDP","372","227","90.4","115.9","6.7","29","12.8%","100","44.1%",".317",".256",".590",".491",".398",".347","19709"
"Justin Turner","LAD","549","396","90.3","107.7","17.8","29","7.3%","168","42.4%",".290",".286",".509",".516",".370",".377","5235"
"Justin Smoak","TOR","500","309","90.3","110.8","16.7","34","11.0%","123","39.8%",".208",".249",".406",".491",".323",".368","9054"
"Trey Mancini","BAL","679","464","90.3","113.9","7.8","46","9.9%","198","42.7%",".291",".277",".535",".503",".373",".362","15149"
"J.T. Realmuto","PHI","593","424","90.3","112.9","14.4","28","6.6%","174","41.0%",".275",".273",".493",".469",".340",".341","11739"
"Miguel Cabrera","DET","549","390","90.3","111.4","12.3","21","5.4%","173","44.4%",".282",".270",".398",".436",".318",".331","1744"
"Edwin Encarnacion","- - -","486","318","90.2","113.0","22.4","38","11.9%","134","42.1%",".244",".246",".531",".523",".362",".367","2151"
"Khris Davis","OAK","533","337","90.2","109.9","12.9","30","8.9%","133","39.5%",".220",".232",".387",".437",".289",".318","9112"
"Roberto Perez","CLE","449","273","90.2","112.8","5.7","29","10.6%","112","41.0%",".239",".222",".452",".444",".326",".321","2900"
"Jay Bruce","- - -","333","231","90.2","109.2","21.6","29","12.6%","97","42.0%",".216",".247",".523",".545",".318",".346","9892"
"Wil Myers","SDP","490","269","90.2","111.5","12.2","28","10.4%","111","41.3%",".239",".230",".418",".429",".316",".319","10047"
"James McCann","CHW","476","303","90.2","112.0","10.8","25","8.3%","134","44.2%",".273",".260",".460",".450",".333",".326","12859"
"Jackie Bradley Jr.","BOS","567","344","90.1","112.1","9.3","31","9.0%","148","43.0%",".225",".225",".421",".413",".314",".316","12984"
"Josh VanMeter","CIN","260","173","90.1","106.9","15.6","6","3.5%","64","37.0%",".237",".244",".408",".417",".316",".325","15170"
"David Peralta","ARI","423","296","90.1","113.2","6.4","15","5.1%","121","40.9%",".275",".246",".461",".379",".338",".304","2136"
"Paul Goldschmidt","STL","682","436","90.1","111.5","15.4","46","10.6%","182","41.7%",".260",".257",".476",".509",".346",".359","9218"
"Tyler Flowers","ATL","310","168","90.1","109.9","11.1","16","9.5%","69","41.1%",".229",".196",".413",".380",".310",".289","9134"
"Travis d'Arnaud","- - -","391","272","90.0","113.1","14.6","17","6.3%","108","39.7%",".251",".261",".433",".454",".314",".335","7739"
"Ketel Marte","ARI","628","485","90.0","116.3","11.6","44","9.1%","194","40.0%",".329",".300",".592",".525",".405",".375","13613"
"Bo Bichette","TOR","212","147","90.0","108.0","10.4","12","8.2%","64","43.5%",".311",".269",".571",".475",".384",".337","19612"
"Byron Buxton","MIN","295","206","90.0","113.6","20.3","15","7.3%","79","38.3%",".262",".244",".513",".419",".340",".305","14161"
"Yasiel Puig","- - -","611","426","90.0","114.4","13.7","36","8.5%","163","38.3%",".267",".256",".458",".451",".330",".328","14225"
"Wilson Ramos","NYM","524","407","90.0","111.0","-0.1","15","3.7%","173","42.5%",".288",".262",".416",".398",".327",".314","1433"
"Anthony Santander","BAL","405","298","89.9","112.9","15.3","22","7.4%","109","36.6%",".261",".260",".476",".460",".321",".319","14551"
"Brian Anderson","MIA","520","348","89.9","114.4","11.2","27","7.8%","160","46.0%",".261",".253",".468",".453",".342",".339","18289"
"Hunter Renfroe","SDP","494","292","89.9","114.1","19.1","33","11.3%","115","39.4%",".216",".220",".489",".455",".320",".314","15464"
"Dansby Swanson","ATL","545","365","89.9","108.4","14.4","28","7.7%","152","41.6%",".251",".271",".422",".477",".317",".350","18314"
"Renato Nunez","BAL","599","402","89.9","114.8","19.9","43","10.7%","164","40.8%",".244",".252",".460",".471",".323",".335","14503"
"Stephen Vogt","SFG","280","193","89.8","109.6","22.4","14","7.3%","79","40.9%",".263",".251",".490",".485",".331",".330","5000"
"George Springer","HOU","556","370","89.8","114.3","10.4","45","12.2%","160","43.2%",".292",".283",".591",".578",".400",".400","12856"
"Max Muncy","LAD","589","342","89.8","110.1","14.4","38","11.1%","147","43.0%",".251",".261",".515",".510",".372",".380","13301"
"Pablo Sandoval","SFG","296","210","89.8","114.7","10.8","22","10.5%","93","44.3%",".268",".271",".507",".474",".336",".335","5409"
"Rhys Hoskins","PHI","705","405","89.8","111.0","23.9","34","8.4%","156","38.5%",".226",".215",".454",".417",".347",".337","16472"
"Freddie Freeman","ATL","692","472","89.7","112.0","14.3","55","11.7%","200","42.4%",".295",".294",".549",".569",".387",".397","5361"
"Aaron Hicks","NYY","255","152","89.7","111.0","13.6","12","7.9%","53","34.9%",".235",".203",".443",".374",".325",".295","5297"
"Evan Longoria","SFG","508","346","89.7","110.3","14.0","23","6.6%","141","40.8%",".254",".269",".437",".491",".322",".351","9368"
"Luke Voit","NYY","510","288","89.7","112.6","12.5","38","13.2%","118","41.0%",".263",".246",".464",".495",".360",".365","14811"
"Victor Caratini","CHC","279","188","89.7","113.6","6.9","16","8.5%","66","35.1%",".266",".258",".447",".439",".338",".344","14968"
"Ramon Laureano","OAK","481","320","89.7","111.6","14.7","29","9.1%","127","39.7%",".288",".268",".521",".484",".356",".342","17128"
"Max Kepler","MIN","596","429","89.7","112.5","18.2","36","8.4%","179","41.7%",".252",".259",".519",".458",".355",".343","12144"
"David Bote","CHC","356","212","89.7","113.8","7.7","11","5.2%","77","36.3%",".257",".243",".422",".378",".336",".319","14593"
"Willie Calhoun","TEX","337","258","89.7","111.9","17.6","14","5.4%","105","40.7%",".269",".256",".524",".439",".351",".323","17838"
"Mike Yastrzemski","SFG","411","268","89.6","108.5","19.3","27","10.1%","115","42.9%",".272",".252",".518",".504",".353",".342","14854"
"Jordan Luplow","CLE","261","165","89.6","108.8","16.1","19","11.5%","64","38.8%",".276",".247",".551",".474",".383",".352","16424"
"Josh Naylor","SDP","279","190","89.6","115.1","4.5","12","6.3%","69","36.3%",".249",".238",".403",".380",".306",".298","18839"
"Avisail Garcia","TBR","530","367","89.5","116.2","9.8","39","10.6%","148","40.3%",".282",".271",".464",".492",".334",".343","5760"
"Kole Calhoun","LAA","632","393","89.5","110.1","14.9","42","10.7%","164","41.7%",".232",".241",".467",".471",".330",".339","11200"
"Welington Castillo","CHW","251","158","89.5","110.7","13.2","16","10.1%","67","42.4%",".209",".218",".417",".426",".287",".300","3256"
"Bryan Reynolds","PIT","546","373","89.5","112.1","9.4","25","6.7%","153","41.0%",".314",".293",".503",".474",".371",".359","19326"
"Mike Moustakas","MIL","584","427","89.5","112.9","17.4","43","10.1%","173","40.5%",".254",".260",".516",".503",".348",".350","4892"
"Kevan Smith","LAA","211","155","89.5","110.1","5.7","8","5.2%","64","41.3%",".251",".289",".393",".452",".305",".348","12284"
"Brandon Dixon","DET","420","259","89.5","113.3","16.9","29","11.2%","104","40.2%",".248",".234",".435",".441",".303",".306","15214"
"Kyle Seager","SEA","443","309","89.5","107.1","18.4","22","7.1%","121","39.2%",".239",".258",".468",".487",".332",".350","9785"
"Nolan Arenado","COL","662","503","89.4","109.9","17.6","34","6.8%","189","37.6%",".315",".270",".583",".480",".392",".343","9777"
"Vladimir Guerrero Jr.","TOR","514","375","89.4","118.9","6.7","27","7.2%","145","38.7%",".272",".256",".433",".435",".329",".329","19611"
"Austin Riley","ATL","297","168","89.4","111.7","20.6","22","13.1%","75","44.6%",".226",".227",".471",".460",".307",".309","18360"
"Alex Verdugo","LAD","377","300","89.4","111.3","9.0","14","4.7%","117","39.0%",".294",".289",".475",".458",".341",".339","17027"
"Christian Vazquez","BOS","521","387","89.4","107.4","13.2","20","5.2%","152","39.3%",".276",".250",".477",".441",".331",".313","9774"
"Lorenzo Cain","MIL","623","461","89.4","110.4","6.8","19","4.1%","190","41.2%",".260",".287",".372",".414",".302",".335","9077"
"Cameron Maybin","NYY","269","167","89.4","110.5","11.8","16","9.6%","66","39.5%",".285",".253",".494",".453",".362",".339","5223"
"Jesus Aguilar","- - -","369","243","89.4","112.2","13.8","17","7.0%","93","38.3%",".236",".245",".389",".440",".307",".333","11342"
"Matt Beaty","LAD","268","216","89.4","114.3","10.3","10","4.6%","87","40.3%",".265",".272",".458",".422",".324",".319","17710"
"Amed Rosario","NYM","655","497","89.4","110.3","8.8","20","4.0%","195","39.2%",".287",".283",".432",".416",".318",".317","15518"
"Brandon Nimmo","NYM","254","132","89.3","109.9","12.2","7","5.3%","47","35.6%",".221",".219",".407",".353",".340",".334","12927"
"Eugenio Suarez","CIN","662","392","89.3","112.3","17.7","50","12.8%","157","40.1%",".271",".247",".572",".500",".381",".355","12552"
"Niko Goodrum","DET","472","287","89.3","109.4","13.0","17","5.9%","119","41.5%",".248",".236",".421",".386",".315",".303","12092"
"Yuli Gurriel","HOU","612","505","89.3","110.6","14.3","16","3.2%","189","37.4%",".298",".280",".541",".415",".364",".321","19198"
"Randal Grichuk","TOR","628","425","89.3","112.6","16.0","37","8.7%","169","39.8%",".232",".236",".457",".428",".307",".304","10243"
"Alex Bregman","HOU","690","479","89.3","107.4","19.6","22","4.6%","178","37.2%",".296",".263",".592",".453",".418",".373","17678"
"Jose Osuna","PIT","285","218","89.2","110.2","9.8","11","5.0%","80","36.7%",".264",".268",".456",".446",".320",".329","12937"
"Jacob Stallings","PIT","210","152","89.2","106.1","11.4","8","5.3%","56","36.8%",".262",".260",".382",".427",".297",".316","13723"
"Eddie Rosario","MIN","590","482","89.2","108.6","16.8","37","7.7%","172","35.7%",".276",".260",".500",".494",".329",".327","12155"
"Michael Conforto","NYM","648","405","89.2","112.2","15.9","44","10.9%","158","39.0%",".257",".262",".494",".507",".358",".371","16376"
"Logan Forsythe","TEX","367","220","89.2","107.1","12.4","11","5.0%","87","39.5%",".227",".234",".353",".401",".298",".320","7185"
"Jose Ramirez","CLE","542","414","89.2","112.1","19.8","25","6.0%","148","35.7%",".255",".267",".479",".461",".334",".342","13510"
"Stephen Piscotty","OAK","393","277","89.2","111.2","12.5","21","7.6%","111","40.1%",".249",".248",".412",".431",".306",".318","13367"
"Jesse Winker","CIN","384","278","89.2","110.8","7.2","12","4.3%","111","39.9%",".269",".274",".473",".435",".351",".346","13590"
"Kevin Kiermaier","TBR","480","345","89.2","111.4","6.9","19","5.5%","130","37.7%",".228",".243",".398",".395",".284",".296","11038"
"Mark Canha","OAK","497","305","89.1","110.9","15.2","27","8.9%","124","40.7%",".273",".245",".517",".465",".386",".362","11445"
"Gleyber Torres","NYY","604","424","89.1","109.6","17.7","40","9.4%","153","36.1%",".278",".257",".535",".492",".358",".340","16997"
"Andrew Benintendi","BOS","615","409","89.1","107.7","17.3","29","7.1%","154","37.7%",".266",".262",".431",".456",".330",".339","17901"
"Asdrubal Cabrera","- - -","514","351","89.1","108.4","14.4","20","5.7%","124","35.3%",".260",".238",".441",".408",".331",".317","4962"
"Nomar Mazara","TEX","469","327","89.1","114.6","10.7","31","9.5%","127","38.8%",".268",".266",".469",".483",".327",".338","14553"
"Dwight Smith Jr.","BAL","392","280","89.1","114.3","7.3","10","3.6%","110","39.3%",".241",".236",".412",".369",".299",".290","13473"
"Travis Shaw","MIL","270","141","89.1","113.0","24.5","9","6.4%","53","37.6%",".157",".186",".270",".340",".248",".285","11982"
"Chris Davis","BAL","352","171","89.1","108.4","14.1","15","8.8%","67","39.2%",".179",".202",".326",".369",".263",".292","9272"
"Garrett Cooper","MIA","421","273","89.1","113.5","4.5","24","8.8%","110","40.3%",".281",".270",".446",".467",".337",".345","15279"
"Maikel Franco","PHI","428","331","89.1","114.1","14.8","22","6.6%","127","38.4%",".234",".245",".409",".420",".281",".298","12179"
"Carlos Correa","HOU","321","209","89.0","112.8","12.5","26","12.4%","84","40.2%",".279",".282",".568",".552",".380",".392","14162"
"Nick Castellanos","- - -","664","475","89.0","111.2","14.0","48","10.1%","196","41.3%",".289",".279",".525",".541",".357",".364","11737"
"Jeff McNeil","NYM","567","436","89.0","107.2","13.8","19","4.4%","160","36.7%",".318",".283",".531",".465",".384",".350","15362"
"Domingo Santana","SEA","507","291","89.0","109.5","11.3","35","12.0%","118","40.5%",".253",".250",".441",".478",".326",".342","10348"
"Anthony Rizzo","CHC","613","429","89.0","113.4","12.6","28","6.5%","158","36.8%",".293",".297",".520",".487",".390",".388","3473"
"Ronny Rodriguez","DET","294","199","88.9","111.1","16.2","14","7.0%","80","40.2%",".221",".220",".438",".429",".283",".287","11875"
"Carson Kelly","ARI","365","236","88.9","109.1","14.2","19","8.1%","95","40.3%",".245",".249",".478",".460",".339",".340","13620"
"Marcus Semien","OAK","747","556","88.9","108.2","14.9","41","7.4%","209","37.6%",".285",".272",".522",".495",".373",".363","12533"
"Ty France","SDP","201","136","88.9","110.4","15.1","8","5.9%","58","42.6%",".234",".228",".402",".390",".296",".294","17982"
"Jonathan Villar","BAL","714","473","88.9","114.0","8.1","31","6.6%","175","37.0%",".274",".246",".453",".412",".335",".315","10071"
"Adam Eaton","WSN","656","472","88.9","110.7","15.3","17","3.6%","162","34.3%",".279",".256",".428",".406",".342",".328","11205"
"Cavan Biggio","TOR","430","234","88.9","104.6","20.1","18","7.7%","93","39.7%",".234",".239",".429",".424",".343",".346","19252"
"Ozzie Albies","ATL","702","532","88.9","110.8","15.6","33","6.2%","181","34.0%",".295",".286",".500",".486",".354",".349","16556"
"Jose Martinez","STL","373","254","88.9","110.8","6.9","16","6.3%","99","39.0%",".269",".273",".410",".469",".323",".348","7996"
"Danny Jansen","TOR","384","270","88.9","111.4","16.3","16","5.9%","108","40.0%",".207",".247",".360",".419",".275",".315","16535"
"Joey Votto","CIN","608","405","88.9","109.5","15.2","26","6.4%","151","37.3%",".261",".259",".411",".446",".332",".347","4314"
"Harold Ramirez","MIA","446","332","88.9","113.0","3.8","17","5.1%","115","34.6%",".276",".268",".416",".408",".308",".307","14387"
"Cheslor Cuthbert","KCR","330","242","88.9","111.4","14.9","11","4.5%","91","37.6%",".246",".249",".379",".382",".287",".293","10473"
"Ryan Cordell","CHW","247","156","88.9","109.2","19.5","10","6.4%","50","32.1%",".221",".208",".355",".357",".279",".276","15181"
"Michael Brantley","HOU","637","513","88.8","108.9","10.6","27","5.3%","187","36.5%",".311",".293",".503",".473",".367",".357","4106"
"Brian McCann","ATL","316","230","88.8","108.2","11.3","13","5.7%","81","35.2%",".249",".237",".412",".400",".311",".313","4810"
"Jason Heyward","CHC","589","406","88.8","111.8","11.3","20","4.9%","147","36.2%",".251",".255",".429",".396",".328",".323","4940"
"Daniel Vogelbach","SEA","558","315","88.8","113.1","17.1","31","9.8%","119","37.8%",".208",".224",".439",".440",".333",".345","14130"
"Corey Seager","LAD","541","395","88.8","109.7","14.3","25","6.3%","149","37.7%",".272",".257",".483",".459",".340",".331","13624"
"Adalberto Mondesi","KCR","443","292","88.8","108.4","9.9","21","7.2%","99","33.9%",".263",".234",".424",".383",".298",".284","13769"
"Freddy Galvis","- - -","589","415","88.8","105.6","14.7","18","4.3%","151","36.4%",".260",".235",".438",".384",".307",".280","6609"
"Curtis Granderson","MIA","363","221","88.8","107.0","19.4","13","5.9%","77","34.8%",".183",".214",".356",".387",".275",".306","4747"
"Charlie Blackmon","COL","634","481","88.7","110.6","14.5","38","7.9%","194","40.3%",".314",".295",".576",".525",".387",".367","7859"
"Mike Tauchman","NYY","296","190","88.7","109.8","11.3","12","6.3%","74","38.9%",".277",".246",".504",".407",".364",".322","15274"
"Michael Chavis","BOS","382","220","88.7","113.8","11.3","20","9.1%","76","34.5%",".254",".220",".444",".403",".323",".298","17321"
"David Dahl","COL","413","271","88.7","107.1","11.1","27","10.0%","107","39.5%",".302",".267",".524",".485",".364",".342","13744"
"Alex Gordon","KCR","633","463","88.7","110.6","9.3","25","5.4%","178","38.4%",".266",".255",".396",".422",".319",".330","5209"
"Starling Marte","PIT","586","451","88.6","111.6","8.2","36","8.0%","171","37.9%",".295",".297",".503",".507",".353",".362","9241"
"Buster Posey","SFG","445","336","88.6","107.6","9.1","13","3.9%","122","36.3%",".257",".248",".368",".408",".298",".310","9166"
"Matt Adams","WSN","333","196","88.6","112.1","19.6","28","14.3%","86","43.9%",".226",".228",".465",".479",".306",".320","9393"
"Starlin Castro","MIA","676","534","88.5","113.3","11.0","29","5.4%","201","37.6%",".270",".268",".436",".435",".307",".314","4579"
"Isan Diaz","MIA","201","121","88.5","104.0","18.2","9","7.4%","39","32.2%",".173",".177",".307",".317",".248",".257","17922"
"Austin Romine","NYY","240","180","88.5","111.4","10.9","12","6.7%","72","40.0%",".281",".259",".439",".429",".315",".306","5491"
"Hernan Perez","MIL","246","169","88.5","111.8","9.2","7","4.1%","60","35.5%",".228",".216",".379",".334",".271",".256","5751"
"Willson Contreras","CHC","409","260","88.5","113.1","7.5","29","11.2%","108","41.5%",".272",".247",".533",".482",".368",".347","11609"
"Willy Adames","TBR","584","382","88.5","110.9","10.7","31","8.1%","136","35.6%",".254",".250",".418",".437",".313",".320","15986"
