"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Paulo Orlando","KCR","251","191","87.9","112.8","10.3","10","5.2%","72","37.7%",".249",".261",".444",".411",".303",".302","8628"
"Justin Maxwell","SFG","274","175","87.9","110.7","9.8","8","4.6%","56","32.0%",".209",".213",".341",".358",".271",".283","6827"
"Leonys Martin","TEX","310","223","87.9","110.2","8.7","4","1.8%","67","30.0%",".219",".215",".313",".300",".254",".253","11846"
"Ike Davis","OAK","239","172","87.8","110.4","5.9","9","5.2%","68","39.5%",".229",".238",".350",".373",".288",".309","8433"
"Tyler Collins","DET","207","150","87.8","109.0","14.2","8","5.3%","47","31.3%",".266",".243",".417",".392",".318",".303","12723"
"Starling Marte","PIT","633","464","87.8","111.9","5.5","31","6.7%","163","35.1%",".287",".276",".444",".455",".337",".344","9241"
"Yonder Alonso","SDP","402","309","87.8","107.8","7.4","10","3.2%","103","33.3%",".282",".263",".381",".377",".327",".325","2530"
"Kurt Suzuki","MIN","479","384","87.7","105.8","13.7","3","0.8%","112","29.2%",".240",".249",".314",".341",".269",".286","8259"
"Eddie Rosario","MIN","474","341","87.7","106.2","14.5","17","5.0%","105","30.8%",".267",".224",".459",".379",".316",".270","12155"
"Caleb Joseph","BAL","355","253","87.7","108.3","16.3","13","5.1%","79","31.2%",".234",".248",".394",".414",".301",".319","7087"
"A.J. Ellis","LAD","217","146","87.7","108.5","9.8","8","5.5%","48","32.9%",".238",".243",".403",".409",".336",".342","5677"
"Denard Span","WSN","275","223","87.7","109.0","7.0","5","2.2%","73","32.7%",".301",".312",".431",".429",".348",".360","8347"
"Victor Martinez","DET","485","395","87.7","108.9","15.0","12","3.0%","131","33.2%",".245",".270",".366",".437",".286",".330","393"
"Kevin Kiermaier","TBR","535","414","87.6","112.2","9.1","10","2.4%","127","30.7%",".263",".268",".420",".378",".309",".302","11038"
"Adeiny Hechavarria","MIA","499","396","87.6","107.1","7.5","4","1.0%","122","30.8%",".281",".255",".374",".348",".298",".281","10459"
"Yan Gomes","CLE","389","265","87.5","107.7","17.7","17","6.4%","87","32.8%",".231",".241",".391",".419",".283",".303","9627"
"Eric Campbell","NYM","206","139","87.5","106.6","9.1","4","2.9%","50","36.0%",".197",".282",".295",".416",".277",".356","6938"
"Martin Maldonado","MIL","256","167","87.5","109.8","11.0","4","2.4%","50","29.9%",".210",".185",".293",".271",".254",".240","6887"
"Michael Cuddyer","NYM","408","292","87.5","110.4","7.8","13","4.5%","90","30.8%",".259",".241",".391",".373",".306",".296","1534"
"Mark Reynolds","STL","432","263","87.4","114.1","13.0","22","8.4%","86","32.7%",".230",".195",".398",".370",".311",".290","7619"
"Aramis Ramirez","- - -","516","412","87.4","108.6","15.8","19","4.6%","141","34.2%",".246",".240",".423",".405",".309",".304","1002"
"Kolten Wong","STL","613","467","87.4","110.5","11.3","13","2.8%","157","33.6%",".262",".260",".386",".367",".310",".309","12532"
"Cory Spangenberg","SDP","345","240","87.3","110.6","4.8","3","1.3%","77","32.1%",".271",".253",".399",".346",".319",".298","12294"
"Salvador Perez","KCR","553","454","87.3","110.9","12.9","21","4.6%","146","32.2%",".260",".265",".426",".413",".300",".302","7304"
"Ryan Goins","TOR","428","305","87.3","106.5","4.5","7","2.3%","97","31.8%",".250",".229",".354",".324",".297",".285","9807"
"Elvis Andrus","TEX","661","535","87.3","109.8","10.2","7","1.3%","145","27.1%",".258",".249",".357",".336",".292",".288","8709"
"Ketel Marte","SEA","247","180","87.2","109.3","6.8","3","1.7%","50","27.8%",".283",".242",".402",".317",".330",".287","13613"
"Derek Dietrich","MIA","289","188","87.2","110.9","15.7","17","9.0%","67","35.6%",".256",".230",".456",".427",".346",".332","10542"
"Brian Dozier","MIN","704","488","87.2","108.9","19.0","27","5.5%","152","31.1%",".236",".220",".444",".380",".323",".299","9810"
"Cody Asche","PHI","456","315","87.2","109.0","14.8","18","5.7%","104","33.0%",".245",".240",".395",".384",".298",".295","11997"
"Gregor Blanco","SFG","372","271","87.2","108.5","10.2","6","2.2%","86","31.7%",".291",".267",".413",".387",".337",".325","3123"
"Dexter Fowler","CHC","690","447","87.2","110.1","12.2","18","4.0%","134","30.0%",".250",".231",".411",".347",".333",".307","4062"
"Gio Urshela","CLE","288","210","87.2","108.6","14.7","9","4.3%","71","33.8%",".225",".249",".330",".372",".270",".298","10681"
"J.J. Hardy","BAL","437","329","87.2","107.3","9.6","5","1.5%","101","30.7%",".219",".211",".311",".298",".248",".246","3797"
"Daniel Descalso","COL","209","144","87.1","105.6","13.2","4","2.8%","37","25.7%",".205",".193",".324",".279",".259",".242","8392"
"Jordy Mercer","PIT","430","328","87.1","107.8","8.4","6","1.8%","95","29.0%",".244",".262",".320",".362",".265",".294","6547"
"Derek Norris","SDP","557","385","87.1","112.1","14.0","7","1.8%","135","35.1%",".250",".220",".404",".325",".309",".270","6867"
"Jace Peterson","ATL","597","418","87.1","110.0","9.8","13","3.1%","110","26.3%",".239",".245",".335",".359",".287",".305","12325"
"Conor Gillaspie","- - -","253","192","87.1","107.0","9.7","3","1.6%","51","26.6%",".228",".224",".359",".324",".269",".261","9009"
"Andres Blanco","PHI","261","192","87.1","106.9","10.3","10","5.2%","51","26.6%",".292",".263",".502",".410",".372",".332","1907"
"Marcus Semien","OAK","601","426","87.1","106.9","13.5","16","3.8%","122","28.6%",".257",".240",".405",".380",".311",".298","12533"
"Matt Wieters","BAL","282","194","87.0","107.8","11.7","10","5.2%","63","32.5%",".267",".252",".422",".412",".321",".319","4298"
"Tim Beckham","TBR","223","138","87.0","109.5","8.7","8","5.8%","52","37.7%",".222",".220",".429",".359",".300",".282","7949"
"Domonic Brown","PHI","204","153","87.0","110.6","12.5","6","3.9%","43","28.1%",".228",".222",".349",".328",".280",".274","3154"
"Brandon Guyer","TBR","385","275","87.0","108.1","13.5","9","3.3%","80","29.1%",".265",".236",".413",".362",".342",".317","2636"
"Will Venable","- - -","390","257","87.0","115.2","3.9","6","2.3%","85","33.1%",".244",".227",".350",".312",".296",".279","211"
"Robinson Chirinos","TEX","273","178","87.0","109.7","16.2","14","7.9%","60","33.7%",".232",".226",".438",".415",".332",".325","3142"
"Kelly Johnson","- - -","335","231","87.0","108.7","12.6","17","7.4%","78","33.8%",".265",".236",".435",".401",".323",".301","2234"
"Stephen Vogt","OAK","511","356","86.9","109.4","16.4","16","4.5%","107","30.1%",".261",".248",".443",".399",".335",".322","5000"
"Chris Owings","ARI","552","381","86.9","107.6","14.5","10","2.6%","95","24.9%",".227",".227",".322",".325",".255",".261","10030"
"Alex Guerrero","LAD","230","164","86.9","107.0","14.7","11","6.7%","55","33.5%",".233",".233",".434",".397",".297",".287","15670"
"Jean Segura","MIL","584","472","86.9","109.6","4.3","4","0.8%","125","26.5%",".257",".238",".336",".318",".268",".258","5933"
"Sean Rodriguez","PIT","240","166","86.9","111.7","8.5","9","5.4%","43","25.9%",".246",".212",".362",".350",".281",".266","6589"
"Steve Pearce","BAL","325","226","86.9","108.3","19.5","12","5.3%","72","31.9%",".218",".209",".422",".363",".308",".286","9957"
"Brandon Barnes","COL","281","190","86.9","108.3","10.9","2","1.1%","47","24.7%",".251",".224",".341",".310",".287",".269","629"
"Joe Panik","SFG","432","347","86.8","106.7","11.5","7","2.0%","102","29.4%",".312",".280",".455",".395",".363",".334","11936"
"Charlie Blackmon","COL","682","511","86.8","110.1","15.0","16","3.1%","148","29.0%",".287",".261",".450",".391",".345",".318","7859"
"Cliff Pennington","- - -","249","172","86.8","104.5","13.1","5","2.9%","45","26.2%",".210",".225",".281",".318",".260",".287","3395"
"Addison Russell","CHC","523","329","86.8","109.2","15.3","15","4.6%","95","28.9%",".242",".204",".389",".331",".304",".269","14106"
"Nick Swisher","- - -","260","168","86.8","106.0","8.3","4","2.4%","49","29.2%",".196",".192",".320",".304",".285",".282","4599"
"Alejandro De Aza","- - -","365","245","86.8","105.4","14.7","7","2.9%","57","23.3%",".262",".238",".422",".357",".326",".298","3371"
"Mike Aviles","CLE","317","258","86.8","106.4","10.8","2","0.8%","79","30.6%",".231",".246",".317",".323",".266",".281","5986"
"David DeJesus","- - -","317","238","86.8","109.1","12.6","4","1.7%","63","26.5%",".233",".246",".330",".342",".278",".293","1825"
"Chase Headley","NYY","642","449","86.8","109.9","11.7","20","4.5%","146","32.5%",".259",".261",".369",".399",".307",".323","4720"
"Blake Swihart","BOS","309","213","86.8","111.2","10.1","6","2.8%","57","26.8%",".274",".254",".392",".348",".312",".290","13176"
"Jose Ramirez","CLE","355","283","86.7","106.7","11.6","5","1.8%","68","24.0%",".219",".240",".340",".336",".280",".292","13510"
"Rajai Davis","DET","370","269","86.7","109.4","12.5","7","2.6%","75","27.9%",".258",".234",".440",".341",".320",".281","3708"
"Jacoby Ellsbury","NYY","501","373","86.6","108.6","11.7","11","2.9%","107","28.7%",".257",".251",".345",".339",".294",".298","4727"
"Brock Holt","BOS","509","363","86.6","107.2","7.9","2","0.6%","88","24.2%",".280",".253",".379",".331",".322",".299","9345"
"Eduardo Escobar","MIN","446","330","86.5","107.6","14.0","19","5.8%","78","23.6%",".262",".243",".445",".400",".323",".304","6153"
"Wilmer Flores","NYM","510","424","86.4","110.0","14.5","8","1.9%","108","25.5%",".263",".236",".408",".339",".304",".270","5827"
"Stephen Drew","NYY","428","319","86.4","107.2","16.9","9","2.8%","81","25.4%",".201",".202",".381",".317",".284",".267","4251"
"Andrelton Simmons","ATL","583","490","86.4","108.9","3.5","4","0.8%","142","29.0%",".265",".274",".338",".355",".290",".305","10847"
"Josh Harrison","PIT","449","352","86.4","104.7","12.0","5","1.4%","87","24.7%",".287",".252",".390",".355",".313",".287","8202"
"Danny Santana","MIN","277","200","86.4","109.7","6.1","1","0.5%","47","23.5%",".215",".200",".291",".248",".231",".214","10322"
"Andre Ethier","LAD","445","323","86.3","110.9","11.0","19","5.9%","105","32.5%",".294",".286",".486",".471",".366",".365","6265"
"Yadier Molina","STL","530","439","86.3","105.1","10.4","8","1.8%","112","25.5%",".270",".238",".350",".329",".287",".270","7007"
"Marlon Byrd","- - -","544","366","86.3","108.8","12.2","29","7.9%","114","31.1%",".247",".238",".453",".435",".317",".311","950"
"Ivan De Jesus","CIN","222","147","86.3","102.9","4.8","3","2.0%","43","29.3%",".244",".243",".373",".360",".301",".302","9886"
"Danny Espinosa","WSN","412","267","86.3","109.0","12.6","16","6.0%","77","28.8%",".240",".201",".409",".335",".310",".272","9219"
"Starlin Castro","CHC","578","461","86.3","113.2","7.1","18","3.9%","128","27.8%",".265",".241",".375",".370",".288",".280","4579"
"Hernan Perez","- - -","272","208","86.2","108.0","12.3","2","1.0%","58","27.9%",".243",".241",".327",".349",".251",".263","5751"
"Angel Pagan","SFG","551","425","86.2","110.7","11.8","2","0.5%","95","22.4%",".262",".252",".332",".331",".280",".281","2918"
"Brandon Phillips","CIN","623","524","86.2","108.2","10.6","10","1.9%","136","26.0%",".294",".290",".395",".390",".315",".316","791"
"Jon Jay","STL","245","179","86.2","111.5","2.4","3","1.7%","52","29.1%",".210",".240",".257",".309",".253",".289","5227"
"Tyler Saladino","CHW","254","189","86.2","106.5","6.6","4","2.1%","64","33.9%",".225",".249",".335",".342",".264",".284","10807"
"Kole Calhoun","LAA","686","472","86.2","108.9","11.6","30","6.4%","152","32.2%",".256",".246",".422",".421",".317",".317","11200"
"Carlos Perez","LAA","283","215","86.2","106.4","12.2","2","0.9%","51","23.7%",".250",".235",".346",".318",".284",".272","10642"
"Jose Altuve","HOU","689","580","86.1","106.5","11.1","19","3.3%","165","28.4%",".313",".262",".459",".382",".347",".300","5417"
"Ian Kinsler","DET","675","549","86.1","105.5","17.7","14","2.6%","145","26.4%",".296",".274",".428",".383",".335",".311","6195"
"Freddy Galvis","PHI","603","467","86.1","104.0","13.3","8","1.7%","102","21.8%",".263",".237",".343",".330",".283",".272","6609"
"Nick Ahmed","ARI","459","348","86.0","107.2","12.4","4","1.1%","77","22.1%",".226",".218",".359",".307",".276",".259","12147"
"Rene Rivera","TBR","319","219","85.9","109.4","16.7","11","5.0%","61","27.9%",".178",".192",".275",".332",".215",".247","3648"
"Cesar Hernandez","PHI","452","324","85.9","107.2","6.1","4","1.2%","87","26.9%",".272",".249",".348",".324",".306",".293","10556"
"Zack Cozart","CIN","214","169","85.9","102.8","17.0","3","1.8%","39","23.1%",".258",".246",".459",".356",".328",".295","2616"
"Jimmy Rollins","LAD","563","433","85.8","115.5","16.4","11","2.5%","100","23.1%",".224",".233",".358",".339",".283",".285","971"
"Kevin Pillar","TOR","628","510","85.8","112.4","14.0","9","1.8%","132","25.9%",".278",".259",".399",".354",".310",".290","12434"
"Johnny Giavotella","LAA","502","409","85.8","110.7","10.0","4","1.0%","80","19.6%",".272",".259",".375",".337",".303",".291","6740"
"Michael Bourn","- - -","482","329","85.8","106.7","9.3","5","1.5%","61","18.5%",".238",".231",".282",".305",".269",".279","6387"
"Delino DeShields","TEX","492","335","85.8","108.4","10.0","4","1.2%","74","22.1%",".261",".220",".374",".303",".317",".283","11379"
"Jake Marisnick","HOU","372","244","85.7","110.8","13.9","13","5.3%","65","26.6%",".236",".211",".383",".340",".288",".266","11339"
"Lonnie Chisenhall","CLE","362","269","85.7","108.9","16.5","9","3.3%","81","30.1%",".246",".244",".372",".366",".288",".289","7571"
"Josh Phegley","OAK","243","175","85.7","107.6","15.6","6","3.4%","48","27.4%",".249",".229",".449",".362",".323",".286","9308"
"Ryan Hanigan","BOS","201","138","85.7","106.4","9.2","1","0.7%","31","22.5%",".247",".228",".328",".294",".301",".286","4952"
"Erick Aybar","LAA","638","536","85.7","108.1","6.6","4","0.7%","103","19.2%",".270",".275",".338",".352",".280",".294","4082"
"Matt Joyce","LAA","284","183","85.7","107.7","16.1","6","3.3%","52","28.4%",".174",".198",".291",".297",".255",".270","3353"
"Skip Schumaker","CIN","268","194","85.7","105.3","5.4","1","0.5%","44","22.7%",".242",".248",".336",".335",".282",".289","3704"
"Chris Young","NYY","356","250","85.6","109.6","19.2","12","4.8%","65","26.0%",".252",".227",".453",".360",".332",".292","3882"
"Tucker Barnhart","CIN","274","202","85.6","104.1","8.5","1","0.5%","39","19.3%",".252",".241",".326",".307",".284",".279","10200"
"Andrew Romine","DET","203","143","85.6","104.1","3.8","0","0.0%","31","21.7%",".255",".214",".315",".256",".276",".239","1159"
"Brayan Pena","CIN","367","302","85.6","104.9","8.0","1","0.3%","52","17.2%",".273",".241",".324",".293",".295",".275","3231"
"Alexi Amarista","SDP","357","277","85.6","104.1","11.2","3","1.1%","45","16.2%",".204",".215",".287",".295",".236",".250","9063"
"Peter Bourjos","STL","225","141","85.5","108.8","13.0","5","3.5%","35","24.8%",".200",".214",".333",".306",".271",".272","2578"
"Ender Inciarte","ARI","561","473","85.5","107.3","6.8","3","0.6%","93","19.7%",".303",".258",".408",".335",".325",".286","4922"
"James Loney","TBR","388","330","85.5","109.7","12.1","3","0.9%","71","21.5%",".280",".268",".357",".350",".294",".293","4556"
"Eric Sogard","OAK","401","326","85.5","107.5","11.5","1","0.3%","61","18.7%",".247",".255",".304",".313",".266",".276","7927"
"Yolmer Sanchez","CHW","420","315","85.4","105.9","6.6","4","1.3%","65","20.6%",".224",".236",".326",".303",".262",".263","11602"
"Didi Gregorius","NYY","578","449","85.4","107.2","10.4","5","1.1%","110","24.5%",".265",".253",".370",".334",".303",".291","6012"
"A.J. Pierzynski","ATL","436","373","85.4","110.0","10.6","11","2.9%","95","25.5%",".300",".277",".430",".400",".333",".318","746"
"Nori Aoki","SFG","392","331","85.3","104.9","1.6","2","0.6%","64","19.3%",".287",".250",".380",".315",".326",".292","13075"
"Sam Fuld","OAK","325","238","85.2","104.0","3.3","1","0.4%","53","22.3%",".197",".215",".293",".277",".255",".263","8254"
"Scooter Gennett","MIL","391","307","85.2","103.6","11.5","2","0.7%","70","22.8%",".264",".232",".381",".316",".289",".252","10339"
"Ruben Tejada","NYM","407","294","85.0","103.9","12.5","5","1.7%","69","23.5%",".261",".268",".350",".373",".303",".321","5519"
"Carlos Ruiz","PHI","320","245","84.9","104.3","10.1","4","1.6%","43","17.6%",".211",".236",".285",".326",".259",".289","2579"
"Elian Herrera","MIL","277","187","84.8","107.0","15.5","4","2.1%","48","25.7%",".242",".234",".395",".357",".296",".282","5432"
"Alexei Ramirez","CHW","622","522","84.7","107.2","8.6","5","1.0%","116","22.2%",".249",".244",".357",".314",".279",".268","5133"
"Gordon Beckham","CHW","237","173","84.7","105.6","11.4","2","1.2%","40","23.1%",".209",".209",".332",".278",".267",".253","9015"
"Jose Reyes","- - -","519","431","84.6","108.4","13.4","1","0.2%","80","18.6%",".274",".245",".378",".303",".300",".265","1736"
"Alcides Escobar","KCR","662","553","84.6","106.2","9.7","5","0.9%","91","16.5%",".257",".262",".320",".329",".271",".281","6310"
"Jason Bourgeois","CIN","212","164","84.6","104.3","5.1","1","0.6%","36","22.0%",".240",".222",".332",".278",".278",".256","2225"
"Dee Strange-Gordon","MIA","653","535","84.4","106.9","2.0","5","0.9%","92","17.2%",".333",".267",".418",".340",".337",".283","8203"
"Omar Infante","KCR","455","377","84.2","104.7","14.4","3","0.8%","78","20.7%",".220",".241",".318",".308",".238",".251","1609"
"Alberto Callaspo","- - -","261","199","84.2","101.2","12.5","0","0.0%","35","17.6%",".235",".239",".278",".307",".270",".286","3336"
"Jarrod Dyson","KCR","225","170","83.8","105.3","4.5","1","0.6%","32","18.8%",".250",".239",".380",".293",".302",".274","4866"
"Jose Iglesias","DET","454","379","83.7","108.6","4.5","0","0.0%","68","17.9%",".300",".250",".370",".298",".315",".272","10231"
"Clint Barmes","SDP","224","155","83.7","103.8","20.3","3","1.9%","25","16.1%",".232",".202",".353",".284",".275",".238","1830"
"Billy Hamilton","CIN","454","350","83.7","104.2","11.0","2","0.6%","30","8.6%",".226",".224",".289",".280",".251",".255","10199"
"Shane Victorino","- - -","204","151","83.4","108.6","17.4","0","0.0%","27","17.9%",".230",".231",".292",".285",".271",".275","1677"
"Ichiro Suzuki","MIA","438","356","83.3","106.9","3.2","2","0.6%","49","13.8%",".229",".228",".279",".279",".250",".256","1101"
"Billy Burns","OAK","555","442","83.2","104.8","8.2","0","0.0%","63","14.3%",".294",".239",".392",".288",".317",".260","12701"
"Ben Revere","- - -","634","536","83.1","111.4","5.0","0","0.0%","76","14.2%",".306",".283",".377",".345",".316",".298","4712"
