"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Manny Machado","BAL","713","528","91.4","114.9","12.9","39","7.4%","218","41.3%",".286",".262",".502",".447",".370",".345","11493"
"Alex Rodriguez","NYY","620","385","91.3","116.5","12.2","41","10.6%","167","43.4%",".250",".247",".486",".495",".361",".368","1274"
"Ryan Howard","PHI","503","333","91.3","110.7","14.9","37","11.1%","150","45.0%",".229",".268",".443",".520",".308",".359","2154"
"J.D. Martinez","DET","657","421","91.3","113.2","16.2","67","15.9%","203","48.2%",".282",".280",".535",".593",".372",".396","6184"
"Alex Avila","DET","219","113","91.2","109.0","13.2","10","8.8%","55","48.7%",".191",".235",".287",".428",".294",".358","7476"
"Chris Carter","HOU","460","246","91.2","113.8","21.2","37","15.0%","114","46.3%",".199",".203",".427",".443",".319",".331","9911"
"Joc Pederson","LAD","585","314","91.2","114.3","13.6","35","11.1%","142","45.2%",".210",".215",".417",".431",".335",".348","11899"
"Justin Smoak","TOR","328","211","91.0","111.1","11.4","27","12.8%","98","46.4%",".226",".245",".470",".486",".331",".346","9054"
"Robinson Cano","SEA","674","521","91.0","112.5","5.5","36","6.9%","238","45.7%",".287",".295",".446",".476",".335",".356","3269"
"Jose Abreu","CHW","668","474","91.0","114.9","9.7","42","8.9%","197","41.6%",".290",".270",".502",".456",".361",".338","15676"
"Shin-Soo Choo","TEX","653","415","90.9","111.5","7.7","32","7.7%","182","43.9%",".276",".254",".463",".444",".365",".357","3174"
"Prince Fielder","TEX","693","530","90.9","114.9","9.9","29","5.5%","235","44.3%",".305",".277",".463",".455",".360",".350","4613"
"Ian Desmond","WSN","641","406","90.8","114.4","6.5","26","6.4%","166","40.9%",".233",".218",".384",".362",".294",".286","6885"
"Justin Bour","MIA","446","309","90.8","115.0","9.0","25","8.1%","133","43.0%",".262",".238",".479",".426",".343",".317","9744"
"Dustin Ackley","- - -","264","200","90.8","109.6","12.0","10","5.0%","85","42.5%",".231",".253",".429",".432",".305",".323","10099"
"Albert Pujols","LAA","661","533","90.7","114.0","14.2","38","7.1%","204","38.3%",".244",".268",".480",".481",".333",".346","1177"
"Yasmani Grandal","LAD","426","267","90.7","115.1","11.6","23","8.6%","113","42.3%",".234",".227",".403",".415",".335",".343","11368"
"Juan Lagares","NYM","465","358","90.7","112.7","8.2","5","1.4%","144","40.2%",".259",".248",".358",".340",".280",".275","5384"
"Ryan Raburn","CLE","201","130","90.7","110.1","11.6","12","9.2%","62","47.7%",".301",".262",".543",".495",".397",".370","2218"
"Michael Morse","- - -","256","153","90.6","115.6","0.3","13","8.5%","60","39.2%",".231",".237",".336",".416",".291",".326","3035"
"Freddie Freeman","ATL","481","320","90.6","110.0","14.5","33","10.3%","143","44.7%",".276",".308",".471",".575",".364",".418","5361"
"Nolan Arenado","COL","665","517","90.6","110.2","16.0","41","7.9%","204","39.5%",".287",".264",".575",".484",".371",".336","9777"
"Roberto Perez","CLE","226","127","90.6","112.0","3.3","11","8.7%","50","39.4%",".228",".211",".402",".372",".331",".328","2900"
"Andrew McCutchen","PIT","685","442","90.6","111.4","13.9","38","8.6%","195","44.1%",".292",".287",".488",".523",".380",".399","9847"
"Jarrod Saltalamacchia","- - -","227","133","90.6","111.3","19.7","18","13.5%","57","42.9%",".225",".232",".435",".490",".324",".348","5557"
"Carlos Beltran","NYY","531","399","90.6","112.8","15.6","17","4.3%","167","41.9%",".276",".274",".471",".448",".346",".346","589"
"John Jaso","TBR","216","148","90.6","109.4","7.7","13","8.8%","57","38.5%",".286",".292",".459",".504",".364",".395","5887"
"Jung Ho Kang","PIT","467","323","90.5","113.1","7.1","28","8.7%","150","46.4%",".287",".280",".461",".474",".356",".361","17182"
"Matt Holliday","STL","277","183","90.5","113.3","8.3","8","4.4%","73","39.9%",".279",".264",".410",".378",".351",".342","1873"
"Wilson Ramos","WSN","504","382","90.5","114.2","4.5","22","5.8%","170","44.5%",".229",".250",".358",".410",".265",".300","1433"
"DJ LeMahieu","COL","620","462","90.5","108.0","2.9","8","1.7%","184","39.8%",".301",".276",".388",".379",".327",".319","9874"
"Enrique Hernandez","LAD","218","159","90.4","109.2","11.0","7","4.4%","69","43.4%",".307",".268",".490",".431",".359",".324","10472"
"Mookie Betts","BOS","654","524","90.4","110.3","15.4","25","4.8%","195","37.2%",".291",".283",".479",".445",".351",".341","13611"
"Tyler Flowers","CHW","361","230","90.4","114.2","11.8","11","4.8%","90","39.1%",".239",".204",".356",".328",".288",".266","9134"
"Carlos Gonzalez","COL","608","428","90.3","117.1","9.2","41","9.6%","165","38.6%",".271",".257",".540",".466",".364",".340","7287"
"Brandon Crawford","SFG","561","392","90.3","110.6","8.4","32","8.2%","167","42.6%",".256",".262",".462",".484",".332",".349","5343"
"Anthony Rendon","WSN","355","245","90.3","108.3","10.1","12","4.9%","86","35.1%",".264",".255",".363",".388",".315",".327","12861"
"Howie Kendrick","LAD","495","384","90.3","111.6","1.2","13","3.4%","159","41.4%",".295",".285",".409",".411",".325",".325","4229"
"Lorenzo Cain","KCR","604","457","90.2","111.0","9.5","21","4.6%","174","38.1%",".307",".301",".477",".473",".360",".364","9077"
"Joey Votto","CIN","695","412","90.2","109.3","11.5","39","9.5%","175","42.5%",".314",".289",".541",".541",".427",".422","4314"
"Hanley Ramirez","BOS","430","334","90.1","116.6","6.7","23","6.9%","139","41.6%",".249",".256",".426",".408",".308",".314","8001"
"Hunter Pence","SFG","223","159","90.1","113.5","2.1","18","11.3%","62","39.0%",".275",".268",".478",".505",".347",".358","8252"
"Joey Butler","TBR","276","175","90.1","109.6","2.4","10","5.7%","69","39.4%",".276",".242",".416",".385",".325",".301","7799"
"Jimmy Paredes","BAL","384","254","90.1","113.8","8.0","13","5.1%","109","42.9%",".275",".239",".416",".378",".315",".287","5481"
"Troy Tulowitzki","- - -","534","376","90.0","112.1","12.7","20","5.3%","153","40.7%",".280",".256",".440",".416",".335",".319","3531"
"Geovany Soto","CHW","210","125","90.0","108.1","13.3","8","6.4%","52","41.6%",".219",".226",".406",".416",".311",".321","3707"
"Jayson Werth","WSN","378","253","90.0","112.7","15.4","19","7.5%","102","40.3%",".221",".246",".384",".428",".300",".331","1327"
"Chris Colabello","TOR","360","239","90.0","111.6","9.9","23","9.6%","106","44.4%",".321",".268",".520",".447",".381",".336","13051"
"Edwin Encarnacion","TOR","624","440","90.0","114.0","16.7","38","8.6%","193","43.9%",".277",".265",".557",".519",".392",".380","2151"
"Carlos Correa","HOU","432","313","90.0","115.1","8.0","25","8.0%","126","40.3%",".279",".280",".512",".482",".365",".360","14162"
"Brett Lawrie","OAK","602","425","90.0","112.4","7.3","21","4.9%","166","39.1%",".260",".249",".407",".398",".306",".302","5247"
"Darin Ruf","PHI","297","202","90.0","110.8","12.5","13","6.4%","85","42.1%",".235",".250",".414",".439",".311",".329","9929"
"Brad Miller","SEA","497","347","90.0","113.4","8.4","15","4.3%","139","40.1%",".258",".253",".402",".391",".319",".323","12775"
"Gregory Polanco","PIT","652","475","89.9","115.6","10.4","19","4.0%","188","39.6%",".256",".257",".381",".386",".304",".312","12907"
"George Springer","HOU","451","284","89.9","114.2","9.1","27","9.5%","118","41.5%",".276",".273",".459",".464",".360",".364","12856"
"Daniel Murphy","NYM","538","467","89.9","113.3","11.9","17","3.6%","177","37.9%",".281",".284",".449",".455",".325",".335","4316"
"Francisco Lindor","CLE","438","341","89.9","110.4","5.9","11","3.2%","125","36.7%",".313",".278",".482",".405",".358",".323","12916"
"Logan Morrison","SEA","511","379","89.9","113.6","11.6","23","6.1%","142","37.5%",".225",".257",".383",".436",".298",".338","9205"
"Khris Davis","MIL","440","273","89.8","110.8","12.5","38","13.9%","118","43.2%",".247",".228",".505",".492",".353",".344","9112"
"Justin Upton","SDP","620","389","89.8","113.9","16.2","37","9.5%","152","39.1%",".251",".231",".454",".426",".340",".327","5222"
"Jonathan Schoop","BAL","321","229","89.8","114.7","12.8","20","8.7%","93","40.6%",".279",".262",".482",".464",".338",".329","11265"
"Preston Tucker","HOU","323","232","89.8","112.1","10.0","12","5.2%","90","38.8%",".243",".249",".437",".402",".318",".311","13633"
"Clint Robinson","WSN","352","258","89.8","113.2","11.8","12","4.7%","92","35.7%",".272",".287",".424",".456",".340",".362","6908"
"Brandon Belt","SFG","556","349","89.8","109.4","16.0","34","9.7%","147","42.1%",".280",".274",".478",".508",".359",".373","10264"
"Trevor Plouffe","MIN","632","454","89.8","108.2","13.7","34","7.5%","176","38.8%",".244",".251",".435",".441",".321",".330","7462"
"Seth Smith","SEA","452","302","89.8","110.8","11.5","20","6.6%","127","42.1%",".248",".251",".443",".437",".331",".337","7331"
"Eric Hosmer","KCR","667","495","89.8","113.9","6.1","33","6.7%","201","40.6%",".297",".289",".459",".466",".355",".361","3516"
"Yunel Escobar","WSN","591","468","89.8","109.5","4.1","12","2.6%","170","36.3%",".314",".284",".415",".400",".348",".335","4191"
"Stephen Piscotty","STL","256","179","89.8","109.1","12.0","16","8.9%","73","40.8%",".305",".288",".494",".496",".364",".362","13367"
"Jay Bruce","CIN","649","444","89.7","111.4","15.5","35","7.9%","166","37.4%",".226",".242",".434",".444",".309",".325","9892"
"Kris Bryant","CHC","650","365","89.7","111.5","19.5","39","10.7%","163","44.7%",".275",".234",".488",".475",".371",".354","15429"
"Corey Dickerson","COL","234","168","89.7","111.8","14.5","16","9.5%","65","38.7%",".304",".278",".536",".500",".371",".350","10762"
"Melky Cabrera","CHW","683","553","89.6","111.0","9.6","12","2.2%","199","36.0%",".273",".274",".394",".371",".307",".306","4022"
"Mark Teixeira","NYY","462","312","89.6","111.2","15.6","27","8.7%","129","41.3%",".255",".254",".548",".494",".381",".372","1281"
"Evan Longoria","TBR","670","481","89.6","109.2","15.5","37","7.7%","189","39.3%",".270",".260",".435",".466",".327",".340","9368"
"Jake Lamb","ARI","390","256","89.6","109.3","11.6","14","5.5%","96","37.5%",".263",".257",".386",".390",".312",".320","13329"
"Wil Myers","SDP","253","170","89.6","112.5","9.5","11","6.5%","68","40.0%",".253",".246",".427",".422",".334",".335","10047"
"Adam LaRoche","CHW","484","298","89.6","109.2","13.2","22","7.4%","107","35.9%",".207",".211",".340",".376",".283",".301","1904"
"Colby Rasmus","HOU","485","282","89.6","110.3","21.3","24","8.5%","99","35.1%",".238",".213",".475",".414",".339",".310","9893"
"Todd Frazier","CIN","678","490","89.6","111.7","18.8","40","8.2%","189","38.6%",".255",".251",".498",".461",".342",".331","785"
"Austin Jackson","- - -","527","369","89.6","109.1","7.3","13","3.5%","147","39.8%",".267",".261",".385",".380",".305",".304","9848"
"Joe Mauer","MIN","666","486","89.5","107.6","4.4","16","3.3%","194","39.9%",".265",".275",".380",".426",".311",".338","1857"
"Matt Kemp","SDP","648","457","89.5","109.0","12.1","32","7.0%","183","40.0%",".265",".261",".443",".459",".325",".336","5631"
"Adam Lind","MIL","572","405","89.5","109.8","10.8","25","6.2%","146","36.0%",".277",".244",".460",".421",".351",".328","8027"
"Justin Turner","LAD","439","319","89.5","107.6","14.1","18","5.6%","121","37.9%",".294",".287",".491",".481",".371",".369","5235"
"Luis Valbuena","HOU","493","331","89.5","108.3","17.4","24","7.3%","129","39.0%",".224",".237",".438",".437",".325",".334","4969"
"Adrian Beltre","TEX","619","510","89.5","109.8","12.6","25","4.9%","205","40.2%",".287",".295",".453",".482",".337",".360","639"
"Brian McCann","NYY","535","375","89.5","112.6","17.5","16","4.3%","135","36.0%",".232",".221",".437",".381",".327",".307","4810"
"Mike Moustakas","KCR","614","482","89.4","112.5","15.2","26","5.4%","176","36.5%",".284",".264",".470",".436",".353",".339","4892"
"Curtis Granderson","NYM","682","433","89.4","109.6","18.4","33","7.6%","173","40.0%",".259",".258",".457",".461",".357",".363","4747"
"Chris Iannetta","LAA","317","192","89.4","112.8","16.0","12","6.3%","68","35.4%",".188",".189",".335",".340",".281",".287","8267"
"Shane Peterson","MIL","226","151","89.4","107.0","6.9","4","2.6%","60","39.7%",".259",".259",".353",".368",".299",".309","7423"
"Billy Butler","OAK","601","441","89.4","110.0","8.6","31","7.0%","177","40.1%",".251",".249",".390",".441",".311",".335","7399"
"Ryan Flaherty","BAL","301","190","89.3","112.1","10.2","9","4.7%","59","31.1%",".202",".190",".356",".336",".279",".272","7888"
"Russell Martin","TOR","507","340","89.3","111.5","9.2","25","7.4%","134","39.4%",".240",".235",".458",".415",".340",".333","4616"
"Jason Kipnis","CLE","641","468","89.3","106.4","9.2","13","2.8%","179","38.2%",".303",".293",".451",".429",".355",".349","9776"
"Kyle Seager","SEA","686","529","89.3","109.3","16.8","36","6.8%","183","34.6%",".266",".282",".451",".467",".335",".353","9785"
"Yasmany Tomas","ARI","426","297","89.3","112.6","5.1","10","3.4%","113","38.0%",".273",".242",".401",".356",".307",".280","17171"
"Welington Castillo","- - -","378","255","89.3","110.5","12.5","27","10.6%","93","36.5%",".237",".251",".453",".479",".321",".342","3256"
"Yasiel Puig","LAD","311","217","89.3","112.6","12.2","14","6.5%","80","36.9%",".255",".250",".436",".428",".328",".328","14225"
"Jackie Bradley Jr.","BOS","255","156","89.3","108.0","10.1","10","6.4%","61","39.1%",".249",".194",".498",".364",".355",".291","12984"
"Mark Canha","OAK","485","348","89.2","114.2","12.8","25","7.2%","127","36.5%",".254",".243",".426",".408",".323",".317","11445"
"Grady Sizemore","- - -","296","214","89.2","107.4","12.4","8","3.7%","77","36.0%",".253",".253",".381",".396",".302",".312","2197"
"Carlos Santana","CLE","666","433","89.2","111.4","12.5","29","6.7%","171","39.5%",".231",".241",".395",".408",".331",".346","2396"
"Jason Heyward","STL","610","462","89.2","111.2","4.7","13","2.8%","160","34.6%",".293",".263",".439",".374",".346",".317","4940"
"Nick Hundley","COL","389","291","89.1","108.6","11.5","9","3.1%","102","35.1%",".301",".243",".467",".363",".348",".288","3376"
"Brandon Moss","- - -","526","324","89.1","113.7","19.8","37","11.4%","128","39.5%",".226",".232",".407",".464",".308",".336","4467"
"Martin Prado","MIA","551","441","89.0","109.7","9.1","9","2.0%","147","33.3%",".288",".274",".394",".373",".318",".312","3312"
"Jed Lowrie","HOU","263","189","89.0","105.8","16.2","5","2.6%","66","34.9%",".222",".239",".400",".378",".305",".309","4418"
"Buster Posey","SFG","623","512","89.0","110.3","10.7","28","5.5%","190","37.1%",".318",".310",".470",".499",".363",".378","9166"
"Michael Brantley","CLE","596","483","89.0","110.1","9.5","17","3.5%","173","35.8%",".310",".291",".480",".425",".368",".346","4106"
"Hank Conger","HOU","229","141","88.9","107.8","19.6","10","7.1%","48","34.0%",".229",".200",".448",".361",".329",".290","2505"
"Matt Carpenter","STL","665","427","88.9","109.5","17.0","39","9.1%","154","36.1%",".272",".285",".505",".526",".372",".391","8090"
"David Freese","LAA","470","320","88.9","114.1","6.3","21","6.6%","122","38.1%",".257",".250",".420",".423",".325",".328","9549"
"Steven Souza Jr.","TBR","426","231","88.9","113.2","13.9","22","9.5%","90","39.0%",".225",".204",".399",".361",".316",".297","5667"
"Neil Walker","PIT","603","441","88.9","107.4","14.0","18","4.1%","166","37.6%",".269",".249",".427",".412",".325",".315","7539"
"A.J. Pollock","ARI","673","529","88.9","110.6","8.9","24","4.5%","207","39.1%",".315",".292",".498",".442",".371",".347","9256"
"Maikel Franco","PHI","335","253","88.9","111.0","9.8","14","5.5%","94","37.2%",".280",".259",".497",".436",".360",".333","12179"
"Evan Gattis","HOU","604","452","88.9","112.3","10.4","25","5.5%","177","39.2%",".246",".244",".463",".415",".317",".304","11003"
"Abraham Almonte","- - -","258","185","88.8","110.1","6.8","11","5.9%","62","33.5%",".250",".257",".409",".414",".312",".326","5486"
"Jonathan Lucroy","MIL","415","314","88.8","110.3","9.7","11","3.5%","105","33.4%",".264",".273",".391",".413",".313",".332","7870"
"Aaron Hicks","MIN","390","288","88.8","107.8","11.8","8","2.8%","96","33.3%",".256",".263",".398",".416",".314",".329","5297"
"Jedd Gyorko","SDP","458","319","88.8","109.3","14.1","18","5.6%","113","35.4%",".247",".232",".397",".397",".301",".299","10816"
"Brett Gardner","NYY","656","447","88.8","109.7","11.0","17","3.8%","155","34.7%",".259",".258",".399",".394",".327",".332","9927"
"Marwin Gonzalez","HOU","370","277","88.8","108.3","11.2","9","3.2%","95","34.3%",".279",".246",".442",".369",".329",".289","5497"
"Juan Uribe","- - -","397","281","88.8","110.5","10.7","16","5.7%","99","35.2%",".253",".237",".417",".380",".319",".304","454"
"Adrian Gonzalez","LAD","643","468","88.8","107.9","14.2","36","7.7%","174","37.2%",".275",".281",".480",".500",".354",".368","1908"
"Mike Zunino","SEA","386","228","88.8","110.6","21.8","17","7.5%","78","34.2%",".174",".181",".300",".345",".235",".258","13265"
"Cameron Rupp","PHI","299","201","88.7","110.4","14.1","12","6.0%","70","34.8%",".233",".233",".374",".398",".291",".303","11146"
"Travis d'Arnaud","NYM","268","192","88.7","109.7","16.8","12","6.3%","69","35.9%",".268",".241",".485",".419",".355",".325","7739"
"Chris Johnson","- - -","255","170","88.7","112.9","10.8","9","5.3%","63","37.1%",".255",".248",".337",".404",".274",".299","1191"
"Odubel Herrera","PHI","537","372","88.7","113.3","7.6","11","3.0%","126","33.9%",".297",".243",".418",".353",".333",".291","11476"
"Tyler Moore","WSN","200","143","88.7","112.0","15.8","9","6.3%","49","34.3%",".203",".219",".364",".375",".263",".279","7244"
"Melvin Upton Jr.","SDP","228","145","88.7","108.7","12.0","8","5.5%","54","37.2%",".259",".249",".429",".415",".326",".320","5015"
"Anthony Rizzo","CHC","701","488","88.7","112.0","17.3","36","7.4%","188","38.5%",".278",".275",".512",".496",".384",".383","3473"
"Michael A. Taylor","WSN","511","317","88.7","112.7","9.9","20","6.3%","113","35.6%",".229",".232",".358",".382",".274",".288","11489"
"Eduardo Nunez","MIN","204","162","88.7","111.0","2.6","3","1.9%","51","31.5%",".282",".241",".431",".335",".328",".282","6848"
"Chase Utley","- - -","423","317","88.6","104.9","13.3","6","1.9%","109","34.4%",".212",".250",".343",".368",".274",".306","1679"
"Casey McGehee","- - -","258","187","88.6","109.4","5.3","6","3.2%","65","34.8%",".198",".227",".274",".317",".243",".275","6086"
"Kevin Plawecki","NYM","258","177","88.6","112.8","10.1","6","3.4%","56","31.6%",".219",".225",".296",".325",".252",".267","13807"
"Travis Shaw","BOS","248","171","88.6","113.3","15.4","12","7.0%","62","36.3%",".270",".249",".487",".448",".348",".329","11982"
"Eugenio Suarez","CIN","398","284","88.6","109.8","14.8","13","4.6%","95","33.5%",".280",".227",".446",".365",".328",".278","12552"
"Ben Zobrist","- - -","535","416","88.6","107.8","8.3","13","3.1%","144","34.6%",".276",".260",".450",".382",".349",".324","7435"
"Jason Castro","HOU","375","225","88.6","109.5","15.7","9","4.0%","72","32.0%",".211",".211",".365",".343",".284",".279","8722"
"Avisail Garcia","CHW","601","416","88.5","116.1","6.7","18","4.3%","156","37.5%",".257",".271",".365",".409",".295",".324","5760"
"Mike Napoli","- - -","469","290","88.5","111.6","15.4","22","7.6%","113","39.0%",".224",".204",".410",".387",".321",".309","3057"
"Will Middlebrooks","SDP","270","199","88.5","113.3","15.5","14","7.0%","71","35.7%",".212",".242",".361",".412",".259",".300","7002"
"Chris Coghlan","CHC","503","348","88.5","107.5","11.1","16","4.6%","116","33.3%",".250",".244",".443",".402",".337",".325","6878"
"Torii Hunter","MIN","567","421","88.5","108.1","10.8","20","4.8%","146","34.7%",".240",".234",".409",".376",".304",".294","731"
"Josh Reddick","OAK","582","468","88.4","108.7","15.0","22","4.7%","151","32.3%",".272",".266",".449",".417",".338",".329","3892"
"J.T. Realmuto","MIA","467","376","88.4","109.6","8.9","15","4.0%","129","34.3%",".259",".274",".406",".411",".298",".314","11739"
"Logan Forsythe","TBR","615","435","88.4","108.7","15.4","14","3.2%","138","31.7%",".281",".250",".444",".393",".350",".323","7185"
"Aaron Hill","ARI","353","267","88.3","105.1","12.3","5","1.9%","79","29.6%",".230",".237",".345",".354",".281",".296","6104"
"Alex Gordon","KCR","422","267","88.3","110.8","15.8","13","4.9%","91","34.1%",".271",".242",".432",".396",".351",".331","5209"
"David Murphy","- - -","391","321","88.3","109.5","7.8","9","2.8%","113","35.2%",".283",".252",".421",".375",".318",".294","6035"
"Rougned Odor","TEX","470","354","88.3","111.1","12.3","18","5.1%","117","33.1%",".261",".235",".465",".381",".334",".300","12282"
"Wilin Rosario","COL","242","177","88.3","113.8","5.8","7","4.0%","60","33.9%",".268",".231",".416",".354",".303",".269","8002"
"Miguel Montero","CHC","403","247","88.3","109.1","12.2","20","8.1%","87","35.2%",".248",".238",".409",".421",".328",".333","3364"
"Nick Castellanos","DET","595","403","88.3","111.6","16.9","29","7.2%","139","34.5%",".255",".257",".419",".436",".311",".322","11737"
"C.J. Cron","LAA","404","300","88.3","113.9","12.0","24","8.0%","106","35.3%",".262",".256",".439",".450",".318",".324","12546"
"Nick Markakis","ATL","686","530","88.3","108.5","6.9","4","0.8%","178","33.6%",".296",".263",".376",".342",".327",".305","5930"
"James McCann","DET","425","316","88.3","108.3","8.6","11","3.5%","119","37.7%",".264",".250",".387",".367",".297",".288","12859"
"Francisco Cervelli","PIT","510","362","88.3","111.1","6.9","14","3.9%","129","35.6%",".295",".257",".401",".394",".341",".326","5275"
"Ben Paulsen","COL","354","237","88.3","112.0","10.7","13","5.5%","81","34.2%",".277",".250",".462",".390",".339",".308","9741"
"Travis Snider","- - -","265","171","88.3","110.1","10.1","5","2.9%","64","37.4%",".232",".227",".350",".333",".293",".289","2830"
"Asdrubal Cabrera","TBR","551","405","88.3","106.7","17.3","20","4.9%","131","32.3%",".265",".227",".430",".385",".319",".292","4962"
"Alex Rios","KCR","411","324","88.2","109.4","15.2","6","1.9%","101","31.2%",".255",".257",".353",".361",".279",".289","2090"
"Anthony Gose","DET","535","342","88.2","110.3","6.3","6","1.8%","104","30.4%",".254",".224",".367",".309",".304",".276","5097"
"Adam Jones","BAL","581","447","88.2","112.2","11.3","38","8.5%","154","34.5%",".269",".265",".474",".478",".334",".338","6368"
"Rusney Castillo","BOS","289","221","88.2","108.2","0.9","5","2.3%","71","32.1%",".253",".222",".359",".319",".283",".259","17016"
"Carlos Gomez","- - -","477","338","88.2","111.7","13.6","16","4.7%","112","33.1%",".255",".244",".409",".395",".315",".309","4881"
"Cameron Maybin","ATL","555","407","88.2","109.7","2.1","9","2.2%","146","35.9%",".267",".268",".370",".366",".307",".312","5223"
"Scott Van Slyke","LAD","253","164","88.2","108.5","17.1","9","5.5%","51","31.1%",".239",".204",".383",".346",".305",".283","4365"
"Yangervis Solarte","SDP","571","475","88.2","110.6","11.8","11","2.3%","150","31.6%",".270",".250",".428",".364",".324",".298","5352"
"Gerardo Parra","- - -","589","464","88.2","108.3","9.2","13","2.8%","138","29.7%",".291",".259",".452",".389",".334",".303","8553"
"Adam Eaton","CHW","689","486","88.1","108.3","7.5","14","2.9%","148","30.5%",".287",".251",".431",".350",".346",".308","11205"
"Dustin Pedroia","BOS","425","334","88.1","104.7","9.1","9","2.7%","85","25.4%",".291",".240",".441",".358",".347",".300","8370"
"Jonny Gomes","- - -","262","147","88.1","107.5","18.4","6","4.1%","48","32.7%",".213",".177",".347",".282",".294",".260","1845"
"Jhonny Peralta","STL","640","474","88.1","109.4","13.2","18","3.8%","159","33.5%",".275",".273",".411",".426",".323",".332","1738"
"Devon Travis","TOR","238","175","88.1","108.5","5.4","13","7.4%","66","37.7%",".304",".292",".498",".500",".370",".369","13862"
"Xander Bogaerts","BOS","654","518","88.1","111.8","6.9","11","2.1%","175","33.8%",".320",".271",".421",".362",".338",".300","12161"
"Chris Denorfia","CHC","231","159","88.1","110.3","5.5","6","3.8%","59","37.1%",".269",".256",".373",".394",".302",".308","4400"
"Pablo Sandoval","BOS","505","400","88.0","114.0","10.1","18","4.5%","133","33.3%",".245",".227",".366",".352",".288",".279","5409"
"Jeff Francoeur","PHI","343","252","88.0","108.0","14.3","10","4.0%","84","33.3%",".258",".252",".433",".379",".308",".290","4792"
"Matt Duffy","SFG","612","481","88.0","106.4","7.5","17","3.5%","153","31.8%",".295",".281",".428",".419",".331",".327","13836"
