"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Kyle Schwarber","CHC","510","291","90.9","117.1","12.3","36","12.4%","131","45.0%",".238",".245",".467",".472",".343",".350","16478"
"Jose Bautista","- - -","399","215","90.8","111.9","19.8","17","7.9%","91","42.3%",".203",".220",".378",".388",".324",".337","1887"
"Roberto Perez","CLE","210","118","90.8","111.9","8.3","6","5.1%","49","41.5%",".168",".187",".263",".306",".236",".264","2900"
"Danny Valencia","BAL","282","207","90.8","113.4","9.1","16","7.7%","84","40.6%",".263",".281",".408",".458",".310",".346","6364"
"Paul Goldschmidt","ARI","690","421","90.8","112.9","15.6","55","13.1%","184","43.7%",".290",".271",".533",".533",".390",".384","9218"
"Justin Upton","LAA","613","363","90.7","114.9","11.9","49","13.5%","172","47.4%",".257",".250",".463",".466",".348",".354","5222"
"Anthony Rendon","WSN","597","455","90.7","109.9","17.9","43","9.5%","203","44.6%",".308",".302",".535",".538",".383",".384","12861"
"Rougned Odor","TEX","535","354","90.7","112.6","13.9","24","6.8%","135","38.1%",".253",".240",".424",".409",".325",".317","12282"
"Matt Carpenter","STL","677","411","90.7","109.4","21.6","52","12.7%","183","44.5%",".257",".267",".523",".542",".375",".391","8090"
"Melky Cabrera","CLE","278","217","90.7","108.6","9.1","4","1.8%","89","41.0%",".280",".292",".420",".383",".326",".330","4022"
"Randal Grichuk","TOR","462","305","90.7","114.1","18.7","42","13.8%","131","43.0%",".245",".242",".502",".484",".340",".337","10243"
"Xander Bogaerts","BOS","580","417","90.6","111.9","12.6","39","9.4%","173","41.5%",".288",".277",".522",".493",".373",".363","12161"
"Javier Baez","CHC","645","444","90.6","113.7","9.6","50","11.3%","190","42.8%",".290",".267",".554",".504",".366",".344","12979"
"Russell Martin","TOR","352","207","90.6","108.7","10.1","10","4.8%","89","43.0%",".194",".198",".325",".323",".305",".308","4616"
"Francisco Lindor","CLE","745","560","90.6","114.5","14.7","51","9.1%","227","40.5%",".277",".289",".519",".512",".368",".375","12916"
"Nick Markakis","ATL","705","552","90.6","109.3","10.1","14","2.5%","229","41.5%",".297",".293",".440",".425",".345",".345","5930"
"Wil Myers","SDP","343","219","90.5","112.9","9.4","16","7.3%","100","45.7%",".253",".276",".446",".453",".328",".342","10047"
"Juan Soto","WSN","494","316","90.5","113.7","6.2","32","10.1%","133","42.1%",".292",".262",".517",".483",".392",".372","20123"
"Nomar Mazara","TEX","536","376","90.5","117.1","5.3","30","8.0%","162","43.1%",".258",".258",".436",".443",".324",".333","14553"
"Aaron Altherr","PHI","285","154","90.4","114.6","10.2","15","9.7%","70","45.5%",".181",".214",".333",".382",".282",".317","11270"
"Kole Calhoun","LAA","552","365","90.4","109.4","12.1","32","8.8%","156","42.7%",".208",".248",".369",".447",".283",".332","11200"
"David Freese","- - -","312","211","90.4","110.9","7.0","18","8.5%","95","45.0%",".296",".282",".471",".479",".357",".359","9549"
"Miguel Sano","MIN","299","153","90.3","114.6","12.6","17","11.1%","64","41.8%",".199",".172",".398",".357",".295",".273","12164"
"Ji-Man Choi","- - -","221","137","90.3","109.4","13.8","16","11.7%","58","42.3%",".263",".236",".505",".460",".367",".349","5452"
"Max Muncy","LAD","481","266","90.3","110.6","18.4","43","16.2%","122","45.9%",".263",".257",".582",".542",".407",".397","13301"
"Avisail Garcia","CHW","385","259","90.3","116.7","9.6","30","11.6%","112","43.2%",".236",".248",".438",".467",".304",".328","5760"
"Gary Sanchez","NYY","374","231","90.3","121.1","14.2","31","13.4%","96","41.6%",".186",".221",".406",".468",".304",".343","11442"
"Scott Schebler","CIN","430","283","90.2","111.1","8.7","29","10.2%","120","42.4%",".255",".260",".439",".454",".337",".349","12225"
"Josh Bell","PIT","583","402","90.2","115.6","9.4","25","6.2%","156","38.8%",".261",".257",".411",".417",".336",".340","13145"
"Brian Anderson","MIA","670","463","90.2","113.3","8.7","26","5.6%","196","42.3%",".273",".261",".400",".407",".333",".334","18289"
"Josh Donaldson","- - -","219","134","90.2","115.5","11.6","11","8.2%","55","41.0%",".246",".231",".449",".417",".345",".331","5038"
"Mitch Haniger","SEA","683","455","90.2","112.8","12.7","41","9.0%","195","42.9%",".285",".277",".493",".498",".367",".370","14274"
"Michael Brantley","CLE","631","518","90.2","108.6","9.5","16","3.1%","192","37.1%",".309",".306",".468",".452",".359",".357","4106"
"Anthony Rizzo","CHC","665","495","90.1","112.6","14.8","29","5.9%","200","40.4%",".283",".291",".470",".470",".359",".367","3473"
"Ian Desmond","COL","619","414","90.1","112.0","-0.1","26","6.3%","179","43.2%",".236",".228",".422",".384",".315",".303","6885"
"Albert Pujols","LAA","498","403","90.1","112.1","14.0","23","5.7%","164","40.7%",".245",".267",".411",".449",".299",".327","1177"
"Andrew McCutchen","- - -","682","431","90.0","110.9","13.5","34","7.9%","179","41.5%",".255",".260",".424",".444",".347",".360","9847"
"Asdrubal Cabrera","- - -","592","429","90.0","108.3","14.6","29","6.8%","167","38.9%",".262",".251",".458",".432",".332",".320","4962"
"Adalberto Mondesi","KCR","291","202","90.0","108.4","13.7","22","10.9%","74","36.6%",".276",".255",".498",".480",".341",".330","13769"
"Ian Happ","CHC","462","222","90.0","110.5","14.1","27","12.2%","90","40.5%",".233",".212",".408",".397",".329",".322","17919"
"Matt Davidson","CHW","496","272","90.0","115.1","13.8","32","11.8%","115","42.3%",".228",".220",".419",".419",".321",".322","7226"
"Tyler Flowers","ATL","296","176","90.0","110.5","12.9","11","6.3%","78","44.3%",".227",".230",".359",".400",".315",".334","9134"
"Max Stassi","HOU","250","147","89.9","110.1","5.8","13","8.8%","67","45.6%",".226",".202",".394",".392",".313",".303","10059"
"Trey Mancini","BAL","636","434","89.9","115.0","5.2","46","10.6%","183","42.2%",".242",".251",".416",".434",".308",".328","15149"
"Hunter Renfroe","SDP","441","299","89.9","113.7","18.4","33","11.0%","130","43.5%",".248",".240",".504",".463",".338",".325","15464"
"Ben Zobrist","CHC","520","403","89.9","107.5","9.0","11","2.7%","154","38.2%",".305",".275",".440",".390",".355",".333","7435"
"Brandon Nimmo","NYM","535","293","89.9","110.9","10.7","16","5.5%","123","42.0%",".263",".241",".483",".398",".385",".353","12927"
"Edwin Encarnacion","CLE","579","376","89.9","112.2","18.0","39","10.4%","152","40.4%",".246",".245",".474",".479",".346",".356","2151"
"Cody Bellinger","LAD","632","409","89.8","112.9","16.2","35","8.6%","156","38.1%",".260",".237",".470",".432",".345",".327","15998"
"Kyle Seager","SEA","630","449","89.8","110.5","18.5","23","5.1%","178","39.6%",".221",".246",".400",".411",".288",".305","9785"
"Nolan Arenado","COL","673","475","89.8","109.2","15.3","34","7.2%","191","40.2%",".297",".267",".561",".480",".391",".354","9777"
"Erik Kratz","MIL","219","166","89.8","109.1","12.9","8","4.8%","65","39.2%",".236",".231",".355",".377",".278",".285","4403"
"Jesus Aguilar","MIL","566","359","89.8","110.0","16.2","39","10.9%","153","42.6%",".274",".253",".539",".488",".374",".356","11342"
"Aaron Hicks","NYY","581","377","89.7","110.0","13.2","32","8.5%","162","43.0%",".248",".262",".467",".465",".360",".372","5297"
"Matt Kemp","LAD","506","354","89.7","111.4","15.9","37","10.5%","134","37.9%",".290",".273",".481",".522",".348",".359","5631"
"Carlos Gonzalez","COL","504","353","89.7","118.3","9.0","21","5.9%","138","39.1%",".276",".245",".467",".389",".338",".301","7287"
"Alex Avila","ARI","234","106","89.7","110.1","8.6","12","11.3%","48","45.3%",".165",".190",".304",".380",".273",".310","7476"
"Luis Valbuena","LAA","288","168","89.7","107.6","18.2","16","9.5%","68","40.5%",".199",".188",".335",".352",".253",".258","4969"
"Pablo Sandoval","SFG","252","179","89.6","113.9","9.7","9","5.0%","66","36.9%",".248",".235",".417",".387",".312",".303","5409"
"Ryon Healy","SEA","524","382","89.6","112.0","12.3","25","6.5%","158","41.4%",".235",".258",".412",".442",".296",".322","15447"
"Jorge Soler","KCR","257","156","89.6","114.1","10.6","15","9.6%","64","41.0%",".265",".242",".466",".454",".354",".349","14221"
"Todd Frazier","NYM","472","304","89.6","114.1","18.6","19","6.3%","111","36.5%",".213",".217",".390",".383",".302",".303","785"
"Elias Diaz","PIT","277","215","89.6","112.2","10.4","13","6.0%","87","40.5%",".286",".282",".452",".440",".340",".341","11680"
"Nick Castellanos","DET","678","472","89.6","110.3","15.2","50","10.6%","191","40.5%",".298",".296",".500",".525",".363",".374","11737"
"Max Kepler","MIN","611","439","89.5","112.7","16.3","26","5.9%","164","37.4%",".224",".233",".408",".404",".316",".324","12144"
"Mike Moustakas","- - -","635","476","89.5","112.2","19.9","39","8.2%","186","39.1%",".251",".257",".459",".461",".329",".336","4892"
"Lewis Brinson","MIA","406","265","89.5","113.6","7.5","23","8.7%","103","38.9%",".199",".226",".338",".395",".248",".290","14352"
"Justin Smoak","TOR","594","352","89.5","110.7","15.0","38","10.8%","147","41.8%",".242",".224",".457",".434",".349",".337","9054"
"Hunter Dozier","KCR","388","254","89.5","112.9","12.9","26","10.2%","102","40.2%",".229",".236",".395",".414",".291",".304","15117"
"Mike Zunino","SEA","405","225","89.5","116.0","18.0","30","13.3%","101","44.9%",".201",".206",".410",".419",".288",".297","13265"
"Yasiel Puig","LAD","444","320","89.5","115.3","12.1","33","10.3%","129","40.3%",".267",".278",".494",".481",".349",".354","14225"
"Lucas Duda","- - -","367","229","89.5","114.1","19.6","22","9.6%","84","36.7%",".241",".242",".418",".452",".315",".331","2502"
"Manuel Margot","SDP","519","397","89.4","112.9","11.5","13","3.3%","145","36.5%",".245",".251",".384",".367",".288",".293","14712"
"Steve Pearce","- - -","251","176","89.4","109.0","11.9","20","11.4%","69","39.2%",".284",".283",".512",".527",".382",".393","9957"
"Alex Bregman","HOU","705","512","89.4","107.6","16.8","38","7.4%","204","39.8%",".286",".267",".532",".464",".396",".369","17678"
"Paul DeJong","STL","490","319","89.3","110.4","19.1","27","8.5%","128","40.1%",".241",".234",".433",".444",".321",".326","18015"
"Shin-Soo Choo","TEX","665","407","89.3","109.5","6.1","42","10.3%","163","40.0%",".264",".250",".434",".464",".355",".362","3174"
"Ryan McMahon","COL","202","118","89.3","110.1","7.5","7","5.9%","52","44.1%",".232",".208",".376",".322",".296",".274","15112"
"Luke Maile","TOR","231","137","89.3","109.9","11.1","7","5.1%","59","43.1%",".248",".213",".366",".332",".310",".289","13355"
"Chris Davis","BAL","522","282","89.3","111.8","15.1","27","9.6%","113","40.1%",".168",".188",".296",".354",".239",".272","9272"
"Yuli Gurriel","HOU","573","481","89.3","107.9","11.5","8","1.7%","174","36.2%",".291",".258",".428",".360",".323",".290","19198"
"Jake Cave","MIN","309","186","89.2","111.4","10.5","26","14.0%","71","38.2%",".265",".256",".473",".480",".332",".340","14477"
"Miguel Andujar","NYY","606","480","89.2","110.4","12.2","29","6.0%","175","36.5%",".297",".275",".527",".434",".361",".322","15878"
"Jed Lowrie","OAK","680","471","89.2","108.0","17.4","26","5.5%","177","37.6%",".267",".246",".448",".408",".347",".327","4418"
"A.J. Pollock","ARI","460","321","89.2","108.6","13.5","31","9.7%","130","40.5%",".257",".249",".484",".468",".338",".334","9256"
"Justin Turner","LAD","426","313","89.1","106.5","18.3","21","6.7%","115","36.7%",".312",".292",".518",".486",".396",".381","5235"
"Leonys Martin","- - -","353","243","89.1","112.9","18.3","24","9.9%","94","38.7%",".255",".266",".425",".485",".323",".357","11846"
"Lorenzo Cain","MIL","620","447","89.1","112.4","4.9","12","2.7%","181","40.5%",".308",".282",".417",".389",".359",".342","9077"
"Freddie Freeman","ATL","707","492","89.1","109.6","14.5","45","9.1%","196","39.8%",".309",".298",".505",".533",".378",".388","5361"
"Trea Turner","WSN","740","534","89.1","112.3","9.3","30","5.6%","206","38.6%",".271",".273",".416",".415",".331",".335","16252"
"Aledmys Diaz","TOR","452","364","89.1","112.9","13.7","23","6.3%","143","39.3%",".263",".270",".453",".454",".321",".331","15937"
"Marwin Gonzalez","HOU","552","370","89.1","110.1","11.4","23","6.2%","153","41.4%",".247",".243",".409",".413",".318",".321","5497"
"Buster Posey","SFG","448","347","89.1","108.1","10.3","14","4.0%","121","34.9%",".284",".274",".382",".416",".326",".336","9166"
"Domingo Santana","MIL","235","137","89.1","111.6","11.7","14","10.2%","53","38.7%",".265",".223",".412",".378",".319",".297","10348"
"Mark Reynolds","WSN","235","145","89.0","109.9","18.3","15","10.3%","57","39.3%",".248",".225",".476",".424",".342",".317","7619"
"Enrique Hernandez","LAD","462","333","89.0","110.4","16.2","22","6.6%","120","36.0%",".256",".251",".470",".432",".342",".333","10472"
"Tyler White","HOU","237","162","89.0","108.2","17.0","15","9.3%","59","36.4%",".276",".240",".533",".409",".377",".321","15564"
"Jose Pirela","SDP","473","351","89.0","112.1","4.7","9","2.6%","129","36.8%",".249",".254",".345",".344",".283",".292","5485"
"Jose Ramirez","CLE","698","504","89.0","110.2","19.0","35","6.9%","174","34.5%",".270",".261",".552",".470",".391",".365","13510"
"J.T. Realmuto","MIA","531","379","89.0","109.8","14.7","31","8.2%","154","40.6%",".277",".271",".484",".472",".353",".351","11739"
"Daniel Descalso","ARI","423","247","89.0","105.5","19.0","21","8.5%","85","34.4%",".238",".229",".436",".394",".341",".332","8392"
"Rhys Hoskins","PHI","660","414","89.0","112.0","22.5","44","10.6%","161","38.9%",".246",".231",".496",".454",".363",".349","16472"
"Mitch Garver","MIN","335","232","89.0","111.0","12.7","11","4.7%","90","38.8%",".268",".243",".414",".392",".325",".309","15161"
"Tyler Austin","- - -","268","152","89.0","112.9","15.1","22","14.5%","66","43.4%",".230",".232",".480",".492",".325",".336","11850"
"Adam Duvall","- - -","427","268","89.0","109.6","22.6","26","9.7%","109","40.7%",".195",".227",".365",".427",".277",".318","10950"
"Renato Nunez","- - -","261","176","89.0","111.9","15.7","15","8.5%","64","36.4%",".258",".216",".419",".357",".322",".287","14503"
"Yasmani Grandal","LAD","518","319","88.9","111.0","14.1","35","11.0%","127","39.8%",".241",".222",".466",".438",".352",".337","11368"
"Carlos Santana","PHI","679","475","88.9","113.5","15.4","32","6.7%","184","38.7%",".229",".245",".414",".418",".333",".347","2396"
"Travis Shaw","MIL","587","397","88.9","114.6","16.9","37","9.3%","151","38.0%",".241",".242",".480",".460",".351",".350","11982"
"Gleyber Torres","NYY","484","315","88.9","109.4","19.0","29","9.2%","116","36.8%",".271",".254",".480",".461",".349",".338","16997"
"Yan Gomes","CLE","435","287","88.9","109.1","18.7","22","7.7%","110","38.3%",".266",".248",".449",".450",".326",".322","9627"
"Nick Hundley","SFG","305","197","88.9","109.2","15.6","12","6.1%","78","39.6%",".241",".255",".408",".399",".304",".309","3376"
"Chris Taylor","LAD","604","362","88.9","111.5","16.4","28","7.7%","136","37.6%",".254",".239",".444",".406",".335",".321","13757"
"Justin Bour","- - -","501","302","88.9","115.5","9.9","31","10.3%","117","38.7%",".227",".223",".404",".405",".324",".325","9744"
"Ketel Marte","ARI","580","444","88.8","115.1","5.8","20","4.5%","162","36.5%",".260",".257",".437",".394",".330",".320","13613"
"JaCoby Jones","DET","467","290","88.8","112.3","12.7","16","5.5%","103","35.5%",".207",".229",".364",".359",".274",".289","14818"
"Gregory Polanco","PIT","535","354","88.8","112.9","20.0","32","9.0%","132","37.3%",".254",".244",".499",".444",".353",".338","12907"
"Nick Williams","PHI","448","296","88.8","113.3","10.6","20","6.8%","110","37.2%",".256",".274",".425",".454",".324",".346","14330"
"Joey Wendle","TBR","545","403","88.8","110.1","10.7","11","2.7%","142","35.2%",".300",".260",".435",".367",".338",".304","13853"
"Francisco Cervelli","PIT","404","254","88.8","110.2","16.3","21","8.3%","101","39.8%",".259",".236",".431",".413",".355",".346","5275"
"Victor Caratini","CHC","200","142","88.8","112.9","6.4","5","3.5%","53","37.3%",".232",".230",".304",".338",".268",".284","14968"
"Steven Souza Jr.","ARI","272","166","88.7","109.8","16.2","13","7.8%","66","39.8%",".220",".233",".369",".388",".299",".314","5667"
"Logan Morrison","MIN","359","239","88.7","112.6","20.5","25","10.5%","89","37.2%",".186",".238",".368",".466",".283",".343","9205"
"Eric Hosmer","SDP","677","472","88.7","112.2","-1.5","26","5.5%","176","37.3%",".253",".239",".398",".374",".309",".302","3516"
"David Dahl","COL","271","183","88.7","106.6","14.3","13","7.1%","71","38.8%",".273",".254",".534",".449",".357",".321","13744"
"Adrian Beltre","TEX","481","345","88.7","109.2","13.6","21","6.1%","127","36.8%",".273",".263",".434",".432",".327",".328","639"
"Ben Gamel","SEA","293","197","88.7","109.1","7.2","6","3.0%","66","33.5%",".272",".253",".370",".348",".323",".311","12160"
"Matt Adams","- - -","337","233","88.7","109.3","19.0","23","9.9%","92","39.5%",".239",".240",".477",".463",".334",".330","9393"
"Curtis Granderson","- - -","403","239","88.7","108.3","16.9","11","4.6%","82","34.3%",".242",".249",".431",".417",".341",".342","4747"
"Freddy Galvis","SDP","656","462","88.6","105.8","13.7","15","3.2%","130","28.1%",".248",".218",".380",".341",".294",".273","6609"
"George Springer","HOU","620","429","88.6","114.7","9.6","38","8.9%","158","36.8%",".265",".253",".434",".459",".340",".346","12856"
"Andrew Benintendi","BOS","661","482","88.6","109.5","12.8","29","6.0%","160","33.2%",".290",".282",".465",".449",".357",".353","17901"
"Austin Romine","NYY","265","179","88.6","111.4","9.6","9","5.0%","68","38.0%",".244",".229",".417",".367",".307",".285","5491"
"Evan Longoria","SFG","512","384","88.5","110.4","13.4","27","7.0%","142","37.0%",".244",".249",".413",".426",".295",".309","9368"
"Jonathan Villar","- - -","515","331","88.5","110.9","3.2","16","4.8%","119","36.0%",".260",".223",".384",".351",".312",".288","10071"
"Stephen Piscotty","OAK","605","437","88.5","111.6","13.2","38","8.7%","168","38.4%",".267",".268",".491",".492",".351",".356","13367"
"Alex Gordon","KCR","568","384","88.5","109.0","11.0","24","6.3%","151","39.3%",".245",".253",".370",".423",".305",".329","5209"
"Michael A. Taylor","WSN","385","239","88.5","110.8","8.1","14","5.9%","81","33.9%",".227",".210",".357",".335",".280",".269","11489"
"Starlin Castro","MIA","647","475","88.4","109.3","8.3","30","6.3%","171","36.0%",".278",".257",".400",".402",".315",".311","4579"
"Starling Marte","PIT","606","454","88.4","112.0","8.9","33","7.3%","173","38.1%",".277",".266",".460",".456",".337",".335","9241"
"Andrew Knapp","PHI","215","114","88.4","105.0","13.5","9","7.9%","45","39.5%",".198",".203",".316",".347",".273",".288","14942"
"Cory Spangenberg","SDP","329","194","88.4","107.6","8.2","10","5.2%","74","38.1%",".235",".220",".362",".357",".290",".286","12294"
"Jay Bruce","NYM","361","245","88.4","109.0","21.4","20","8.2%","84","34.3%",".223",".250",".370",".442",".296",".338","9892"
"Dustin Fowler","OAK","203","147","88.4","108.6","15.2","6","4.1%","59","40.1%",".224",".259",".354",".410",".263",".305","17098"
"Jason Heyward","CHC","489","385","88.4","110.7","9.7","10","2.6%","148","38.4%",".270",".266",".395",".387",".319",".319","4940"
"Adam Jones","BAL","613","491","88.3","108.1","13.2","24","4.9%","161","32.8%",".281",".269",".419",".411",".315",".311","6368"
"Eduardo Nunez","BOS","502","415","88.3","110.2","9.4","11","2.7%","148","35.7%",".265",".258",".388",".349",".292",".280","6848"
"Devon Travis","TOR","378","293","88.3","111.5","7.8","15","5.1%","108","36.9%",".232",".264",".381",".404",".283",".310","13862"
"Yadier Molina","STL","503","399","88.2","107.2","15.4","21","5.3%","134","33.6%",".261",".266",".436",".432",".323",".329","7007"
"Andrelton Simmons","LAA","600","516","88.2","109.7","7.8","17","3.3%","186","36.0%",".292",".275",".417",".388",".326",".316","10847"
"Jake Lamb","ARI","238","146","88.2","108.4","5.0","8","5.5%","54","37.0%",".222",".229",".348",".375",".290",".310","13329"
"Jefry Marte","LAA","209","153","88.2","114.2","6.1","6","3.9%","56","36.6%",".216",".234",".371",".352",".281",".285","5107"
"Carlos Correa","HOU","468","302","88.2","112.8","11.6","19","6.3%","101","33.4%",".239",".229",".405",".372",".313",".306","14162"
"Colin Moran","PIT","465","340","88.2","107.8","10.7","17","5.0%","120","35.3%",".277",".265",".407",".413",".322",".327","16909"
"Willson Contreras","CHC","544","357","88.2","114.1","8.0","24","6.7%","119","33.3%",".249",".218",".390",".361",".321",".303","11609"
"Neil Walker","NYY","398","264","88.1","107.0","13.7","13","4.9%","88","33.3%",".219",".247",".354",".425",".291",".331","7539"
"Joey Votto","CIN","623","405","88.1","107.5","13.4","27","6.7%","141","34.8%",".284",".285",".419",".472",".370",".391","4314"
"Maikel Franco","PHI","465","374","88.1","114.5","9.7","23","6.1%","127","34.0%",".270",".254",".467",".406",".328",".303","12179"
"Robinson Chirinos","TEX","426","222","88.0","107.3","21.9","23","10.4%","87","39.2%",".222",".197",".419",".394",".333",".319","3142"
"C.J. Cron","TBR","560","361","88.0","114.4","15.2","43","11.9%","132","36.6%",".253",".247",".493",".483",".347",".345","12546"
"Leury Garcia","CHW","275","194","88.0","108.8","6.8","5","2.6%","61","31.4%",".271",".257",".376",".352",".295",".282","5913"
"Dansby Swanson","ATL","533","365","88.0","108.5","14.1","15","4.1%","124","34.0%",".238",".231",".395",".363",".293",".281","18314"
"Michael Conforto","NYM","638","388","88.0","112.4","12.5","33","8.5%","142","36.6%",".243",".241",".448",".426",".342",".339","16376"
"Hunter Pence","SFG","248","178","88.0","113.6","5.7","9","5.1%","59","33.1%",".226",".225",".332",".338",".254",".263","8252"
