"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Johan Camargo","ATL","524","359","88.0","109.6","12.6","17","4.7%","121","33.7%",".272",".237",".457",".373",".346",".307","14950"
"Niko Goodrum","DET","492","314","88.0","110.7","11.1","23","7.3%","111","35.4%",".245",".233",".432",".404",".322",".311","12092"
"Brett Gardner","NYY","609","432","88.0","110.1","9.4","10","2.3%","142","32.9%",".236",".226",".368",".334",".305",".293","9927"
"Adam Frazier","PIT","352","267","88.0","105.5","10.4","8","3.0%","82","30.7%",".277",".267",".456",".393",".343",".319","15223"
"Greg Bird","NYY","311","198","87.9","107.9","19.6","21","10.6%","66","33.3%",".199",".198",".386",".398",".291",".298","14131"
"John Hicks","DET","312","206","87.9","111.2","14.6","11","5.3%","71","34.5%",".260",".222",".403",".367",".311",".282","12547"
"Brock Holt","BOS","367","250","87.9","105.9","6.8","8","3.2%","77","30.8%",".277",".267",".411",".389",".338",".330","9345"
"Mikie Mahtook","DET","250","160","87.9","109.3","12.4","10","6.3%","56","35.0%",".202",".217",".359",".352",".276",".286","13130"
"Hernan Perez","MIL","334","246","87.9","109.6","11.5","12","4.9%","79","32.1%",".253",".239",".386",".371",".292",".285","5751"
"Corey Dickerson","PIT","533","428","87.9","111.4","15.1","23","5.4%","135","31.5%",".300",".283",".474",".450",".341",".330","10762"
"Victor Martinez","DET","508","425","87.8","107.6","14.1","18","4.2%","129","30.4%",".251",".266",".353",".406",".281",".313","393"
"Yonder Alonso","CLE","574","398","87.8","112.3","15.7","37","9.3%","146","36.7%",".250",".253",".421",".441",".319",".331","2530"
"Chris Owings","ARI","309","208","87.8","107.1","13.4","11","5.3%","70","33.7%",".206",".230",".302",".371",".250",".289","10030"
"Amed Rosario","NYM","592","441","87.8","109.5","7.9","14","3.2%","141","32.0%",".256",".255",".381",".367",".290",".289","15518"
"James McCann","DET","457","313","87.8","111.4","16.2","15","4.8%","116","37.1%",".220",".235",".314",".365",".256",".288","12859"
"Jean Segura","SEA","632","527","87.7","111.6","7.8","17","3.2%","169","32.1%",".304",".273",".415",".393",".327",".310","5933"
"Jace Peterson","- - -","246","154","87.7","107.7","10.6","5","3.2%","50","32.5%",".200",".209",".324",".322",".286",".292","12325"
"Eddie Rosario","MIN","592","458","87.7","108.1","17.8","33","7.2%","152","33.2%",".288",".242",".479",".424",".340",".302","12155"
"Adam Eaton","WSN","370","257","87.7","109.4","9.0","8","3.1%","78","30.4%",".301",".271",".411",".373",".358",".336","11205"
"Austin Barnes","LAD","238","134","87.6","108.1","5.6","5","3.7%","41","30.6%",".205",".184",".290",".256",".281",".265","12158"
"Jake Bauers","TBR","388","227","87.6","110.0","12.1","15","6.6%","71","31.3%",".201",".209",".384",".354",".308",".306","15194"
"Jeff Mathis","ARI","218","132","87.6","108.2","15.4","3","2.3%","44","33.3%",".200",".183",".272",".283",".243",".244","3448"
"Kolten Wong","STL","407","302","87.6","107.1","9.0","7","2.3%","93","30.8%",".249",".230",".388",".337",".314",".295","12532"
"JT Riddle","MIA","332","245","87.6","106.1","7.9","12","4.9%","71","29.0%",".231",".245",".377",".373",".282",".291","17642"
"Jordy Mercer","PIT","436","311","87.6","110.1","13.1","13","4.2%","97","31.2%",".251",".264",".381",".386",".296",".310","6547"
"Evan Gattis","HOU","451","314","87.6","111.8","17.8","22","7.0%","106","33.8%",".226",".221",".452",".399",".311",".298","11003"
"Daniel Murphy","- - -","351","291","87.6","106.9","16.2","14","4.8%","83","28.5%",".299",".304",".454",".455",".338",".343","4316"
"Brandon Crawford","SFG","594","414","87.5","108.8","11.3","14","3.4%","137","33.1%",".254",".251",".394",".376",".306",".305","5343"
"Martin Prado","MIA","209","162","87.5","106.2","9.3","4","2.5%","42","25.9%",".244",".254",".305",".338",".263",".282","3312"
"Charlie Blackmon","COL","696","495","87.5","110.4","12.0","29","5.9%","174","35.2%",".291",".276",".502",".445",".368",".346","7859"
"Gorkys Hernandez","SFG","451","307","87.5","108.5","12.6","23","7.5%","109","35.5%",".234",".239",".391",".398",".292",".301","4146"
"Christian Vazquez","BOS","269","211","87.4","105.2","13.0","4","1.9%","60","28.4%",".207",".246",".283",".339",".240",".281","9774"
"Derek Dietrich","MIA","551","361","87.4","111.0","15.8","21","5.8%","136","37.7%",".265",".237",".421",".382",".326",".303","10542"
"Matt Joyce","OAK","246","157","87.4","107.9","14.8","11","7.0%","50","31.8%",".208",".225",".353",".402",".299",".326","3353"
"Yairo Munoz","STL","329","224","87.4","111.2","4.6","10","4.5%","66","29.5%",".276",".239",".413",".364",".326",".297","16313"
"Rosell Herrera","- - -","302","224","87.3","112.0","2.4","4","1.8%","73","32.6%",".234",".245",".317",".334",".266",".283","11611"
"Kevin Pillar","TOR","542","420","87.3","111.1","16.8","21","5.0%","153","36.4%",".252",".280",".426",".432",".302",".321","12434"
"Jurickson Profar","TEX","594","440","87.3","112.2","12.4","19","4.3%","140","31.8%",".254",".251",".458",".394",".341",".323","10815"
"Jedd Gyorko","STL","402","278","87.3","107.7","15.4","20","7.2%","87","31.3%",".262",".228",".416",".397",".333",".316","10816"
"Scooter Gennett","CIN","638","467","87.3","108.5","14.0","24","5.1%","149","31.9%",".310",".257",".490",".403",".362",".311","10339"
"Logan Forsythe","- - -","416","289","87.3","106.1","10.4","3","1.0%","86","29.8%",".232",".219",".291",".302",".274",".274","7185"
"Austin Slater","SFG","225","131","87.3","108.2","2.6","3","2.3%","45","34.4%",".251",".209",".307",".277",".287",".264","16153"
"Kurt Suzuki","ATL","388","310","87.2","106.0","18.4","10","3.2%","107","34.5%",".271",".267",".444",".409",".335",".327","8259"
"Jose Altuve","HOU","599","459","87.2","112.3","10.1","24","5.2%","155","33.8%",".316",".288",".451",".449",".363",".352","5417"
"Elvis Andrus","TEX","428","331","87.2","109.7","8.7","12","3.6%","101","30.5%",".256",".239",".367",".348",".296",".285","8709"
"Jeimer Candelario","DET","619","384","87.2","112.7","15.0","22","5.7%","128","33.3%",".224",".206",".393",".350",".311",".292","13621"
"Denard Span","- - -","501","365","87.2","108.1","13.3","10","2.7%","108","29.6%",".261",".280",".419",".388",".330",".335","8347"
"Tim Beckham","BAL","402","272","87.1","111.2","9.8","14","5.1%","97","35.7%",".230",".233",".374",".373",".288",".294","7949"
"Matt Wieters","WSN","271","193","87.1","111.8","18.5","8","4.1%","65","33.7%",".238",".226",".374",".386",".308",".310","4298"
"Austin Jackson","- - -","375","215","87.1","108.6","11.3","5","2.3%","69","32.1%",".245",".205",".326",".290",".275",".246","9848"
"Yangervis Solarte","TOR","506","400","87.1","113.1","14.1","15","3.8%","128","32.0%",".226",".251",".378",".387",".284",".301","5352"
"Robbie Grossman","MIN","465","320","87.1","108.6","15.1","6","1.9%","89","27.8%",".273",".246",".384",".350",".333",".316","5254"
"Tucker Barnhart","CIN","522","370","87.1","106.6","12.4","10","2.7%","112","30.3%",".248",".239",".372",".351",".307",".301","10200"
"Harrison Bader","STL","427","260","87.1","113.6","13.7","17","6.5%","80","30.8%",".264",".225",".422",".358",".326",".290","18030"
"Adam Engel","CHW","463","308","87.0","113.4","14.7","7","2.3%","99","32.1%",".235",".208",".336",".298",".270",".247","15082"
"Adeiny Hechavarria","- - -","321","247","87.0","105.9","13.6","4","1.6%","81","32.8%",".247",".247",".345",".344",".268",".275","10459"
"Carlos Asuaje","SDP","218","147","87.0","104.0","15.4","5","3.4%","36","24.5%",".196",".219",".280",".317",".255",".285","15197"
"Didi Gregorius","NYY","569","445","87.0","109.4","16.0","18","4.0%","136","30.6%",".268",".257",".494",".398",".350",".318","6012"
"Whit Merrifield","KCR","707","526","87.0","106.4","16.9","22","4.2%","163","31.0%",".304",".281",".438",".428",".349",".343","11281"
"Mark Canha","OAK","411","279","87.0","108.5","15.5","24","8.6%","96","34.4%",".249",".250",".449",".448",".334",".338","11445"
"John Ryan Murphy","ARI","223","140","87.0","107.9","22.3","14","10.0%","44","31.4%",".202",".187",".375",".364",".265",".257","10346"
"Brandon Belt","SFG","456","294","87.0","107.6","23.3","29","9.9%","93","31.6%",".253",".254",".414",".478",".327",".351","10264"
"Carlos Gomez","TBR","408","259","86.9","113.1","19.7","12","4.6%","77","29.7%",".208",".213",".336",".346",".285",".293","4881"
"Nick Ahmed","ARI","564","413","86.9","106.2","11.9","17","4.1%","124","30.0%",".234",".240",".411",".373",".300",".292","12147"
"Jason Kipnis","CLE","601","422","86.9","107.4","17.8","25","5.9%","129","30.6%",".230",".237",".389",".394",".308",".318","9776"
"Kevin Plawecki","NYM","277","175","86.9","111.6","11.5","8","4.6%","62","35.4%",".210",".220",".370",".351",".302",".303","13807"
"Jonathan Lucroy","OAK","454","357","86.9","106.6","13.5","5","1.4%","98","27.5%",".241",".249",".325",".349",".271",".289","7870"
"Marcus Semien","OAK","703","510","86.8","107.1","15.5","22","4.3%","163","32.0%",".255",".245",".388",".380",".307",".305","12533"
"Ozzie Albies","ATL","684","527","86.8","109.9","16.1","21","4.0%","155","29.4%",".261",".250",".452",".403",".324",".305","16556"
"Brian Dozier","- - -","632","429","86.8","104.8","17.5","24","5.6%","122","28.4%",".215",".204",".391",".343",".304",".288","9810"
"Nicky Delmonico","CHW","318","205","86.8","109.3","14.6","9","4.4%","70","34.1%",".215",".216",".373",".348",".292",".286","13157"
"Matt Duffy","TBR","560","413","86.8","104.9","4.8","5","1.2%","115","27.8%",".294",".269",".366",".351",".323",".310","13836"
"Gerardo Parra","COL","443","331","86.8","105.5","9.2","8","2.4%","87","26.3%",".284",".261",".372",".370",".313",".306","8553"
"Yolmer Sanchez","CHW","662","467","86.7","110.3","9.3","12","2.6%","130","27.8%",".242",".235",".372",".344",".297",".289","11602"
"Cameron Maybin","- - -","384","269","86.7","111.0","7.7","10","3.7%","89","33.1%",".249",".256",".336",".374",".295",".315","5223"
"Willy Adames","TBR","323","196","86.7","110.6","8.5","13","6.6%","58","29.6%",".278",".214",".406",".352",".328",".285","15986"
"Greg Allen","CLE","291","212","86.7","105.7","7.9","3","1.4%","64","30.2%",".257",".258",".343",".344",".288",".292","16623"
"Johnny Field","- - -","233","151","86.7","105.3","14.2","7","4.6%","46","30.5%",".222",".186",".403",".314",".281",".237","15048"
"Odubel Herrera","PHI","597","430","86.7","114.7","13.2","20","4.7%","136","31.6%",".255",".231",".420",".357",".315",".286","11476"
"Christian Villanueva","SDP","384","248","86.7","110.0","20.8","21","8.5%","75","30.2%",".236",".222",".450",".399",".323",".300","11738"
"Jake Marisnick","HOU","235","132","86.7","111.7","19.5","9","6.8%","41","31.1%",".211",".194",".399",".354",".290",".269","11339"
"Addison Russell","CHC","465","324","86.7","108.2","11.8","7","2.2%","86","26.5%",".250",".236",".340",".329",".290",".284","14106"
"Ronald Guzman","TEX","428","267","86.6","111.3","14.1","16","6.0%","88","33.0%",".235",".223",".416",".358",".312",".289","14388"
"Ehire Adrianza","MIN","366","259","86.6","107.1","16.4","12","4.6%","79","30.5%",".251",".235",".379",".355",".294",".281","8418"
"Albert Almora Jr.","CHC","479","369","86.6","110.0","8.3","4","1.1%","101","27.4%",".286",".247",".378",".320",".305",".275","14109"
"Jeff McNeil","NYM","248","205","86.6","105.6","15.5","5","2.4%","59","28.8%",".329",".274",".471",".407",".368",".325","15362"
"Joe Panik","SFG","392","333","86.6","108.1","9.7","7","2.1%","97","29.1%",".254",".281",".332",".378",".280",".316","11936"
"Daniel Robertson","TBR","340","207","86.6","107.0","7.7","10","4.8%","72","34.8%",".262",".228",".415",".367",".354",".328","14145"
"Devin Mesoraco","- - -","274","193","86.6","109.0","20.6","11","5.7%","55","28.5%",".221",".211",".398",".370",".302",".290","5666"
"Eduardo Escobar","- - -","631","448","86.5","108.8","18.9","35","7.8%","122","27.2%",".272",".247",".489",".430",".346",".323","6153"
"Wilmer Flores","NYM","429","353","86.4","108.5","17.4","8","2.3%","94","26.6%",".267",".251",".417",".364",".316",".297","5827"
"Jonathan Schoop","- - -","501","363","86.4","111.2","11.5","15","4.1%","111","30.6%",".233",".225",".416",".352",".290",".267","11265"
"Guillermo Heredia","SEA","337","249","86.4","105.7","11.1","7","2.8%","68","27.3%",".236",".248",".342",".351",".295",".307","18721"
"Brian McCann","HOU","216","151","86.3","104.5","23.3","5","3.3%","39","25.8%",".212",".216",".339",".324",".286",".284","4810"
"Orlando Arcia","MIL","366","263","86.3","107.4","4.0","5","1.9%","76","28.9%",".236",".211",".307",".284",".253",".238","13185"
"Scott Kingery","PHI","484","331","86.2","109.1","17.4","15","4.5%","101","30.5%",".226",".224",".338",".350",".263",".271","17975"
"Blake Swihart","BOS","207","135","86.0","108.1","13.9","7","5.2%","36","26.7%",".229",".213",".328",".325",".271",".266","13176"
"Kevin Kiermaier","TBR","367","245","86.0","110.2","7.5","10","4.1%","71","29.0%",".217",".213",".370",".313",".282",".269","11038"
"Ronny Rodriguez","DET","206","154","86.0","106.5","13.1","5","3.2%","46","29.9%",".220",".217",".335",".324",".257",".259","11875"
"Jorge Bonifacio","KCR","270","168","85.9","106.6","19.3","11","6.5%","48","28.6%",".225",".236",".360",".374",".296",".311","12174"
"Phillip Ervin","CIN","247","162","85.9","106.9","16.7","7","4.3%","56","34.6%",".252",".240",".404",".372",".315",".305","14738"
"Josh Harrison","PIT","374","283","85.9","105.1","15.7","7","2.5%","74","26.1%",".250",".227",".363",".357",".285",".276","8202"
"Tim Anderson","CHW","606","423","85.8","112.5","10.8","20","4.7%","118","27.9%",".240",".226",".406",".362",".294",".276","15172"
"Jose Peraza","CIN","683","570","85.8","108.7","15.0","13","2.3%","134","23.5%",".288",".273",".416",".383",".319",".304","13593"
"Mallex Smith","TBR","544","391","85.8","104.7","3.7","4","1.0%","90","23.0%",".296",".255",".406",".339",".339",".302","13608"
"Cesar Hernandez","PHI","708","454","85.8","109.4","11.5","16","3.5%","126","27.8%",".253",".242",".362",".352",".320",".316","10556"
"Jorge Polanco","MIN","333","244","85.8","109.0","17.8","7","2.9%","68","27.9%",".288",".250",".427",".362",".336",".301","13152"
"Kris Bryant","CHC","457","285","85.8","110.2","17.8","24","8.4%","95","33.3%",".272",".248",".460",".438",".359",".347","15429"
"Dixon Machado","DET","233","175","85.7","106.6","11.0","6","3.4%","45","25.7%",".206",".237",".290",".340",".244",".280","11472"
"Martin Maldonado","- - -","404","279","85.7","108.9","14.7","13","4.7%","74","26.5%",".225",".202",".351",".316",".275",".257","6887"
"Austin Hedges","SDP","326","214","85.6","108.2","16.1","14","6.5%","64","29.9%",".231",".205",".429",".347",".301",".262","12976"
"Travis Jankowski","SDP","387","276","85.6","104.3","3.3","2","0.7%","52","18.8%",".259",".235",".346",".286",".303",".276","13768"
"Omar Narvaez","CHW","322","217","85.6","102.5","12.9","5","2.3%","53","24.4%",".275",".255",".429",".371",".348",".321","13338"
"Josh Reddick","HOU","487","361","85.6","105.9","18.2","13","3.6%","95","26.3%",".242",".237",".400",".360",".311",".298","3892"
"Zack Cozart","LAA","253","185","85.6","107.0","17.4","4","2.2%","51","27.6%",".219",".231",".362",".350",".289",".295","2616"
"Brandon Guyer","CLE","221","147","85.4","105.4","16.2","6","4.1%","45","30.6%",".206",".215",".371",".340",".298",".295","2636"
"Jose Reyes","NYM","251","190","85.4","107.3","12.7","3","1.6%","45","23.7%",".189",".224",".320",".309",".255",".272","1736"
"Victor Reyes","DET","219","168","85.4","108.5","6.2","3","1.8%","44","26.2%",".222",".246",".288",".330",".229",".261","15487"
"Ian Kinsler","- - -","534","426","85.3","106.1","17.5","13","3.1%","110","25.8%",".240",".248",".380",".368",".298",".301","6195"
"Jarrod Dyson","ARI","237","176","85.3","106.9","11.0","3","1.7%","34","19.3%",".189",".232",".257",".308",".244",".286","4866"
"Dexter Fowler","STL","334","218","85.3","107.5","12.6","7","3.2%","61","28.0%",".180",".203",".298",".300",".260",".275","4062"
"Caleb Joseph","BAL","280","199","85.2","105.0","12.8","2","1.0%","58","29.1%",".219",".223",".321",".311",".251",".253","7087"
"Charlie Culberson","ATL","322","212","85.2","108.2","8.6","10","4.7%","65","30.7%",".270",".218",".466",".337",".335",".268","3298"
"Joey Rickard","BAL","230","158","85.2","104.1","18.3","6","3.8%","32","20.3%",".244",".210",".413",".330",".309",".265","13277"
"Jon Jay","- - -","586","440","85.1","105.0","4.2","7","1.6%","95","21.6%",".268",".251",".347",".333",".301",".293","5227"
"Tony Wolters","COL","216","151","85.0","103.4","4.9","4","2.6%","32","21.2%",".170",".196",".286",".269",".261",".273","11470"
"Manny Pina","MIL","337","249","84.9","109.7","13.9","11","4.4%","66","26.5%",".252",".248",".395",".388",".301",".302","2829"
"Ender Inciarte","ATL","660","519","84.9","105.0","10.8","7","1.3%","97","18.7%",".265",".254",".380",".341",".308",".296","4922"
"Isiah Kiner-Falefa","TEX","396","300","84.9","107.9","7.0","2","0.7%","71","23.7%",".261",".256",".357",".316",".301",".288","16512"
"Jose Iglesias","DET","464","390","84.8","106.5","12.1","5","1.3%","87","22.3%",".269",".249",".389",".334",".304",".280","10231"
"Sandy Leon","BOS","288","194","84.7","106.7","17.0","9","4.6%","50","25.8%",".177",".184",".279",".282",".227",".233","5273"
"Miguel Rojas","MIA","528","426","84.7","106.6","9.3","4","0.9%","101","23.7%",".252",".264",".346",".351",".282",".293","7802"
"Alcides Escobar","KCR","531","423","84.6","105.5","10.6","7","1.7%","91","21.5%",".231",".238",".313",".327",".261",".274","6310"
"Gregor Blanco","SFG","203","133","84.6","106.7","15.1","5","3.8%","31","23.3%",".217",".228",".317",".312",".254",".263","3123"
"Delino DeShields","TEX","393","264","84.3","106.3","7.9","1","0.4%","38","14.4%",".216",".194",".281",".257",".271",".259","11379"
"Greg Garcia","STL","208","147","84.3","105.8","11.8","3","2.0%","37","25.2%",".221",".219",".304",".319",".276",".288","10951"
"Rajai Davis","CLE","216","153","84.2","104.4","9.6","2","1.3%","41","26.8%",".224",".223",".281",".292",".251",".259","3708"
"Alen Hanson","SFG","310","229","84.1","107.7","13.8","8","3.5%","49","21.4%",".252",".213",".425",".314",".296",".243","12926"
"Tony Kemp","HOU","295","216","84.1","100.2","11.6","1","0.5%","38","17.6%",".263",".222",".392",".304",".327",".283","14894"
"David Fletcher","LAA","307","255","84.0","103.7","13.4","1","0.4%","52","20.4%",".275",".277",".363",".346",".297",".299","17992"
"Pedro Severino","WSN","213","144","83.8","108.3","14.3","3","2.1%","28","19.4%",".168",".196",".247",".279",".221",".248","14523"
"Dee Strange-Gordon","SEA","588","490","83.2","104.7","5.8","0","0.0%","61","12.4%",".268",".265",".349",".325",".277",".272","8203"
"Wilmer Difo","WSN","456","333","83.1","104.2","12.8","7","2.1%","63","18.9%",".230",".238",".350",".328",".280",".281","14320"
"Billy Hamilton","CIN","556","377","80.5","101.9","15.3","1","0.3%","32","8.5%",".236",".222",".327",".266",".277",".256","10199"
