"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Nick Hundley","SFG",".310","0.97","26.9%","36.0%","37.1%","8.2%","13.7%","2","2.8%","0","0.0%","46.7%","32.5%","20.8%","18.8%","38.1%","43.1%","3376"
"Nick Castellanos","DET",".361","0.99","28.8%","35.4%","35.8%","3.0%","13.6%","14","8.4%","0","0.0%","44.9%","30.3%","24.8%","12.1%","40.0%","47.9%","11737"
"Yadier Molina","STL",".264","1.05","24.1%","38.9%","36.9%","7.5%","13.6%","6","3.9%","0","0.0%","49.6%","29.3%","21.1%","13.3%","42.4%","44.4%","7007"
"Anthony Rizzo","CHC",".287","1.02","24.7%","37.9%","37.3%","8.7%","13.6%","11","5.9%","0","0.0%","45.3%","34.5%","20.2%","16.6%","49.3%","34.1%","3473"
"Paul DeJong","STL",".288","0.72","24.2%","31.8%","44.0%","15.7%","13.6%","16","15.8%","0","0.0%","45.6%","28.3%","26.1%","18.6%","42.8%","38.7%","18015"
"Yan Gomes","CLE",".336","0.77","27.2%","31.7%","41.1%","12.7%","13.6%","8","8.8%","0","0.0%","42.9%","32.4%","24.7%","13.9%","42.9%","43.2%","9627"
"Tim Beckham","BAL",".282","1.40","20.4%","46.5%","33.1%","6.7%","13.5%","10","8.0%","1","33.3%","42.6%","34.2%","23.2%","22.1%","47.4%","30.5%","7949"
"Lucas Duda","- - -",".302","0.63","25.8%","28.8%","45.4%","10.6%","13.5%","2","3.0%","0","0.0%","41.9%","31.0%","27.1%","18.3%","43.2%","38.4%","2502"
"Danny Valencia","BAL",".293","1.37","23.2%","44.4%","32.4%","7.5%","13.4%","7","7.6%","0","0.0%","45.9%","34.3%","19.8%","16.9%","50.2%","32.9%","6364"
"Lewis Brinson","MIA",".257","1.66","16.8%","51.9%","31.3%","7.3%","13.4%","13","9.6%","0","0.0%","44.7%","36.7%","18.6%","18.9%","42.4%","38.6%","14352"
"Logan Morrison","MIN",".196","0.71","19.1%","33.5%","47.5%","13.4%","13.4%","0","0.0%","1","33.3%","47.3%","29.7%","23.0%","18.4%","43.9%","37.7%","9205"
"Jake Lamb","ARI",".286","1.67","17.8%","51.4%","30.8%","2.2%","13.3%","9","12.0%","0","0.0%","43.8%","29.5%","26.7%","18.5%","39.0%","42.5%","13329"
"Jurickson Profar","TEX",".269","1.28","21.8%","43.9%","34.3%","12.6%","13.2%","14","7.3%","0","0.0%","39.8%","33.0%","27.3%","20.2%","42.5%","37.3%","10815"
"John Ryan Murphy","ARI",".256","0.63","19.0%","31.4%","49.6%","17.6%","13.2%","7","16.3%","1","33.3%","42.9%","28.6%","28.6%","18.6%","40.7%","40.7%","10346"
"Mitch Moreland","BOS",".288","1.16","19.6%","43.1%","37.3%","6.1%","13.2%","6","4.5%","0","0.0%","41.0%","35.5%","23.5%","14.7%","50.5%","34.9%","3086"
"Domingo Santana","MIL",".386","1.76","23.4%","48.9%","27.7%","2.6%","13.2%","3","4.5%","0","0.0%","38.7%","41.6%","19.7%","12.4%","47.4%","40.1%","10348"
"Elias Diaz","PIT",".302","1.26","20.0%","44.7%","35.3%","13.2%","13.2%","3","3.1%","0","0.0%","37.7%","35.8%","26.5%","19.5%","44.2%","36.3%","11680"
"Jose Bautista","- - -",".262","0.74","20.0%","34.0%","46.0%","16.2%","13.1%","5","6.8%","0","0.0%","50.2%","31.2%","18.6%","18.1%","42.3%","39.5%","1887"
"Chris Iannetta","COL",".275","0.98","22.8%","38.1%","39.1%","8.3%","13.1%","3","3.7%","0","0.0%","42.1%","31.0%","26.9%","13.9%","47.2%","38.9%","8267"
"Andrew McCutchen","- - -",".304","1.16","23.0%","41.3%","35.7%","9.1%","13.0%","14","7.9%","0","0.0%","43.9%","36.4%","19.7%","13.5%","43.2%","43.4%","9847"
"Todd Frazier","NYM",".241","0.78","18.8%","35.5%","45.7%","12.2%","12.9%","8","7.4%","0","0.0%","49.7%","30.3%","20.1%","17.4%","41.8%","40.8%","785"
"Devon Travis","TOR",".255","1.72","21.2%","49.8%","29.0%","14.1%","12.9%","8","5.5%","0","0.0%","36.2%","32.8%","31.1%","20.8%","48.8%","30.4%","13862"
"Robinson Cano","SEA",".329","1.63","22.6%","47.9%","29.4%","6.4%","12.8%","7","5.5%","0","0.0%","34.7%","37.0%","28.3%","11.3%","47.2%","41.5%","3269"
"Mike Moustakas","- - -",".259","0.74","19.7%","34.0%","46.3%","19.2%","12.8%","11","6.8%","2","66.7%","42.6%","34.2%","23.1%","21.2%","37.6%","41.2%","4892"
"Carlos Gonzalez","COL",".332","1.33","16.2%","47.9%","35.9%","11.9%","12.7%","14","8.3%","2","100.0%","34.0%","39.4%","26.6%","21.2%","43.6%","35.1%","7287"
"JT Riddle","MIA",".266","1.62","23.1%","47.5%","29.3%","11.3%","12.7%","5","4.3%","0","0.0%","38.0%","39.2%","22.9%","18.4%","49.8%","31.8%","17642"
"Albert Pujols","LAA",".247","1.07","22.3%","40.2%","37.5%","17.9%","12.6%","7","4.3%","0","0.0%","46.9%","35.2%","17.9%","18.9%","38.7%","42.4%","1177"
"Marwin Gonzalez","HOU",".301","1.16","22.6%","41.6%","35.8%","9.4%","12.5%","7","4.7%","2","16.7%","44.1%","35.4%","20.5%","17.3%","44.3%","38.4%","5497"
"Luis Valbuena","LAA",".277","0.82","19.9%","36.1%","44.0%","9.6%","12.3%","5","8.3%","2","100.0%","45.2%","27.4%","27.4%","16.1%","46.4%","37.5%","4969"
"Derek Dietrich","MIA",".336","1.13","23.3%","40.7%","36.0%","15.4%","12.3%","3","2.0%","0","0.0%","41.3%","33.8%","24.9%","19.4%","44.0%","36.6%","10542"
"Phillip Ervin","CIN",".310","1.02","27.7%","36.5%","35.8%","21.1%","12.3%","0","0.0%","1","33.3%","35.2%","30.2%","34.6%","19.8%","45.7%","34.6%","14738"
"Devin Mesoraco","- - -",".236","0.77","17.6%","35.8%","46.6%","21.1%","12.2%","5","7.2%","0","0.0%","51.8%","26.9%","21.2%","21.8%","46.1%","32.1%","5666"
"Jeimer Candelario","DET",".279","1.03","17.7%","41.7%","40.6%","12.2%","12.2%","10","6.3%","0","0.0%","46.6%","30.2%","23.2%","20.1%","44.8%","35.2%","13621"
"Chris Taylor","LAD",".345","0.86","27.5%","33.6%","38.9%","7.1%","12.1%","13","10.7%","1","50.0%","37.8%","34.3%","27.9%","13.3%","48.3%","38.4%","13757"
"Tyler Flowers","ATL",".292","1.11","21.0%","41.5%","37.5%","7.6%","12.1%","7","9.6%","0","0.0%","45.5%","34.1%","20.5%","12.5%","38.6%","48.9%","9134"
"Anthony Rendon","WSN",".323","0.75","23.8%","32.6%","43.6%","10.6%","12.1%","7","4.7%","1","100.0%","40.2%","32.7%","27.0%","14.5%","47.7%","37.8%","12861"
"Brandon Guyer","CLE",".237","0.98","19.6%","39.9%","40.6%","8.6%","12.1%","3","5.3%","3","75.0%","51.0%","31.3%","17.7%","19.7%","42.9%","37.4%","2636"
"Adam Frazier","PIT",".305","1.57","19.6%","49.1%","31.3%","3.6%","12.0%","5","3.8%","0","0.0%","37.8%","34.8%","27.3%","15.4%","49.8%","34.8%","15223"
"Adrian Beltre","TEX",".312","1.05","25.8%","38.0%","36.2%","8.0%","12.0%","12","9.2%","0","0.0%","38.8%","32.8%","28.4%","14.2%","43.5%","42.3%","639"
"Eddie Rosario","MIN",".316","0.81","20.3%","35.7%","44.1%","11.5%","12.0%","10","6.2%","2","50.0%","43.4%","33.2%","23.4%","17.5%","46.1%","36.5%","12155"
"Aledmys Diaz","TOR",".269","0.99","18.1%","40.7%","41.2%","11.3%","12.0%","18","12.2%","0","0.0%","47.0%","30.8%","22.3%","19.2%","48.9%","31.9%","15937"
"Joey Rickard","BAL",".293","0.82","21.8%","35.3%","42.9%","14.9%","11.9%","7","12.7%","0","0.0%","41.8%","34.2%","24.1%","22.8%","48.1%","29.1%","13277"
"Eduardo Escobar","- - -",".308","0.75","24.8%","32.1%","43.1%","5.7%","11.9%","11","7.6%","0","0.0%","40.0%","33.9%","26.1%","15.2%","46.7%","38.2%","6153"
"Hunter Dozier","KCR",".296","1.13","22.0%","41.3%","36.6%","8.6%","11.8%","10","9.5%","0","0.0%","41.3%","31.9%","26.8%","15.0%","40.2%","44.9%","15117"
"Austin Barnes","LAD",".287","2.06","20.0%","53.8%","26.2%","8.8%","11.8%","7","10.0%","1","25.0%","45.5%","33.6%","20.9%","22.4%","46.3%","31.3%","12158"
"Yoan Moncada","CHW",".344","0.93","22.7%","37.3%","40.1%","6.9%","11.7%","12","8.9%","1","33.3%","41.4%","32.9%","25.8%","14.2%","49.0%","36.7%","17232"
"Adam Duvall","- - -",".237","0.63","22.0%","30.2%","47.8%","16.4%","11.7%","8","9.9%","0","0.0%","47.0%","33.2%","19.8%","18.3%","45.1%","36.6%","10950"
"JaCoby Jones","DET",".281","1.30","23.9%","43.0%","33.1%","14.9%","11.7%","11","9.0%","1","16.7%","43.8%","34.5%","21.7%","16.6%","47.2%","36.2%","14818"
"John Hicks","DET",".337","1.13","19.2%","42.9%","37.9%","14.3%","11.7%","9","10.3%","2","66.7%","35.4%","35.9%","28.6%","20.4%","42.7%","36.9%","12547"
"Brad Miller","- - -",".350","0.98","20.1%","39.6%","40.3%","6.7%","11.7%","3","5.1%","1","100.0%","34.0%","42.0%","24.0%","18.7%","39.3%","42.0%","12775"
"Yangervis Solarte","TOR",".233","1.16","20.8%","42.6%","36.6%","19.2%","11.6%","5","2.9%","0","0.0%","41.5%","34.5%","24.0%","21.0%","50.8%","28.3%","5352"
"Carlos Santana","PHI",".231","0.92","16.0%","40.3%","43.7%","17.9%","11.6%","11","5.8%","0","0.0%","48.0%","29.9%","22.1%","22.7%","44.4%","32.8%","2396"
"Ozzie Albies","ATL",".285","0.97","21.3%","38.8%","39.9%","9.6%","11.5%","15","7.4%","3","50.0%","44.8%","31.1%","24.1%","16.3%","49.3%","34.3%","16556"
"Matt Joyce","OAK",".242","0.90","25.6%","35.3%","39.1%","4.9%","11.5%","1","1.8%","0","0.0%","42.0%","36.3%","21.7%","14.6%","49.7%","35.7%","3353"
"Brock Holt","BOS",".337","2.08","24.2%","51.2%","24.6%","6.6%","11.5%","7","5.5%","2","100.0%","43.2%","31.6%","25.2%","18.8%","52.0%","29.2%","9345"
"Greg Bird","NYY",".230","0.69","16.5%","34.0%","49.5%","9.4%","11.5%","1","1.5%","4","100.0%","47.0%","32.8%","20.2%","13.1%","47.0%","39.9%","14131"
"Francisco Cervelli","PIT",".308","0.93","19.4%","38.9%","41.7%","10.5%","11.4%","6","6.1%","0","0.0%","38.6%","34.6%","26.8%","15.7%","50.4%","33.9%","5275"
"Daniel Descalso","ARI",".300","0.65","23.6%","30.1%","46.3%","13.2%","11.4%","6","8.1%","0","0.0%","49.2%","29.3%","21.5%","15.9%","41.1%","43.1%","8392"
"Alex Gordon","KCR",".299","1.45","26.4%","43.6%","30.0%","6.1%","11.3%","7","4.2%","0","0.0%","40.2%","34.2%","25.6%","15.9%","46.2%","37.9%","5209"
"Jed Lowrie","OAK",".304","0.76","23.4%","33.2%","43.4%","6.4%","11.3%","12","7.7%","0","0.0%","42.3%","32.5%","25.3%","13.4%","46.5%","40.1%","4418"
"Nick Ahmed","ARI",".265","1.18","24.4%","40.8%","34.7%","8.5%","11.3%","5","3.0%","1","25.0%","39.0%","36.3%","24.7%","17.2%","43.6%","39.2%","12147"
"Brian Dozier","- - -",".240","0.90","16.8%","39.5%","43.7%","17.1%","11.2%","13","7.7%","1","100.0%","49.9%","33.8%","16.3%","17.0%","45.7%","37.3%","9810"
"Kris Bryant","CHC",".342","0.84","25.3%","34.0%","40.7%","9.5%","11.2%","15","15.5%","0","0.0%","48.1%","31.9%","20.0%","18.9%","49.8%","31.2%","15429"
"DJ LeMahieu","COL",".298","1.68","21.0%","49.6%","29.5%","3.0%","11.1%","14","6.2%","0","0.0%","29.8%","40.7%","29.6%","16.3%","48.7%","35.0%","9874"
"Colin Moran","PIT",".316","1.53","26.3%","44.5%","29.2%","4.0%","11.1%","9","6.0%","0","0.0%","37.6%","31.8%","30.6%","15.3%","52.1%","32.6%","16909"
"Trea Turner","WSN",".314","1.48","17.9%","49.0%","33.1%","12.8%","11.0%","25","9.8%","8","57.1%","43.1%","35.4%","21.5%","18.7%","49.8%","31.5%","16252"
"Brandon Crawford","SFG",".303","1.42","25.5%","43.7%","30.8%","11.8%","11.0%","9","5.0%","0","0.0%","33.1%","37.9%","29.0%","18.6%","45.2%","36.2%","5343"
"Kyle Seager","SEA",".251","0.76","21.4%","33.9%","44.6%","8.5%","11.0%","5","3.3%","0","0.0%","44.1%","35.6%","20.3%","11.1%","51.9%","37.0%","9785"
"Ketel Marte","ARI",".282","1.77","19.7%","51.2%","29.0%","10.9%","10.9%","13","5.8%","0","0.0%","36.7%","39.2%","24.1%","20.9%","43.0%","36.0%","13613"
"Josh Reddick","HOU",".258","0.85","18.6%","37.3%","44.1%","10.9%","10.9%","8","6.1%","1","20.0%","44.8%","32.9%","22.3%","19.2%","50.7%","30.1%","3892"
"Michael Brantley","CLE",".319","1.49","24.7%","45.0%","30.3%","3.8%","10.9%","9","3.9%","1","50.0%","40.4%","36.8%","22.8%","12.2%","50.7%","37.1%","4106"
"Neil Walker","NYY",".257","0.96","24.1%","37.2%","38.7%","5.0%","10.9%","5","5.2%","1","33.3%","45.1%","31.8%","23.1%","17.4%","44.7%","37.9%","7539"
"Manny Pina","MIL",".285","1.19","25.8%","40.3%","33.9%","11.9%","10.7%","4","4.0%","0","0.0%","42.6%","28.5%","28.9%","23.3%","43.0%","33.7%","2829"
"Melky Cabrera","CLE",".303","1.75","28.7%","45.4%","25.9%","14.3%","10.7%","3","3.1%","0","0.0%","37.3%","39.2%","23.5%","11.1%","49.8%","39.2%","4022"
"Evan Longoria","SFG",".274","1.09","18.5%","42.4%","39.1%","10.0%","10.7%","9","5.5%","0","0.0%","41.9%","32.3%","25.8%","15.6%","43.2%","41.1%","9368"
"Kevin Plawecki","NYM",".257","1.26","14.4%","47.7%","37.9%","9.1%","10.6%","8","9.6%","0","0.0%","46.3%","34.9%","18.9%","19.4%","45.1%","35.4%","13807"
"Jackie Bradley Jr.","BOS",".299","1.19","20.6%","43.1%","36.3%","6.5%","10.6%","12","8.2%","1","50.0%","45.2%","34.3%","20.5%","10.0%","49.0%","41.1%","12984"
"Daniel Murphy","- - -",".308","0.89","25.8%","35.1%","39.2%","4.4%","10.5%","6","5.9%","0","0.0%","34.4%","29.6%","36.1%","12.7%","61.2%","26.1%","4316"
"Renato Nunez","- - -",".315","0.91","17.1%","39.4%","43.4%","19.7%","10.5%","9","13.0%","0","0.0%","47.7%","30.7%","21.6%","23.3%","49.4%","27.3%","14503"
"Dansby Swanson","ATL",".290","1.13","19.9%","42.4%","37.6%","11.9%","10.4%","9","6.0%","3","33.3%","42.7%","31.8%","25.5%","17.8%","46.6%","35.6%","18314"
"Dustin Fowler","OAK",".262","1.03","19.7%","40.8%","39.5%","6.9%","10.3%","3","5.0%","0","0.0%","38.1%","33.3%","28.6%","17.7%","42.9%","39.5%","17098"
"Brandon Belt","SFG",".311","0.51","28.8%","24.0%","47.2%","4.4%","10.3%","7","10.1%","4","66.7%","39.8%","30.3%","29.9%","17.3%","41.2%","41.5%","10264"
"Leonys Martin","- - -",".302","0.79","17.7%","36.2%","46.1%","9.3%","10.3%","10","11.9%","7","63.6%","44.4%","30.0%","25.5%","18.9%","43.2%","37.9%","11846"
"Kolten Wong","STL",".275","1.57","19.9%","48.9%","31.2%","14.8%","10.2%","13","9.4%","4","20.0%","40.4%","35.4%","24.2%","21.5%","50.3%","28.1%","12532"
"Cesar Hernandez","PHI",".315","1.37","20.5%","45.9%","33.6%","4.8%","10.2%","16","8.0%","8","50.0%","40.3%","32.2%","27.5%","20.5%","55.5%","24.0%","10556"
"Justin Turner","LAD",".334","0.66","26.2%","29.4%","44.4%","7.2%","10.1%","6","6.5%","0","0.0%","39.0%","31.6%","29.4%","10.9%","44.1%","45.0%","5235"
"Hernan Perez","MIL",".300","1.13","21.0%","42.0%","37.0%","8.9%","10.0%","16","15.7%","1","33.3%","34.6%","40.7%","24.8%","19.1%","46.3%","34.6%","5751"
"Jedd Gyorko","STL",".303","1.01","20.5%","39.9%","39.6%","8.2%","10.0%","4","3.6%","0","0.0%","43.9%","33.1%","23.0%","16.2%","46.8%","37.1%","10816"
"Andrew Knapp","PHI",".303","1.08","25.9%","38.4%","35.7%","5.0%","10.0%","3","7.0%","0","0.0%","40.4%","42.1%","17.5%","14.0%","53.5%","32.5%","14942"
"Max Kepler","MIN",".236","0.82","15.9%","37.8%","46.2%","10.8%","9.9%","7","4.2%","0","0.0%","43.1%","32.3%","24.6%","19.4%","43.5%","37.1%","12144"
"Lorenzo Cain","MIL",".357","2.37","22.4%","54.6%","23.0%","6.8%","9.7%","27","11.1%","0","0.0%","29.8%","37.4%","32.9%","18.1%","43.6%","38.3%","9077"
"Erik Kratz","MIL",".264","1.16","18.8%","43.6%","37.6%","9.7%","9.7%","3","4.2%","0","0.0%","39.8%","34.9%","25.3%","12.0%","41.6%","46.4%","4403"
"Jason Kipnis","CLE",".258","0.75","21.6%","33.7%","44.7%","10.2%","9.7%","5","3.6%","4","66.7%","39.3%","36.5%","24.2%","19.2%","46.0%","34.8%","9776"
"Nicky Delmonico","CHW",".269","1.04","17.6%","42.0%","40.5%","12.0%","9.6%","1","1.2%","0","0.0%","40.5%","30.7%","28.8%","18.0%","52.2%","29.8%","13157"
"Jose Altuve","HOU",".352","1.53","24.0%","46.0%","30.0%","5.9%","9.6%","16","7.7%","5","55.6%","41.4%","38.6%","20.0%","16.6%","50.1%","33.3%","5417"
"Kevin Kiermaier","TBR",".275","1.62","19.4%","49.8%","30.8%","15.1%","9.6%","11","9.3%","4","50.0%","35.1%","37.6%","27.3%","25.3%","43.3%","31.4%","11038"
"Joey Votto","CIN",".333","1.21","31.4%","37.5%","31.1%","0.0%","9.5%","10","6.6%","0","0.0%","35.3%","33.8%","30.9%","9.1%","49.9%","41.0%","4314"
"Leury Garcia","CHW",".355","2.14","28.6%","48.6%","22.7%","7.1%","9.5%","9","10.0%","3","33.3%","31.4%","35.6%","33.0%","17.0%","53.1%","29.9%","5913"
"Kevin Pillar","TOR",".281","0.94","26.6%","35.6%","37.8%","17.7%","9.5%","13","8.7%","1","50.0%","40.7%","35.0%","24.3%","21.4%","44.5%","34.0%","12434"
"Andrew Benintendi","BOS",".328","1.15","23.8%","40.8%","35.4%","4.1%","9.4%","9","4.6%","0","0.0%","38.4%","33.4%","28.2%","13.7%","58.3%","28.0%","17901"
"Kurt Suzuki","ATL",".275","0.86","23.2%","35.5%","41.3%","9.4%","9.4%","5","4.5%","0","0.0%","52.6%","29.0%","18.4%","15.2%","46.1%","38.7%","8259"
"Willson Contreras","CHC",".313","1.69","17.2%","52.0%","30.7%","10.3%","9.3%","14","7.7%","2","22.2%","42.0%","31.4%","26.6%","22.4%","48.7%","28.9%","11609"
"Brian McCann","HOU",".229","0.56","22.0%","28.0%","50.0%","17.3%","9.3%","2","4.8%","0","0.0%","43.0%","30.5%","26.5%","21.2%","53.0%","25.8%","4810"
"Dexter Fowler","STL",".210","1.07","18.3%","42.2%","39.4%","4.7%","9.3%","6","6.5%","0","0.0%","43.1%","31.2%","25.7%","19.7%","46.3%","33.9%","4062"
"Josh Bell","PIT",".305","1.49","19.0%","48.5%","32.5%","9.2%","9.2%","16","8.2%","0","0.0%","33.8%","37.6%","28.6%","19.2%","47.0%","33.8%","13145"
"Matt Wieters","WSN",".261","0.75","20.8%","33.9%","45.3%","11.5%","9.2%","2","3.1%","0","0.0%","39.4%","36.8%","23.8%","19.7%","46.1%","34.2%","4298"
"Denard Span","- - -",".291","1.20","26.5%","40.1%","33.4%","10.0%","9.2%","4","2.8%","3","50.0%","38.4%","30.7%","31.0%","19.2%","49.9%","31.0%","8347"
"Ronny Rodriguez","DET",".253","1.20","17.7%","44.9%","37.4%","18.2%","9.1%","5","7.6%","1","14.3%","41.6%","35.7%","22.7%","22.7%","42.2%","35.1%","11875"
"Tony Kemp","HOU",".296","1.39","23.3%","44.7%","32.0%","6.1%","9.1%","8","8.7%","3","33.3%","49.3%","28.8%","21.9%","16.7%","53.0%","30.2%","14894"
"Tucker Barnhart","CIN",".291","1.46","24.4%","44.9%","30.7%","9.0%","9.0%","6","3.7%","5","55.6%","44.3%","31.9%","23.8%","13.2%","48.4%","38.4%","10200"
"Alen Hanson","SFG",".303","1.08","16.7%","43.2%","40.1%","10.1%","9.0%","8","8.3%","0","0.0%","51.1%","31.4%","17.5%","21.0%","52.0%","27.1%","12926"
"Miguel Rojas","MIA",".272","1.61","23.8%","47.0%","29.2%","14.6%","8.9%","10","5.1%","1","25.0%","32.7%","37.6%","29.6%","20.0%","53.2%","26.8%","7802"
"Jesse Winker","CIN",".336","1.24","24.0%","42.1%","33.9%","8.9%","8.9%","5","5.1%","2","50.0%","37.1%","37.1%","25.7%","11.8%","44.3%","43.9%","13590"
"Starlin Castro","MIA",".330","1.77","20.2%","50.9%","28.8%","7.3%","8.8%","23","9.5%","0","0.0%","40.2%","38.7%","21.1%","15.8%","46.9%","37.3%","4579"
"Corey Dickerson","PIT",".333","1.07","27.2%","37.6%","35.2%","8.0%","8.7%","12","7.5%","2","100.0%","31.1%","36.2%","32.7%","17.8%","48.1%","34.1%","10762"
"Martin Maldonado","- - -",".280","1.08","21.2%","40.9%","38.0%","8.7%","8.7%","7","6.3%","0","0.0%","44.8%","29.0%","26.2%","16.5%","52.0%","31.5%","6887"
"Michael A. Taylor","WSN",".320","1.67","18.3%","51.1%","30.6%","8.6%","8.6%","7","6.0%","4","40.0%","39.3%","36.4%","24.3%","20.1%","47.7%","32.2%","11489"
"Brett Gardner","NYY",".272","1.46","17.9%","48.7%","33.4%","9.9%","8.5%","24","11.6%","1","14.3%","36.1%","37.3%","26.6%","19.4%","53.0%","27.5%","9927"
"Nick Markakis","ATL",".318","1.44","26.6%","43.3%","30.1%","6.6%","8.4%","12","5.0%","0","0.0%","31.7%","39.1%","29.2%","13.8%","45.7%","40.6%","5930"
"Adam Jones","BAL",".311","1.17","20.5%","42.9%","36.6%","13.5%","8.4%","12","5.7%","3","75.0%","39.9%","33.6%","26.5%","19.3%","49.3%","31.4%","6368"
"Brian Anderson","MIA",".332","1.82","19.7%","51.8%","28.5%","6.1%","8.3%","9","3.8%","0","0.0%","38.4%","35.4%","26.1%","16.2%","45.6%","38.2%","18289"
"Mitch Garver","MIN",".330","1.06","22.5%","39.8%","37.7%","14.9%","8.0%","8","8.7%","0","0.0%","38.8%","34.5%","26.7%","21.6%","37.9%","40.5%","15161"
"Freddy Galvis","SDP",".304","1.13","22.0%","41.4%","36.5%","5.5%","7.9%","16","8.6%","5","38.5%","38.1%","37.9%","24.0%","13.0%","46.8%","40.3%","6609"
"Carlos Gomez","TBR",".266","0.72","21.0%","33.1%","46.0%","17.5%","7.9%","3","3.7%","5","45.5%","40.5%","32.8%","26.6%","21.6%","47.9%","30.5%","4881"
"Ian Kinsler","- - -",".250","0.87","21.4%","36.6%","42.0%","16.2%","7.8%","7","4.5%","0","0.0%","43.7%","33.8%","22.5%","19.7%","50.9%","29.3%","6195"
"Steven Souza Jr.","ARI",".298","0.97","24.1%","37.3%","38.6%","15.6%","7.8%","3","4.8%","0","0.0%","38.0%","35.5%","26.5%","18.1%","38.0%","44.0%","5667"
"Marcus Semien","OAK",".296","1.03","22.8%","39.2%","38.0%","11.4%","7.8%","19","9.5%","0","0.0%","46.7%","30.6%","22.7%","18.4%","49.0%","32.5%","12533"
"Josh Harrison","PIT",".286","1.01","25.0%","37.7%","37.3%","10.7%","7.8%","8","7.7%","4","57.1%","45.9%","30.0%","24.0%","18.4%","48.8%","32.9%","8202"
"Hunter Pence","SFG",".282","1.71","20.8%","50.0%","29.2%","19.2%","7.7%","12","13.5%","0","0.0%","33.1%","36.5%","30.3%","24.7%","44.9%","30.3%","8252"
"Jay Bruce","NYM",".263","0.59","23.8%","28.3%","48.0%","5.1%","7.7%","0","0.0%","0","0.0%","45.1%","36.5%","18.4%","16.0%","50.8%","33.2%","9892"
"Adam Eaton","WSN",".364","1.80","26.3%","47.4%","26.3%","12.3%","7.7%","15","12.8%","6","60.0%","31.9%","31.9%","36.2%","18.7%","48.6%","32.7%","11205"
"Travis Jankowski","SDP",".319","2.92","21.8%","58.2%","19.9%","7.7%","7.7%","15","9.9%","3","20.0%","34.4%","33.7%","31.9%","21.4%","52.9%","25.7%","13768"
"Yuli Gurriel","HOU",".306","1.25","20.2%","44.3%","35.6%","12.9%","7.6%","20","9.4%","0","0.0%","41.2%","36.4%","22.5%","18.3%","51.1%","30.6%","19198"
"Eduardo Nunez","BOS",".290","1.51","18.6%","49.0%","32.4%","18.7%","7.5%","21","10.3%","0","0.0%","32.8%","37.6%","29.6%","25.5%","47.2%","27.2%","6848"
"Ben Zobrist","CHC",".331","1.59","21.6%","48.1%","30.3%","5.0%","7.4%","10","5.2%","2","50.0%","47.1%","31.5%","21.3%","11.9%","52.6%","35.5%","7435"
"Tony Wolters","COL",".189","2.07","15.4%","57.0%","27.5%","9.8%","7.3%","3","3.5%","1","50.0%","35.8%","33.8%","30.5%","17.9%","60.9%","21.2%","11470"
"Amed Rosario","NYM",".310","1.67","20.9%","49.5%","29.6%","11.6%","7.0%","11","5.1%","2","40.0%","34.9%","41.3%","23.8%","20.4%","51.9%","27.7%","15518"
"Wilmer Flores","NYM",".269","0.80","19.3%","36.0%","44.8%","16.5%","7.0%","7","5.5%","0","0.0%","39.6%","32.8%","27.6%","24.1%","43.1%","32.9%","5827"
"Andrelton Simmons","LAA",".300","1.60","19.0%","49.9%","31.1%","13.2%","6.9%","28","11.0%","2","40.0%","51.0%","33.1%","15.9%","21.3%","42.6%","36.0%","10847"
"Jose Peraza","CIN",".307","0.96","25.5%","36.5%","38.0%","7.7%","6.8%","16","8.0%","8","32.0%","35.3%","36.0%","28.8%","18.8%","51.8%","29.5%","13593"
"Joe Mauer","MIN",".330","2.30","26.9%","51.0%","22.1%","3.4%","6.7%","3","1.5%","0","0.0%","25.5%","40.3%","34.2%","12.9%","42.3%","44.8%","1857"
"Jorge Polanco","MIN",".345","0.94","26.1%","35.9%","38.0%","11.2%","6.7%","9","10.7%","4","44.4%","38.3%","30.5%","31.3%","22.2%","45.7%","32.1%","13152"
"Zack Cozart","LAA",".244","0.93","21.2%","38.0%","40.8%","17.3%","6.7%","4","5.7%","0","0.0%","51.4%","27.6%","21.1%","17.8%","45.4%","36.8%","2616"
"Greg Garcia","STL",".259","1.42","21.6%","46.0%","32.4%","11.1%","6.7%","5","7.8%","4","50.0%","28.6%","39.5%","32.0%","19.0%","53.1%","27.9%","10951"
"Jean Segura","SEA",".327","1.76","19.3%","51.5%","29.2%","13.9%","6.6%","26","9.8%","3","30.0%","35.7%","40.8%","23.5%","20.9%","53.3%","25.8%","5933"
"Gerardo Parra","COL",".334","1.65","24.9%","46.7%","28.3%","2.2%","6.6%","7","4.7%","6","60.0%","36.3%","33.8%","29.9%","13.9%","52.0%","34.1%","8553"
"Adeiny Hechavarria","- - -",".280","1.02","24.9%","38.0%","37.1%","5.5%","6.6%","5","5.4%","0","0.0%","34.8%","34.4%","30.8%","16.2%","48.2%","35.6%","10459"
"James McCann","DET",".282","0.98","22.3%","38.4%","39.4%","13.9%","6.6%","3","2.5%","0","0.0%","33.2%","37.4%","29.4%","17.3%","46.3%","36.4%","12859"
